Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Renegade,Richard Wilkins,N/A,N/A,N/A,N/A
Giants,Fabrice Besson,N/A,N/A,N/A,N/A
Discordia,Bernd Eisenstein,N/A,N/A,N/A,N/A
Oregon,Henrik Berg,Åse Berg,N/A,N/A,N/A
Adventure Games: The Dungeon,Matthew Dunstan,Phil Walker-Harding,N/A,N/A,N/A
Abandon All Artichokes,Emma Larkins,N/A,N/A,N/A,N/A
Metro X,Hisashi Hayashi,N/A,N/A,N/A,N/A
Factory Funner,Corné van Moorsel,N/A,N/A,N/A,N/A
Sanssouci,Michael Kiesling,N/A,N/A,N/A,N/A
Skyjo,Alexander Bernhardt,N/A,N/A,N/A,N/A
Pendragon: The Fall of Roman Britain,Morgane Gouyon-Rety,N/A,N/A,N/A,N/A
Welcome To...: Collector's Edition,Alexis Allard,Benoit Turpin,N/A,N/A,N/A
The Scepter of Zavandor,Jens Drögemüller,James Hlavaty,N/A,N/A,N/A
Vast: The Mysterious Manor,Patrick Leder,N/A,N/A,N/A,N/A
Spyfall 2,Alexandr Ushan,N/A,N/A,N/A,N/A
Patchistory,Yeon-Min Jung,Jun-Hyup Kim,N/A,N/A,N/A
Wild Tiled West,Paul Dennen,N/A,N/A,N/A,N/A
Orichalcum,Bruno Cathala,Johannes Goupy,N/A,N/A,N/A
Innovation Ultimate,Carl Chudyk,N/A,N/A,N/A,N/A
Bites,Brigitte Ditt,Wolfgang Ditt,N/A,N/A,N/A
Deep Regrets,Judson Cowan,N/A,N/A,N/A,N/A
Olympos,Philippe Keyaerts,N/A,N/A,N/A,N/A
Ingenious: Travel Edition,Reiner Knizia,N/A,N/A,N/A,N/A
EXIT: The Game – Advent Calendar: The Mystery of the Ice Cave,Inka Brand,Markus Brand,N/A,N/A,N/A
Doomtown: Reloaded,Dave Williams (II),Mark Wootton,N/A,N/A,N/A
Imaginarium,Bruno Cathala,Florian Sirieix,N/A,N/A,N/A
Timeline: Science & Discoveries,Frédéric Henry,N/A,N/A,N/A,N/A
Axis & Allies,"Larry Harris, Jr.",Mike Selinker,N/A,N/A,N/A
Beyond Balderdash,Laura Robinson,Paul Toyne,N/A,N/A,N/A
Machi Koro 2,Masao Suganuma,N/A,N/A,N/A,N/A
Navajo Wars,Joel Toppen,N/A,N/A,N/A,N/A
A Study in Emerald (Second Edition),Martin Wallace,N/A,N/A,N/A,N/A
Noctiluca,Shem Phillips,N/A,N/A,N/A,N/A
Otys,Claude Lucchini,N/A,N/A,N/A,N/A
Kariba,Reiner Knizia,N/A,N/A,N/A,N/A
Sorcerer City,Scott Caputo,N/A,N/A,N/A,N/A
Aquaretto,Michael Schacht,N/A,N/A,N/A,N/A
Kabuto Sumo,Tony Miller,N/A,N/A,N/A,N/A
The Ancient World (Second Edition),Ryan Laukat,N/A,N/A,N/A,N/A
Ad Astra,Bruno Faidutti,Serge Laget,N/A,N/A,N/A
Santorini: Pantheon Edition,Gord!,N/A,N/A,N/A,N/A
Stellar,Ben Pinchback,Matt Riddle,N/A,N/A,N/A
First in Flight,Matthew O'Malley,Ben Rosset,N/A,N/A,N/A
Ogre,Steve Jackson (I),Greg Costikyan,N/A,N/A,N/A
Sluff Off!,Stefan Dorra,N/A,N/A,N/A,N/A
Walnut Grove,Paul Laane,Touko Tahkokallio,N/A,N/A,N/A
Thanos Rising: Avengers Infinity War,Andrew Wolf,N/A,N/A,N/A,N/A
