Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Teenage Mutant Ninja Turtles Dice Masters,Mike Elliott,Eric M. Lang,N/A,N/A,N/A
The Great Race,Maxence Vaché,N/A,N/A,N/A,N/A
Federation Commander: Romulan Border,Stephen V. Cole,N/A,N/A,N/A,N/A
Samurai: Warfare in 16th Century Japan,Richard H. Berg,Mark Herman,N/A,N/A,N/A
Gettysburg,Martin Wallace,N/A,N/A,N/A,N/A
Holotype: Mesozoic North America,Brett Harrison,Lex Terenchin,N/A,N/A,N/A
Warhammer Underworlds: Direchasm,David Sanders,N/A,N/A,N/A,N/A
Klunker,Uwe Rosenberg,N/A,N/A,N/A,N/A
Curios,(Uncredited),N/A,N/A,N/A,N/A
Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh,Matt Hyra,Cory Jones,N/A,N/A,N/A
Cartaventura: Oklahoma,Thomas Dupont,Arnaud Ladagnous,N/A,N/A,N/A
Dragonscales,Richard Launius,N/A,N/A,N/A,N/A
SiXeS,Steven Poelzing,Rick Soued,N/A,N/A,N/A
Last Chance for Victory: The Battle of Gettysburg,Dean Essig,N/A,N/A,N/A,N/A
BattleTech: CityTech,"L. Ross Babcock, III",Forest Brown,Tara Gallagher,Sam Lewis,N/A
Quietville,Michael Schacht,N/A,N/A,N/A,N/A
"Battle for Moscow: Operation Typhoon, 1941",Frank Chadwick,N/A,N/A,N/A,N/A
DC Deck-Building Game: Rebirth,Matt Hyra,Jared Saramago,Nathaniel Yamaguchi,N/A,N/A
BuyWord,Sid Sackson,N/A,N/A,N/A,N/A
Pax Penning,Matilda Simonsson,N/A,N/A,N/A,N/A
Alexandros,Leo Colovini,N/A,N/A,N/A,N/A
30 Rails,Julian Anstey,N/A,N/A,N/A,N/A
Pantone: The Game,Scott Rogers (II),N/A,N/A,N/A,N/A
Tajuto,Reiner Knizia,N/A,N/A,N/A,N/A
Afrika Korps,Charles S. Roberts,Charles Roberts,Lindsley Schutz,Tom Shaw,Albert A. Nofi
Ace of Aces: Handy Rotary Deluxe Edition,Alfred Leonardi,N/A,N/A,N/A,N/A
Life in Reterra,Ken Gruhl,Eric M. Lang,N/A,N/A,N/A
Oz Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Agent Decker,Manuel Correia,N/A,N/A,N/A,N/A
Argonauts,Konstantinos Iovis,Lefteris Iroglidis (Λευτέρης Ηρωγλίδης),Ioannis Stamatis,N/A,N/A
Paradox,Brian Suhre,N/A,N/A,N/A,N/A
Port Royal: Unterwegs!,Alexander Pfister,N/A,N/A,N/A,N/A
Coin Age,Adam P. McIver,N/A,N/A,N/A,N/A
The King's Will,Hans-Peter Stoll,N/A,N/A,N/A,N/A
Take It to the Limit!,Peter Burley,N/A,N/A,N/A,N/A
Schätz it if you can,Ralf zur Linde,N/A,N/A,N/A,N/A
Munchkin Bites!,Steve Jackson (I),N/A,N/A,N/A,N/A
Fangs,Yasutaka Ikeda,N/A,N/A,N/A,N/A
Da ist der Wurm drin,Carmen Kleinert,N/A,N/A,N/A,N/A
CULTivate,Austin Foss,Jenna Radtke,Jake Sells,N/A,N/A
CDSK,Vincent Burger,N/A,N/A,N/A,N/A
Blood & Roses,Richard H. Berg,N/A,N/A,N/A,N/A
Siege,Alan Paull,N/A,N/A,N/A,N/A
"Roads to Leningrad: Battles of Soltsy and Staraya Russa, 1941",Vance von Borries,N/A,N/A,N/A,N/A
TSCHAK!,Dominique Ehrhard,N/A,N/A,N/A,N/A
Hoot Owl Hoot!,Susan McKinley Ross,N/A,N/A,N/A,N/A
Nations at War: White Star Rising,Mark H. Walker,N/A,N/A,N/A,N/A
