Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Suwałki Gap: The Baltic 2023,Nicholas Edwards,N/A,N/A,N/A,N/A
Knights Of Glory,Linh Nguyen,N/A,N/A,N/A,N/A
Imps: Devilish Duels,Kedric Winks,N/A,N/A,N/A,N/A
100 Strategic Games for Pen and Paper,Walter Joris,N/A,N/A,N/A,N/A
Hawken: Real-Time Card Game – Scout vs. Grenadier,Matt Hyra,N/A,N/A,N/A,N/A
Quadrata Canada,Genevieve Dupuis,N/A,N/A,N/A,N/A
Noble Armada,Bill Bridges,Ken Lightner,Chris Wiese,N/A,N/A
Turning Point,Richard H. Berg,N/A,N/A,N/A,N/A
EXIT Adventskalender: Das geheimnisvolle Schloss,Johannes Schiller,N/A,N/A,N/A,N/A
Grim End Manor,Ashley Beardsall,N/A,N/A,N/A,N/A
IKAN,Philippe Tapimoket,N/A,N/A,N/A,N/A
Comment j'ai adopté un dragon,Fabien Bleuze,Yves Hirschfeld,N/A,N/A,N/A
Trivial Pursuit: Dungeons & Dragons Ultimate Edition,N/A,N/A,N/A,N/A,N/A
Unstable Unicorns for Kids,N/A,N/A,N/A,N/A,N/A
Give Me Liberty,Robert G. Markham,N/A,N/A,N/A,N/A
Triolet,André Perriolat,John Perriolat,N/A,N/A,N/A
Catlantis,Prospero Hall,N/A,N/A,N/A,N/A
CHEW: Cases of the FDA,Kevin Wilson,N/A,N/A,N/A,N/A
more dude,Beau Beckett,Satish Pillalamarri,Jeph Stahl,N/A,N/A
La Guerra Civil Española (1936),(Uncredited),N/A,N/A,N/A,N/A
Three Wishes,Lorenzo Tarabini,N/A,N/A,N/A,N/A
BaRRacuda,Christoph Cantzler,N/A,N/A,N/A,N/A
Monopoly: Marvel Avengers,N/A,N/A,N/A,N/A,N/A
Animal upon Animal: Memory Stacking,Christoph Behre,Klaus Miltenberger,N/A,N/A,N/A
Four Senses,Mitsuo Yamamoto,N/A,N/A,N/A,N/A
Fujian Trader,Robert Batchelor,Sari Gilbert,N/A,N/A,N/A
Blöder Sack,Ralf zur Linde,N/A,N/A,N/A,N/A
Tally-Ho,K. H. Speer,A. F. Speer,N/A,N/A,N/A
End of Empire: The French and Indian War and the American Revolution,William Marsh,N/A,N/A,N/A,N/A
Aztack,Brad Ross,Jim Winslow,N/A,N/A,N/A
Ghost Hunters,Andreas Frei,Ueli Frei,Lukas Frei,N/A,N/A
Tangram Master,Jerry Slocum,N/A,N/A,N/A,N/A
Giraffometer,Martin Nedergaard Andersen,N/A,N/A,N/A,N/A
Irány a Kincses Sziget!,Pierrot,N/A,N/A,N/A,N/A
Kniffel 7,Reiner Knizia,N/A,N/A,N/A,N/A
Wer war's?: Löst das Rätsel von Schräghausen!,Reiner Knizia,N/A,N/A,N/A,N/A
Böse Kuh,Marco Teubner,N/A,N/A,N/A,N/A
Last Front: The Strategy Card Game,James Vining,N/A,N/A,N/A,N/A
