Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Streetcar Suburb,Drew Edwards,N/A,N/A,N/A,N/A
Lock 'n Load Tactical: Heroes in Defiance,Jeff Lewis,N/A,N/A,N/A,N/A
Kings and Castles,Gary Dicken,Steve Kendall,Phil Kendall,N/A,N/A
Proud Monster Deluxe,Ty Bomba,Don Johnson,N/A,N/A,N/A
Chill: Black Morn Manor,Troy Denning,N/A,N/A,N/A,N/A
Die Mauer,Thomas Fackler,N/A,N/A,N/A,N/A
An Empty Throne,John Clowdus,N/A,N/A,N/A,N/A
Privacy 2,Reinhard Staupe,N/A,N/A,N/A,N/A
Till Dawn,Richard Launius,Jason Maxwell,Mike Wylie,N/A,N/A
Igen?,Győri Zoltán Gábor,N/A,N/A,N/A,N/A
Crisis at Steamfall,Tom Stasiak,N/A,N/A,N/A,N/A
Shuffle and Swing,Robert Hovakimyan,N/A,N/A,N/A,N/A
Gazala: The Cauldron,Roger Miller,N/A,N/A,N/A,N/A
Knight,Radosław Ignatów,N/A,N/A,N/A,N/A
Color Brain: Disney Edition,Tristan Williams,N/A,N/A,N/A,N/A
Four against the Great Old Ones,Marco Arnaudo,N/A,N/A,N/A,N/A
Lanzeloth,Friederike Claas,Michael Loth,N/A,N/A,N/A
Alliance,Tom Dalgliesh,Grant Dalgliesh,Bruce McFarlane,N/A,N/A
"Great War at Sea: 1904-1905, The Russo-Japanese War",Michael Bennighof,Joe Keller,Brian L. Knipple,N/A,N/A
Movable Type,Robin David,N/A,N/A,N/A,N/A
To Take Washington: Jubal Early's Summer 1864 Campaign,Dean Essig,N/A,N/A,N/A,N/A
UNO H2O,Merle Robbins,N/A,N/A,N/A,N/A
Deck of Wonders,Dennis Furia,N/A,N/A,N/A,N/A
Bravery in the Sand,Ginichiro Suzuki,N/A,N/A,N/A,N/A
Gettysburg 150,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Shu's Tactics,Thinh Lehuu,N/A,N/A,N/A,N/A
Algomancy,Caleb Gannon,N/A,N/A,N/A,N/A
ito Rainbow,326,N/A,N/A,N/A,N/A
Too Many Poops,Aaron Burghard,Miguel Martinez,N/A,N/A,N/A
Schüttel's,Bernhard Lach,Uwe Rapp,N/A,N/A,N/A
Outremer,N/A,N/A,N/A,N/A,N/A
