Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Shiki,Maldón,N/A,N/A,N/A,N/A
Kimono Memories,Nao Shimamura (シマムラナオ),N/A,N/A,N/A,N/A
Trivial Pursuit: Genus Edición III (Spain),(Uncredited),N/A,N/A,N/A,N/A
Reverse Charades Junior Edition,Scott Porter,Bryce Porter,N/A,N/A,N/A
Panchayat,Andy Desa,N/A,N/A,N/A,N/A
Seat Wars,Andrés Ayala,N/A,N/A,N/A,N/A
Sunflower Valley: A Tile-Laying Game,Wouter van Strien,N/A,N/A,N/A,N/A
下町メイド物語: The Story of Faltisia,Kagawa Toshimune (香川俊宗),N/A,N/A,N/A,N/A
Old Town: Solo,Stephan Riedel,N/A,N/A,N/A,N/A
Animagicians,Elena Barrios,Alex del Valle,N/A,N/A,N/A
Pocket Aquarium,Mark Tuck,N/A,N/A,N/A,N/A
Lineage II: The Boardgame,Thomas H. Jung,Sunyoung Lim,Sanghoon Lim,N/A,N/A
The Best of Board Wargaming,Nicholas Palmer,N/A,N/A,N/A,N/A
Iglu Iglu,Bruno Cathala,Bruno Faidutti,N/A,N/A,N/A
To the Moon: Bestest Memories,Kan Gao,Lannie Neely III,N/A,N/A,N/A
Oh My Lair!,Jason Sondoh,"Robertson Sondoh, Jr.",N/A,N/A,N/A
IGOR: The Monster Making Game,Reiner Knizia,N/A,N/A,N/A,N/A
World in Progress,Patryk Chaberski,Jan Truchanowicz,N/A,N/A,N/A
Ubongo Lines,Grzegorz Rejchtman,N/A,N/A,N/A,N/A
"War in the Wind: The Battle of Attu Island, 1943",Mike Nagel,N/A,N/A,N/A,N/A
Vector,Eric W. Naiburg,Hanno Vonke,N/A,N/A,N/A
Pokémon Master Trainer II,Michelle Duval,N/A,N/A,N/A,N/A
Tattoo Brawl,Gerardo Whiu,N/A,N/A,N/A,N/A
Oni,Sebastian Koziner,N/A,N/A,N/A,N/A
Dojo,Antoine Bauza,N/A,N/A,N/A,N/A
Dice Splice,Caitlin Russell,N/A,N/A,N/A,N/A
Escape Team,Fabian Hemmert,N/A,N/A,N/A,N/A
Incredible Expeditions: Quest for Atlantis,Liz Spain,N/A,N/A,N/A,N/A
Bloody Buna,Bob Latter,N/A,N/A,N/A,N/A
Fantom Staré Prahy,(Uncredited),N/A,N/A,N/A,N/A
Fuzzy Mage Fight,Eddie Zakoor,Anneke Zakoor,N/A,N/A,N/A
HIRÞ: The Viking Game of Royal Conflict,Jon Manker,N/A,N/A,N/A,N/A
Xerxes,Harry Haralampidis,Lefteris Iroglidis (Λευτέρης Ηρωγλίδης),N/A,N/A,N/A
Atlantic Wolves,Gary Graber,N/A,N/A,N/A,N/A
"Wars of Religion, France 1562-1598",Jerome Lefrancq,N/A,N/A,N/A,N/A
Astro Drive,Mikko Punakallio,Max Wikström,N/A,N/A,N/A
Dragon's Interest,Jesse Li,N/A,N/A,N/A,N/A
Candy Crush DUEL,René Groen,N/A,N/A,N/A,N/A
