Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Boomtown,Bruno Cathala,Bruno Faidutti,N/A,N/A,N/A
Small Samurai Empires,Milan Tasevski,N/A,N/A,N/A,N/A
Warmachine Prime Mk II,Simon Berman,David Carl,Robert Hawkins,Ron Kruzie,N/A
Pax Viking,Jon Manker,N/A,N/A,N/A,N/A
Second Chance,Uwe Rosenberg,N/A,N/A,N/A,N/A
Cave Troll,Tom Jolly,N/A,N/A,N/A,N/A
Avenue,Kristian Amundsen Østby,Eilif Svensson,N/A,N/A,N/A
Mystery Express,Antoine Bauza,Serge Laget,N/A,N/A,N/A
Marvel United: Spider-Geddon,Andrea Chiarvesio,Eric M. Lang,N/A,N/A,N/A
Kinfire Delve: Callous' Lab,Kevin Wilson,N/A,N/A,N/A,N/A
Harvest Dice,Danny Devine,N/A,N/A,N/A,N/A
Deckscape: Heist in Venice,Martino Chiacchiera,Silvano Sorrentino,N/A,N/A,N/A
EXIT: The Game – Advent Calendar: The Silent Storm,Inka Brand,Markus Brand,N/A,N/A,N/A
Happy City,Toshiki Sato,Airu Sato,N/A,N/A,N/A
Dokmus,Mikko Punakallio,N/A,N/A,N/A,N/A
Rustling Leaves,Paolo Mori,N/A,N/A,N/A,N/A
Mobile Markets: A Smartphone Inc. Game,Ivan Lashin,N/A,N/A,N/A,N/A
18CZ,"Leonhard ""Lonny"" Orgler",N/A,N/A,N/A,N/A
Dig Your Way Out,David Simide,N/A,N/A,N/A,N/A
Lucky Numbers,Michael Schacht,N/A,N/A,N/A,N/A
Epic Card Game,Robert Dougherty,N/A,N/A,N/A,N/A
Gunkimono,Jeffrey D. Allers,N/A,N/A,N/A,N/A
Legendary: A James Bond Deck Building Game,Ben Cichoski,Devin Low,Daniel Mandel,N/A,N/A
Subastral,Ben Pinchback,Matt Riddle,N/A,N/A,N/A
Pack & Stack,Bernd Eisenstein,N/A,N/A,N/A,N/A
HATE,Raphaël Guiton,Jean-Baptiste Lullien,Alex Olteanu,Nicolas Raoult,N/A
Let's Make a Bus Route,Saashi,N/A,N/A,N/A,N/A
