Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
1985: Sacred Oil,Fabrizio Vianello,N/A,N/A,N/A,N/A
Handy Brawl,Igor Zuber,N/A,N/A,N/A,N/A
Ark: Awakening,Zharko Lozanoski,N/A,N/A,N/A,N/A
Battle Card: Market Garden,Nils Johansson,David Thompson (I),N/A,N/A,N/A
World At War 85: Blood and Fury,Keith Tracton,N/A,N/A,N/A,N/A
Red Dragon / Green Crescent,Bruce Costello,N/A,N/A,N/A,N/A
Yuan: l'Art de la Guerre – Chine,Charlie Sigogneau,N/A,N/A,N/A,N/A
Port Royal,Wolfgang Panning,N/A,N/A,N/A,N/A
Roar: King of the Pride,Daryl Andrews,Erica Bouyouris,N/A,N/A,N/A
Oh My Gods!,Tim Blank,N/A,N/A,N/A,N/A
Deadfall,James Ernest,Nora Miller,N/A,N/A,N/A
Drums of War,Proyecto Enigma,N/A,N/A,N/A,N/A
Empire Engine,Matthew Dunstan,Chris Marling,N/A,N/A,N/A
Sports Dice: Baseball,Andy Geremia,N/A,N/A,N/A,N/A
Cold War,Lenny Glynn,John Prados,N/A,N/A,N/A
Parts Unknown,James Ernest,N/A,N/A,N/A,N/A
Hands,Martijn Haddering,Chislaine van den Bulk,N/A,N/A,N/A
Crete 1941: Operation Mercury,Joseph Miranda,N/A,N/A,N/A,N/A
Большая Бродилка (Crazy Adventures),Igor Videnkov,N/A,N/A,N/A,N/A
General Quarters (Third Edition),L. L. Gill,Norm Harms,N/A,N/A,N/A
Kawanakajima 1561,François Vander Meulen,N/A,N/A,N/A,N/A
Sturm Nach Osten,Lou Coatney,N/A,N/A,N/A,N/A
"Demyansk Shield: the Frozen Fortress, February-May 1942",Vance von Borries,N/A,N/A,N/A,N/A
Cover Your Cookies,Jeffrey Beck,N/A,N/A,N/A,N/A
Goblin's Breakfast,Rob Hicks,Aubrey Hicks,Matt Miller (I),N/A,N/A
Buried Treasure,Sid Sackson,N/A,N/A,N/A,N/A
Unlock!: The Ghost Stone,Cyril Demaegd,N/A,N/A,N/A,N/A
Fubi,Ivo Orlovic,N/A,N/A,N/A,N/A
Race to the North Pole,Jouni Jussila,Tomi Vainikka,N/A,N/A,N/A
Caminos,Stefan Kögl,N/A,N/A,N/A,N/A
Derby,Benjamín Campos,Adam Swan,N/A,N/A,N/A
隅田川 (Sumida River),ましかまる (Mashikamaru),N/A,N/A,N/A,N/A
Jakarta Traffic,Simon Schmieder,N/A,N/A,N/A,N/A
Four Horsemen,Jeremy Rowley,N/A,N/A,N/A,N/A
Heat,Dave Chalker,Chris Cieslik,N/A,N/A,N/A
Holdfast: Korea 1950-51,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Watten,(Uncredited),N/A,N/A,N/A,N/A
Viagem no Tempo,Marcos Macri,N/A,N/A,N/A,N/A
ORP Orzeł,Łukasz M. Pogoda,N/A,N/A,N/A,N/A
Im Zeichen des Kreuzes,Ronald Hofstätter,Philipp Hugelmann,N/A,N/A,N/A
