Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Dinosaur Tea Party,Rob Daviau,JR Honeycutt,Justin D. Jacobson,N/A,N/A
Lock 'n Load: Band of Heroes,Mark H. Walker,N/A,N/A,N/A,N/A
Battle Masters,Stephen Baker,N/A,N/A,N/A,N/A
Dilluvia Project,Alexandre Garcia,N/A,N/A,N/A,N/A
Nevermore,Curt Covert,N/A,N/A,N/A,N/A
Sen,N/A,N/A,N/A,N/A,N/A
Heredity: The Book of Swan,Jerome Cance,Laurent Kobel,N/A,N/A,N/A
Cuphead: Fast Rolling Dice Game,Patrick Marino,N/A,N/A,N/A,N/A
Scarabya,Bruno Cathala,Ludovic Maublanc,N/A,N/A,N/A
Imperium: The Contention,Gary Dworetsky,N/A,N/A,N/A,N/A
Minerva,Hisashi Hayashi,N/A,N/A,N/A,N/A
Calavera,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Forage: A 9 card solitaire game,Mark Tuck,N/A,N/A,N/A,N/A
X nimmt!,Wolfgang Kramer,Reinhard Staupe,N/A,N/A,N/A
EXIT: The Game + Puzzle – The Deserted Lighthouse,Inka Brand,Markus Brand,N/A,N/A,N/A
NOIR: Deductive Mystery Game,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Leader 1: Hell of the North,Christophe Leclercq,Alain Ollier,N/A,N/A,N/A
Sherlock: The Tomb of the Archaeologist,Martí Lucas Feliu,Josep Izquierdo Sánchez,N/A,N/A,N/A
The Fuzzies,Alex Hague,Justin Vickers,Wolfgang Warsch,N/A,N/A
Target for Today,Steve Dixon,Shawn Rife,N/A,N/A,N/A
Deadwood,Loïc Lamy,N/A,N/A,N/A,N/A
The Red Dragon Inn: Battle for Greyport,Nate Heiss,Jeff Morrow,Sam Waller,N/A,N/A
Impact: Battle of Elements,Dieter Nüßle,N/A,N/A,N/A,N/A
Last Message,Lee Ju-Hwa,Giung Kim,N/A,N/A,N/A
Seasons of Rice,Corry Damey,N/A,N/A,N/A,N/A
Chaosmos,Joey Vigour,N/A,N/A,N/A,N/A
