Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Rewordable,Allison Parrish,Adam Simon,Tim Szetela,N/A,N/A
Fora de Ordem,Leandro Pires,Rodrigo Rego,N/A,N/A,N/A
Robotech: Reconstruction,Dr. Wictz,N/A,N/A,N/A,N/A
Pole Position,Gerhard E. Kodys,N/A,N/A,N/A,N/A
MON: Emblems of Sengoku,Osami Okano,N/A,N/A,N/A,N/A
Wish You Were Here,Logan Giannini,N/A,N/A,N/A,N/A
"Brute Force: The War in the West, 1940-1945",Rob Beyma,N/A,N/A,N/A,N/A
Kiwara,Bruno Cathala,N/A,N/A,N/A,N/A
Dragon Face,Thierry Denoual,N/A,N/A,N/A,N/A
Pro Action Football,(Uncredited),N/A,N/A,N/A,N/A
War of Resistance,John Astell,Mark Royer,N/A,N/A,N/A
Victim: The Cursed Forest,Thitinan N.,N/A,N/A,N/A,N/A
Monster Derby,Jeff Siadek,N/A,N/A,N/A,N/A
Guilty: Monaco 1955,Yohan Servais,N/A,N/A,N/A,N/A
Rakieta imprezowa,Michał Gołąb Gołębiowski,Wojciech Grajkowski,Hubert Młodzianowski,Łukasz Zep,N/A
"1,2,3! Now you see me...",Perepau Llistosella,N/A,N/A,N/A,N/A
Critical Care: The Game,Omari Akil,Vince Chan,Lakshman Swamy,N/A,N/A
Jacynth,P. D. Magnus,N/A,N/A,N/A,N/A
TravelBattle,N/A,N/A,N/A,N/A,N/A
Battle Royale,Benjamin Raynal,N/A,N/A,N/A,N/A
Battle of the Bands: Encore Edition,Dan Smith,N/A,N/A,N/A,N/A
Dan and Phil's Truth Bombs,Phil Lester,N/A,N/A,N/A,N/A
Timeline: España,Frédéric Henry,N/A,N/A,N/A,N/A
DragonStone Mine!,Scott Elliott,N/A,N/A,N/A,N/A
Life Siphon,Zach Given,Jake Given,N/A,N/A,N/A
Vol de nuit,Ronan Legendre,Nicolas Minor,Paul Réguème,Louis-Arnaud Viard,N/A
IT: Evil Below,Sean Fletcher,N/A,N/A,N/A,N/A
Tribes,David Brin,Steve Jackson (I),N/A,N/A,N/A
Four Battles of the Ancient World,Larry Baggett,Wayland Grace,N/A,N/A,N/A
フォグサイト (FOGSITE),明地 宙 (Sola Meichi),N/A,N/A,N/A,N/A
Bruti,Gipi,N/A,N/A,N/A,N/A
Major Battles and Campaigns of General George S. Patton,Bob Champer,Sid Sackson,N/A,N/A,N/A
Clash of Decks: Treachery,Léandre Proust,N/A,N/A,N/A,N/A
NeuroRace,Yury Yamshchikov,N/A,N/A,N/A,N/A
The Great Redoubt: A Game of the Battle of Borodino – 1812,S. Craig Taylor,N/A,N/A,N/A,N/A
Time Collectors,Mareva Beauchamps,Florian Sirieix,N/A,N/A,N/A
Conan Collectible Card Game,Jason Robinette,N/A,N/A,N/A,N/A
Ubongo: Das Kartenspiel,Grzegorz Rejchtman,N/A,N/A,N/A,N/A
Neutron,Robert A. Kraus (II),N/A,N/A,N/A,N/A
Terrain Vague,Franck Parcabe,Roland Scaron,N/A,N/A,N/A
London & Northwestern,Amabel Holland,N/A,N/A,N/A,N/A
Fujiyama,ななつむ (nanatsumu),N/A,N/A,N/A,N/A
Patton's First Victory: Tunisia,Eric R. Harvey,N/A,N/A,N/A,N/A
Buraco,(Uncredited),N/A,N/A,N/A,N/A
Hafid's Grand Bazaar,Mike Richie,N/A,N/A,N/A,N/A
"War in the Ice: The Battle for the Seventh Continent, 1991-92",Philip S. Kosnett,N/A,N/A,N/A,N/A
Battleground Fantasy Warfare: Lizardmen,Robert Dougherty,Chad Ellis,N/A,N/A,N/A
"TTMC: Format de voyage, vol. 1",Vincent Burger,N/A,N/A,N/A,N/A
Pocket Landship 2nd edition,Scott Allen Czysz,N/A,N/A,N/A,N/A
Deluxe G.E.V.,Steve Jackson (I),N/A,N/A,N/A,N/A
Madness At Midnight,Mads L. Brynnum,Richard Launius,N/A,N/A,N/A
Gelato Mio,João Quintela Martins,N/A,N/A,N/A,N/A
やさしい魔物と酒場の英雄 (Friendly Monsters and Tavern Heroes),Yuichi Tagami,N/A,N/A,N/A,N/A
Manno Monster,Marco Teubner,N/A,N/A,N/A,N/A
Battleship: Card Game,Dustin DePenning,N/A,N/A,N/A,N/A
Toledo 1085,Javier Jésus Domínguez Cruz,N/A,N/A,N/A,N/A
Пенумбра: Испытания Арканы (Penumbra: Trials of Arcana),Dmitry Bogdanov,N/A,N/A,N/A,N/A
String Safari,Hisashi Hayashi,N/A,N/A,N/A,N/A
Road to Infamy,Jeff Chin,Andrew Nerger,N/A,N/A,N/A
Warhammer Age of Sigmar: Crypt Hunters,John Bracken,N/A,N/A,N/A,N/A
CubeMelt: Getting Dicey,Daryl Chow,N/A,N/A,N/A,N/A
Magic: The Gathering – Unsanctioned,Chris Mooney,Ari Nieh,N/A,N/A,N/A
Fungonia,Agustín Czyrka,N/A,N/A,N/A,N/A
