Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Duffers,Duane Wheatcroft,N/A,N/A,N/A,N/A
Village of Legends,Lorenzo Lupi,N/A,N/A,N/A,N/A
Slingz,Rémy Wannerbroucq,N/A,N/A,N/A,N/A
Exxit,Vincent Everaert,N/A,N/A,N/A,N/A
The Classic Dungeon,Jeff Grubb,David R. Megarry,Steve Winter,N/A,N/A
Split Personality,Friedemann Friese,Marcel-André Casasola Merkle,Andrea Meyer,N/A,N/A
Diskwars,Tod Gelle,Darrell Hardy,Tom Jolly,Christian T. Petersen,N/A
Crooks,Neil Crowley,N/A,N/A,N/A,N/A
One Card: Cereal Killer,Julián Tunni,N/A,N/A,N/A,N/A
Secrets of the Lost Station,Christopher Batarlis,Jim Samartino,N/A,N/A,N/A
Sirens,Art Casey,N/A,N/A,N/A,N/A
Mojo,Antoni Guillen,N/A,N/A,N/A,N/A
Anno Domini: Europa,Urs Hostettler,N/A,N/A,N/A,N/A
7 Summits,Adrian Adamescu,Daryl Andrews,N/A,N/A,N/A
Paleovet,William Thompson,N/A,N/A,N/A,N/A
Sultan,Sérgio Halaban,André Zatz,N/A,N/A,N/A
Match Me!: What color is this?,OHTANI Tadashi,N/A,N/A,N/A,N/A
Fish Tank,Michal Peichl,N/A,N/A,N/A,N/A
Screaming Eagles,Jim Keifer,N/A,N/A,N/A,N/A
Cazamanzanas,Guillem Coll,N/A,N/A,N/A,N/A
New England Railways,John Bohrer,Martin Wallace,N/A,N/A,N/A
Typeset,Jasper Beatrix,N/A,N/A,N/A,N/A
Adventure Time Card Wars: Ice King vs. Marceline,Richelle Brady,Cory Jones,N/A,N/A,N/A
"Screaming Eagles in Holland: The 101st Airborne Division's Defense of Hell's Highway, 22-23 September, 1944",Nigel Roberts,Bob Runnicles,N/A,N/A,N/A
SCOPE U-boot,Juan A. Nácher,N/A,N/A,N/A,N/A
Split (Revised Edition),David Hoyt,N/A,N/A,N/A,N/A
Desert Steel,Peter Corless,N/A,N/A,N/A,N/A
Revolt on Antares,Tom Moldvay,N/A,N/A,N/A,N/A
UNO: Super Mario,N/A,N/A,N/A,N/A,N/A
Rivoli 1797,Frédéric Bey,Marc Brandsma,N/A,N/A,N/A
Overbooking,Filippo Landini,N/A,N/A,N/A,N/A
Bullfrog Goldfield,Patrick Stevens,N/A,N/A,N/A,N/A
Sweet Lands,Totsuca Chuo,N/A,N/A,N/A,N/A
"Chickamauga: The Last Victory, 20 September 1863",Irad B. Hardy,Redmond A. Simonsen,John Young,Jay A. Nelson,N/A
Buccaneer Bones,Kris Gould,N/A,N/A,N/A,N/A
The Draugr,Todd Sanders,N/A,N/A,N/A,N/A
SEEKRIEG 5,Jack L. Joyner,Richard Sartore,N/A,N/A,N/A
Sequence for Kids,Garrett J. Donner,Michael S. Steer,N/A,N/A,N/A
Bloody Monday,Emanuele Santandrea,N/A,N/A,N/A,N/A
One Night Ultimate Werewolf: Epic Battle,Ted Alspach,Akihisa Okui,N/A,N/A,N/A
2019: The ARCTIC,Andrzej Kurek,N/A,N/A,N/A,N/A
Ziggurat,Rob Daviau,Matt Leacock,N/A,N/A,N/A
Dungeon Busters,榎　智洋 (Tomohiro Enoki),N/A,N/A,N/A,N/A
Monster My Neighbor,Pesu Nabeno,N/A,N/A,N/A,N/A
Dwarven Miner,Mike Richie,N/A,N/A,N/A,N/A
Onstage,Michael Orion,N/A,N/A,N/A,N/A
The X-Files: Circle of Truth,Steven Aramini,Danny Devine,Paul Kluka,N/A,N/A
Luxor,Gunter Baars,N/A,N/A,N/A,N/A
Warhammer Underworlds: Nethermaze,David Sanders,N/A,N/A,N/A,N/A
Pericle: Gathering Darkness,Stephen Claypool,N/A,N/A,N/A,N/A
Trôl,Christophe Lauras,N/A,N/A,N/A,N/A
Warhammer Age of Sigmar: Warcry – Heart of Ghur,N/A,N/A,N/A,N/A,N/A
The Great Balloon Race,Nik Sewell,N/A,N/A,N/A,N/A
Barren Victory,Dean Essig,David A. Powell,N/A,N/A,N/A
Isle of Night,Dustin Dowdle,N/A,N/A,N/A,N/A
Godtear: The Borderlands Starter Set,David Carl,Alex Hall,Steve Margetson,N/A,N/A
Pass the Pandas,Ken Gruhl,Quentin Weir,N/A,N/A,N/A
Yesss!,Romaric Galonnier,N/A,N/A,N/A,N/A
Star Wars: Stolen Plans Card Game,Matthew Meadows,N/A,N/A,N/A,N/A
Avocado Smash!,N/A,N/A,N/A,N/A,N/A
Battles of Normandy: A Solitaire Wargame,Mike Lambo,N/A,N/A,N/A,N/A
Scribbly Gum,Phil Walker-Harding,N/A,N/A,N/A,N/A
Sun of York: The War of the Roses 1453-1485,Mike Nagel,N/A,N/A,N/A,N/A
Last Call: The Bartender Game,Kris Gould,N/A,N/A,N/A,N/A
Dodelido Extreme,Jacques Zeimet,N/A,N/A,N/A,N/A
Arena: Morituri te salutant,Vlaada Chvátil,N/A,N/A,N/A,N/A
Star Trek Chrono-Trek,Andrew Looney,N/A,N/A,N/A,N/A
Shadowscape,Błażej Kubacki,N/A,N/A,N/A,N/A
Grimdark Future: Firefight,Gaetano Ferrara,OnePageAnon,N/A,N/A,N/A
Save the Meeples,Florian Sirieix,N/A,N/A,N/A,N/A
Space Walk,Rüdiger Dorn,N/A,N/A,N/A,N/A
Lord of the Rings,Reiner Knizia,N/A,N/A,N/A,N/A
Fauna Junior,Friedemann Friese,N/A,N/A,N/A,N/A
Castle Dukes,Dominic Michael Huang,N/A,N/A,N/A,N/A
Munchkin: Christmas Lite,Andrew Hackard,Steve Jackson (I),N/A,N/A,N/A
Carrousel,Max Gerchambeau,N/A,N/A,N/A,N/A
Oh My. Orchids!,Daryl Chow,N/A,N/A,N/A,N/A
Endurance,Amabel Holland,N/A,N/A,N/A,N/A
Take the Gold,Ali Hajighafouri,N/A,N/A,N/A,N/A
John Carter: Warlord of Mars,Eric Goldberg,Mark Herman,N/A,N/A,N/A
