Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Cleocatra,Ta-Te Wu,N/A,N/A,N/A,N/A
Bloody Sands Dice,Carlos A. Reyes R.,N/A,N/A,N/A,N/A
Famous First Downs: The World's Smallest Football Game,Rob Bartel,N/A,N/A,N/A,N/A
5ive: King's Court,Greg Scratchley,Luke Wilkinson,N/A,N/A,N/A
Color Brain Go,N/A,N/A,N/A,N/A,N/A
Combat Arena,N/A,N/A,N/A,N/A,N/A
"Grunt: Tactical Combat in Vietnam, 1965",John Kramer (I),John Young,John Young,Philip S. Kosnett,N/A
Take a Train,Viola Kijowska,Marcin Senior Ropka,N/A,N/A,N/A
Featherweight Fiesta,Julien Prothière,Juan Rodriguez,N/A,N/A,N/A
Cábula,Jorge Luengo,N/A,N/A,N/A,N/A
Blitzwar,Victor Catala,N/A,N/A,N/A,N/A
Super Secret Stealthy Spies,Todd Kurtzer,Alex Siedband,Sam Unsicker,N/A,N/A
Nin-Gonost,Arnaud Borne,Paul A. DeStefano,Alain Henner,N/A,N/A
O Último Grande Campeão,Renato Silva Sasdelli,N/A,N/A,N/A,N/A
Venture,Nicole Pallares Ferrer,Nicole Pallares Ferrer,Giuseppe Morandi,N/A,N/A
Something Wild!: Tim Burton's The Nightmare Before Christmas,Funko Games,N/A,N/A,N/A,N/A
BIRDIE Pro,Steve Dodge,N/A,N/A,N/A,N/A
The Cleaner,Martin Gonzalvez,Janine Viglietti,N/A,N/A,N/A
Aargh!,Aaron Weissblum,N/A,N/A,N/A,N/A
Qubo,Vincent Andriessen,N/A,N/A,N/A,N/A
Eastern Front Solitaire,Don Alexander,Bill Gibbs,N/A,N/A,N/A
Fox on the Run,Salvo Guastella,N/A,N/A,N/A,N/A
Cthulhu Crusades,Alberto Cano,N/A,N/A,N/A,N/A
Gangs of Britannia,Daniel Feeny,Joel Livermore,Chris Winterhoff,N/A,N/A
Deck of Thieves,Jason Fordham,N/A,N/A,N/A,N/A
Destiny Aurora: Renegades,Frank J. Zanca,N/A,N/A,N/A,N/A
Städtetour,Eugen Wyss,N/A,N/A,N/A,N/A
Turbo-Team,Bernhard Lach,Uwe Rapp,N/A,N/A,N/A
Roswell 51,Larry Wickman,N/A,N/A,N/A,N/A
Kleine Fotosafari,Tanja Triminek,N/A,N/A,N/A,N/A
High Ground,Walt Drury,Ed Rex,N/A,N/A,N/A
Heads Will Roll,Matt Fantastic,N/A,N/A,N/A,N/A
War of the Three Kingdoms: Kingdom Wars,KayaK,N/A,N/A,N/A,N/A
Enuk,Stefan Dorra,Manfred Reindl,N/A,N/A,N/A
Fashion Police,Yabuchi Ryoko,N/A,N/A,N/A,N/A
Lindyhop,Mark Kaneko,James Smeal,N/A,N/A,N/A
Till the Last Gasp,Will Hindmarch,Alex Roberts (II),N/A,N/A,N/A
Fisherman,T親方 (Master T),N/A,N/A,N/A,N/A
The Pet Cemetery,Anthony Hore,N/A,N/A,N/A,N/A
The Suitcase Detectives,Guido Hoffmann,N/A,N/A,N/A,N/A
Maya,Alberto Branciari,Andrea Mainini,N/A,N/A,N/A
Capio,Otmar Bettscheider,Karin Herrmann,N/A,N/A,N/A
Kaleido,折口 日向 (Hinata Origuchi),N/A,N/A,N/A,N/A
Эрудит (Polymath),(Uncredited),N/A,N/A,N/A,N/A
Heresy,Christian Moore,Owen Seyler,Matthew Sturm,N/A,N/A
Raptor Race,Inon Kohn,N/A,N/A,N/A,N/A
Hell Before Night: The Battle of Shiloh,Chris Perello,N/A,N/A,N/A,N/A
Kitty Bitty,Thierry Denoual,N/A,N/A,N/A,N/A
MUNERA: Familia Gladiatoria,Matteo Santus,N/A,N/A,N/A,N/A
Bataille de la Marne 1914,T. Abishev,Jean-Jacques Petit,N/A,N/A,N/A
Fletcher Pratt's Naval War Game,Fletcher Pratt,N/A,N/A,N/A,N/A
Flea Marketeers,Lisa Steenson,N/A,N/A,N/A,N/A
Chronicler,G B Kim,N/A,N/A,N/A,N/A
Deterrence,Paulo Santoro,N/A,N/A,N/A,N/A
Clue: The Office,Anthony E. Pratt,N/A,N/A,N/A,N/A
Tome: The Light Edition,Anthony Thorp,N/A,N/A,N/A,N/A
Mechwarrior Solaris VII,Kelly Bonilla,Mike Elliott,Ethan Pasternack,N/A,N/A
Marching Through Georgia,Gary Selkirk,N/A,N/A,N/A,N/A
Kardashev Scale,Stephen Avery,Eugene Bryant,N/A,N/A,N/A
"Rostov: The First Soviet Counter-Attack, 1941",John H. Butterfield,Redmond A. Simonsen,N/A,N/A,N/A
Karty Dżentelmenów,N/A,N/A,N/A,N/A,N/A
Castle of Mind,Török-Szabó Balázs,N/A,N/A,N/A,N/A
Amis Cube,Min-Ho Seok,N/A,N/A,N/A,N/A
Block Happy,Sam Armes,John Ward,N/A,N/A,N/A
Territories,Corné van Moorsel,N/A,N/A,N/A,N/A
Film Frenzy,"TCT Productions, LLC.",N/A,N/A,N/A,N/A
Tearable Quest,Shintaro Ono (大野 森太郎),N/A,N/A,N/A,N/A
Le Tricheur,N/A,N/A,N/A,N/A,N/A
Die Magier,Johann Rüttinger,Michael Rüttinger,N/A,N/A,N/A
Crazy Race,Michael Schacht,N/A,N/A,N/A,N/A
TEG Independencia,Guillermo Ortiz,Guillermo Santos,N/A,N/A,N/A
End Of Line,LittleHouse Boardgames Design Studio,N/A,N/A,N/A,N/A
Bellum,Guillaume GARCIA,N/A,N/A,N/A,N/A
