Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Carolingi,Christoph Cantzler,Sebastian Freudenberg,N/A,N/A,N/A
Linkto Food,Joël Gagnon,Marie-Ève Lupien,N/A,N/A,N/A
A Song of Ice & Fire: Tabletop Miniatures Game – Baratheon Starter Set,Eric M. Lang,Michael Shinall,N/A,N/A,N/A
Space Marine Adventures: Doomsday Countdown,N/A,N/A,N/A,N/A,N/A
Tute,N/A,N/A,N/A,N/A,N/A
13 Leaves,Masato Uesugi,N/A,N/A,N/A,N/A
Suspense: the Card Game,Daniel Solis,N/A,N/A,N/A,N/A
Saganami Island Tactical Simulator,Ken Burnside,Thomas Pope,N/A,N/A,N/A
1894,Jan Kłos,N/A,N/A,N/A,N/A
111: Alarm dla Warszawy,Tomasz Ginter,Karol Madaj,N/A,N/A,N/A
Liebe & Intrige,Ellen Maria Ernst,Kira Verena Samol,N/A,N/A,N/A
Race For Tunis,Frank Chadwick,N/A,N/A,N/A,N/A
Great War at Sea: Cruiser Warfare,Michael Bennighof,Brian L. Knipple,N/A,N/A,N/A
Tal der Abenteuer: Die Schatzsuche im Himalaja,Reiner Knizia,N/A,N/A,N/A,N/A
Basketball Highlights: Crunch Time,Ian Sebastian Bach,Mike Fitzgerald,Richard Yaner,N/A,N/A
Rory's Story Cubes: Score,Rory O'Connor,N/A,N/A,N/A,N/A
Saigo no Kane,Marcin Podsiadło,N/A,N/A,N/A,N/A
Roll & Play,Bill Ritchie,N/A,N/A,N/A,N/A
Paratroop,John H. Butterfield,Jim Dunnigan,Joe Perez,N/A,N/A
Kendo,Keith Budden,N/A,N/A,N/A,N/A
Converge: Sparks of Hope,Peter C. Hayward,N/A,N/A,N/A,N/A
Sweet Spot,Dominic Michael Huang,N/A,N/A,N/A,N/A
Dirigible Disaster,Daniel Grek,N/A,N/A,N/A,N/A
Internal Affairs,Edward Chan,Dark Chan,Zero Cheung,N/A,N/A
Ghooost!,Richard Garfield,N/A,N/A,N/A,N/A
Guerrilla Checkers,Brian Train,N/A,N/A,N/A,N/A
Hagakure,Frank Crittin,Grégoire Largey,N/A,N/A,N/A
Nuts a GoGo!,Naoki Fukuda (福田直樹),N/A,N/A,N/A,N/A
"The Last Gamble: The Ardennes Offensive, December 1944 – Designer Signature Edition",Danny S. Parker,N/A,N/A,N/A,N/A
Coup,Wolfgang Kramer,N/A,N/A,N/A,N/A
Story Time Chess,N/A,N/A,N/A,N/A,N/A
Sellswords & Spellslingers,Andrea Sfiligoi,N/A,N/A,N/A,N/A
Cowboy Bebop: Boardgame Boogie,Josh Derksen,Thomas M. Gofton,Aron Murch,N/A,N/A
"Interceptor Ace: Volume 2 – Last Days of the Luftwaffe, 1944-45",Fernando Sola Ramos,N/A,N/A,N/A,N/A
Legends of Novus,Wesley Woodbury,N/A,N/A,N/A,N/A
Aquarium,Marcos Macri,N/A,N/A,N/A,N/A
Jackal: Treasure Island,Dmitry Kibkalo,N/A,N/A,N/A,N/A
Animal Upon Animal: Unicorns,Klaus Miltenberger,N/A,N/A,N/A,N/A
World War I: Deluxe Edition,Joseph Miranda,N/A,N/A,N/A,N/A
Badlands: Outpost of Humanity,Denis Plastinin,N/A,N/A,N/A,N/A
Death of an Army: Ypres 1914,Kerry Anderson,N/A,N/A,N/A,N/A
Costa Ruana,Yuri Zhuravljov,N/A,N/A,N/A,N/A
Conqueror: Final Conquest,Mohamed Al Qadi,N/A,N/A,N/A,N/A
VITA MORS,Shi Chen,N/A,N/A,N/A,N/A
Saustall,Michael Rieneck,N/A,N/A,N/A,N/A
Title Bout II,James Trunzo,N/A,N/A,N/A,N/A
Apples to Apples Junior,Matthew Kirby,Mark Alan Osterhaus,N/A,N/A,N/A
Greyhounds,Bernd Brunnhofer,N/A,N/A,N/A,N/A
Space Weirdos: A Skirmish Heartbreaker,Casey Garske,N/A,N/A,N/A,N/A
The Key: Escape from Strongwall Prison,Thomas Sing,N/A,N/A,N/A,N/A
ECK: A solo trick-taking card game,John Burton,N/A,N/A,N/A,N/A
Banned Books,Jason Tagmire,N/A,N/A,N/A,N/A
