Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Deadwood 1876,Travis Hancock,N/A,N/A,N/A,N/A
Redwood,Christophe Raimbault,N/A,N/A,N/A,N/A
Gambit Royale,Lutz Stepponat,N/A,N/A,N/A,N/A
Dark Tower,Roger Burten,Alan Coleman,Vincent A. A. J. Erato,N/A,N/A
Detroit-Cleveland Grand Prix,Wolfgang Kramer,N/A,N/A,N/A,N/A
The Goonies: Never Say Die,Matt Christianson,Prospero Hall,Chris Rowlands,N/A,N/A
Blue Max,Phil Hall,John Harshman,James E. Meldrum,N/A,N/A
Warhammer Underworlds: Beastgrave,David Sanders,N/A,N/A,N/A,N/A
JOYRIDE: Survival of the Fastest,Duncan Molloy,Pete Ward,N/A,N/A,N/A
Battlefleet Gothic,Andy Chambers,N/A,N/A,N/A,N/A
Narcos: The Board Game,Fel Barros,Renato Silva Sasdelli,N/A,N/A,N/A
Steam Up: A Feast of Dim Sum,Pauline Kong,N/A,N/A,N/A,N/A
TEAM3 PINK,Alex Cutler,Matt Fantastic,N/A,N/A,N/A
Ortus Regni,Jon Sudbury,N/A,N/A,N/A,N/A
Clue Master Detective,(Uncredited),N/A,N/A,N/A,N/A
Tin Helm,Jason Glover,N/A,N/A,N/A,N/A
Cleopatra and the Society of Architects: Deluxe Edition,Bruno Cathala,Ludovic Maublanc,N/A,N/A,N/A
Serenissima (Second Edition),Dominique Ehrhard,N/A,N/A,N/A,N/A
Quetzal,Alexandre Garcia,N/A,N/A,N/A,N/A
Don't L.L.A.M.A. Dice,Reiner Knizia,N/A,N/A,N/A,N/A
Goblivion,Jean-François Gauthier,N/A,N/A,N/A,N/A
RAF,John H. Butterfield,N/A,N/A,N/A,N/A
StreetSoccer,Corné van Moorsel,N/A,N/A,N/A,N/A
Margraves of Valeria,Isaias Vallejo,N/A,N/A,N/A,N/A
The Castle of the Devil,Michael Palm,Lukas Zach,N/A,N/A,N/A
Conflict of Heroes: Guadalcanal – The Pacific 1942,Uwe Eickert,Gunter Eickert,Dean Halley,N/A,N/A
Red Flag Over Paris,Fred Serval,N/A,N/A,N/A,N/A
Rory's Story Cubes,Rory O'Connor,N/A,N/A,N/A,N/A
Marvel Heroes,Roberto Di Meglio,Marco Maggi,Francesco Nepitello,Salvatore Pierucci,N/A
De Vulgari Eloquentia: Deluxe Edition,Mario Papini,N/A,N/A,N/A,N/A
Advanced HeroQuest,Jervis Johnson,N/A,N/A,N/A,N/A
Panzer: The Game of Small Unit Actions and Combined Arms Operations on the Eastern Front 1943-45,James M. Day,N/A,N/A,N/A,N/A
Ascension: Dawn of Champions,Justin Gary,N/A,N/A,N/A,N/A
Formula Motor Racing,Reiner Knizia,N/A,N/A,N/A,N/A
Burano,Yu-Chen Tseng,N/A,N/A,N/A,N/A
Rail Baron,R. S. Erickson,"Thomas F. Erickson, Jr.",Michael Gray,R.J. Erickson,Richard Hamblen
Sequoia,Chad DeShon,N/A,N/A,N/A,N/A
A Little Wordy,Ian Clayman,Matthew Inman,N/A,N/A,N/A
Norenberc,Andreas Steding,N/A,N/A,N/A,N/A
Invasion from Outer Space: The Martian Game,Jason C. Hill,N/A,N/A,N/A,N/A
Union Stockyards,Duane Wulf,N/A,N/A,N/A,N/A
Ghost Blitz: 5 to 12,Jacques Zeimet,N/A,N/A,N/A,N/A
New England,Alan R. Moon,Aaron Weissblum,N/A,N/A,N/A
Rush & Bash,Erik Burigo,N/A,N/A,N/A,N/A
The Cave,Adam Kałuża,N/A,N/A,N/A,N/A
Turning Point: Stalingrad,Don Greenwood,Don Greenwood,Don Greenwood,Don Greenwood,N/A
Round House,Eros Lin,Zong-Ger(蔥哥),N/A,N/A,N/A
