Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Charterstone,Jamey Stegmaier,N/A,N/A,N/A,N/A
Railroad Ink: Deep Blue Edition,Hjalmar Hach,Lorenzo Silva,N/A,N/A,N/A
Unfathomable,Tony Fanchi,N/A,N/A,N/A,N/A
Port Royal,Alexander Pfister,N/A,N/A,N/A,N/A
Argent: The Consortium,Trey Chambers,N/A,N/A,N/A,N/A
Raptor,Bruno Cathala,Bruno Faidutti,N/A,N/A,N/A
Shadows of Brimstone: City of the Ancients,Jason C. Hill,N/A,N/A,N/A,N/A
Dinosaur Island: Rawr 'n Write,Brian Lewis,David McGregor,Marissa Misura,N/A,N/A
Ingenious,Reiner Knizia,N/A,N/A,N/A,N/A
Lacrimosa,Gerard Ascensi,Ferran Renalias,N/A,N/A,N/A
Escape Plan,Vital Lacerda,N/A,N/A,N/A,N/A
"Labyrinth: The War on Terror, 2001 – ?",Volko Ruhnke,N/A,N/A,N/A,N/A
Star Wars: X-Wing (Second Edition),Jay Little,N/A,N/A,N/A,N/A
Las Vegas,Rüdiger Dorn,N/A,N/A,N/A,N/A
Nova Luna,Uwe Rosenberg,Corné van Moorsel,N/A,N/A,N/A
Etherfields,Michał Oracz,N/A,N/A,N/A,N/A
1775: Rebellion,Beau Beckett,Jeph Stahl,Pascal Toupy,N/A,N/A
Fleet: The Dice Game,Ben Pinchback,Matt Riddle,N/A,N/A,N/A
The Gang,John Cooper,Kory Heath,N/A,N/A,N/A
TZAAR,Kris Burm,N/A,N/A,N/A,N/A
Small World Underground,Philippe Keyaerts,N/A,N/A,N/A,N/A
1846: The Race for the Midwest,Thomas Lehmann,N/A,N/A,N/A,N/A
Love Letter: Premium Edition,Seiji Kanai,John Zinser,N/A,N/A,N/A
Runebound (Third Edition),Lukas Litzsinger,N/A,N/A,N/A,N/A
Blackout: Hong Kong,Alexander Pfister,N/A,N/A,N/A,N/A
Blood Bowl: Living Rulebook,Jervis Johnson,N/A,N/A,N/A,N/A
Discworld: Ankh-Morpork,Martin Wallace,N/A,N/A,N/A,N/A
Freedom: The Underground Railroad,Brian Mayer,N/A,N/A,N/A,N/A
Camel Up,Steffen Bogen,N/A,N/A,N/A,N/A
Unmatched Game System,Rob Daviau,Justin D. Jacobson,N/A,N/A,N/A
Wabash Cannonball,John Bohrer,N/A,N/A,N/A,N/A
RoboRally,Richard Garfield,N/A,N/A,N/A,N/A
The Grizzled,Fabien Riffaud,Juan Rodriguez,N/A,N/A,N/A
Jamaica,Malcolm Braff,Bruno Cathala,Sébastien Pauchon,N/A,N/A
Galaxy Trucker (Second Edition),Vlaada Chvátil,N/A,N/A,N/A,N/A
Barcelona,Dani Garcia,N/A,N/A,N/A,N/A
Sushi Go!,Phil Walker-Harding,N/A,N/A,N/A,N/A
Libertalia,Paolo Mori,N/A,N/A,N/A,N/A
Detective: City of Angels,Evan Derrick,N/A,N/A,N/A,N/A
Airlines Europe,Alan R. Moon,N/A,N/A,N/A,N/A
Pirates of Maracaibo,Ralph Bienert,Ryan Hendrickson,Alexander Pfister,N/A,N/A
Valeria: Card Kingdoms,Isaias Vallejo,N/A,N/A,N/A,N/A
Karuba,Rüdiger Dorn,N/A,N/A,N/A,N/A
First Class: All Aboard the Orient Express!,Helmut Ohley,N/A,N/A,N/A,N/A
Elysium,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
Last Will,Vladimír Suchý,N/A,N/A,N/A,N/A
Legends of Andor,Michael Menzel,N/A,N/A,N/A,N/A
The Fox in the Forest,Joshua Buergel,N/A,N/A,N/A,N/A
Warp's Edge,Scott Almes,N/A,N/A,N/A,N/A
London,Martin Wallace,N/A,N/A,N/A,N/A
Atlantis Rising (Second Edition),Galen Ciscell,N/A,N/A,N/A,N/A
Euphoria: Build a Better Dystopia,Jamey Stegmaier,Alan Stone,N/A,N/A,N/A
One Night Ultimate Werewolf,Ted Alspach,Akihisa Okui,N/A,N/A,N/A
Vikings,Michael Kiesling,N/A,N/A,N/A,N/A
DVONN,Kris Burm,N/A,N/A,N/A,N/A
Unmatched: Jurassic Park – InGen vs Raptors,Rob Daviau,Justin D. Jacobson,N/A,N/A,N/A
Sentinels of the Multiverse,Christopher Badell,Paul Bender,Adam Rebottaro,N/A,N/A
Archipelago,Christophe Boelinger,N/A,N/A,N/A,N/A
Draftosaurus,Antoine Bauza,Corentin Lebrat,Ludovic Maublanc,Théo Rivière,N/A
Broom Service,Andreas Pelikan,Alexander Pfister,N/A,N/A,N/A
Unlock!: Escape Adventures,Alice Carroll,Thomas Cauët,Cyril Demaegd,N/A,N/A
Azul: Queen's Garden,Michael Kiesling,N/A,N/A,N/A,N/A
Carcassonne: Hunters and Gatherers,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Life of the Amazonia,Jamie Bloom,N/A,N/A,N/A,N/A
StarCraft: The Board Game,Corey Konieczka,Christian T. Petersen,N/A,N/A,N/A
Space Empires 4X,Jim Krohn,N/A,N/A,N/A,N/A
In the Hall of the Mountain King,Jay Cormier,Graeme Jahns,N/A,N/A,N/A
Madeira,Nuno Bizarro Sentieiro,Paulo Soledade,N/A,N/A,N/A
Tales of the Arabian Nights,Anthony J. Gallela,Eric Goldberg,Kevin Maroney,Zev Shlasinger,N/A
Taj Mahal,Reiner Knizia,N/A,N/A,N/A,N/A
Fromage,Matthew O'Malley,Ben Rosset,N/A,N/A,N/A
Crusaders: Thy Will Be Done,Seth Jaffee,N/A,N/A,N/A,N/A
Baseball Highlights: 2045,Mike Fitzgerald,N/A,N/A,N/A,N/A
Nexus Ops,Charlie Catino,Charlie Catino,Steven Kimball,N/A,N/A
Time's Up! Title Recall!,Michael Adams,Peter Sarrett,N/A,N/A,N/A
Take 5,Wolfgang Kramer,N/A,N/A,N/A,N/A
Weather Machine,Vital Lacerda,N/A,N/A,N/A,N/A
Creature Comforts,Roberta Taylor,N/A,N/A,N/A,N/A
Bullet♥︎,Joshua Van Laningham,N/A,N/A,N/A,N/A
War of the Ring: The Card Game,Ian Brody,N/A,N/A,N/A,N/A
Queendomino,Bruno Cathala,N/A,N/A,N/A,N/A
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,Mike Selinker,N/A,N/A,N/A,N/A
Project: ELITE,Konstantinos Kokkinis,Marco Portugal,Sotirios Tsantilas,N/A,N/A
Dice Throne: Season One,Nate Chatellier,Manny Trembley,N/A,N/A,N/A
Colosseum,Wolfgang Kramer,Markus Lübke,N/A,N/A,N/A
Star Trek: Ascendancy,Aaron Dill,John Kovaleski,Sean Sweigart,N/A,N/A
Pax Porfiriana,Matt Eklund,Phil Eklund,Jim Gutt,N/A,N/A
My Father's Work,T. C. Petty III,N/A,N/A,N/A,N/A
Vinhos,Vital Lacerda,,N/A,N/A,N/A
Triumph & Tragedy: European Balance of Power 1936-1945,Craig Besinque,N/A,N/A,N/A,N/A
Tobago,Bruce Allen,N/A,N/A,N/A,N/A
Egizia,Acchittocca,Flaminia Brasini,Virginio Gigli,Stefano Luperto,Antonio Tinto
Roads & Boats,Jeroen Doumen,Joris Wiersinga,N/A,N/A,N/A
Unlock!: Heroic Adventures,Mathieu Casnin,Thomas Cauët,Cyril Demaegd,Vincent Goyat,Dave Neale
AquaSphere,Stefan Feld,N/A,N/A,N/A,N/A
Coup,Rikki Tahta,N/A,N/A,N/A,N/A
HeroQuest,Stephen Baker,N/A,N/A,N/A,N/A
Cooper Island,Andreas Odendahl,N/A,N/A,N/A,N/A
Shards of Infinity,Gary Arant,Justin Gary,N/A,N/A,N/A
Medici,Reiner Knizia,Reiner Knizia,N/A,N/A,N/A
