Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Age of Gods,Croc,N/A,N/A,N/A,N/A
STAR TREK: Star Realms Core Set,Darwin Kastle,N/A,N/A,N/A,N/A
New Haven,Brian Leet,Kevin Worden,N/A,N/A,N/A
1825 Unit 1,Francis Tresham,N/A,N/A,N/A,N/A
Ace of Aces: Flying Machines,Alfred Leonardi,N/A,N/A,N/A,N/A
Rebel Princess: 2nd Edition,Daniel Byrne,José Gerardo Guerrero,Kevin Peláez,Tirso Virgós,N/A
Имаджинариум (Imaginarium),Timur Kadirov,Sergey Kuznetsov,N/A,N/A,N/A
Bunny Bunny Moose Moose,Vlaada Chvátil,N/A,N/A,N/A,N/A
Guardians,Callin Flores,N/A,N/A,N/A,N/A
The Battle of the Bulge,Bruno Sinigaglio,Mick Uhl,Bruno Sinigaglio,Mick Uhl,Mick Uhl
"Barbarossa: Army Group North, 1941",Tony Curtis,Vance von Borries,N/A,N/A,N/A
Bowling Solitaire,Sid Sackson,Sid Sackson,N/A,N/A,N/A
Kathmandu,Stefan Feld,N/A,N/A,N/A,N/A
Hemloch,John Clowdus,N/A,N/A,N/A,N/A
Walking in Provence,Wei-Min Ling,N/A,N/A,N/A,N/A
A Touch of Evil: Dark Gothic – Colonial Horror,Jason C. Hill,N/A,N/A,N/A,N/A
Ladder 29,Ben Pinchback,Matt Riddle,N/A,N/A,N/A
Jurassic Parts,Kevin Lanzing,N/A,N/A,N/A,N/A
Ur: 1830 BC,Jeroen Doumen,Joris Wiersinga,N/A,N/A,N/A
How to Save a World,Yuval Grinspun,N/A,N/A,N/A,N/A
Monkeys on the Moon,Jim Doherty,N/A,N/A,N/A,N/A
No Retreat! Italian Front: 1943-45,Carl Paradis,N/A,N/A,N/A,N/A
Kami-sama,AJ Lambeth,N/A,N/A,N/A,N/A
Aliens: This Time It's War,Mark Chaplin,N/A,N/A,N/A,N/A
Princess Jing,Roberto Fraga,N/A,N/A,N/A,N/A
Château Aventure,Antoine Bauza,Anthony Combrexelle,Gabriel Durnerin,Corentin Lebrat,Jared A. Sorensen
Pentaquark,Mike Mullins,N/A,N/A,N/A,N/A
Dicetopia,Tobias Hall,N/A,N/A,N/A,N/A
Visitor in Blackwood Grove,Mary Flanagan,Max Seidman,N/A,N/A,N/A
Dice Conquest,Stephen Avery,Eugene Bryant,N/A,N/A,N/A
Mechwarrior: Dark Age,Kevin Barrett,Paul Nobles,Matt Robinson,N/A,N/A
Wrath of Dragons,Keith Rentz,N/A,N/A,N/A,N/A
Duck Dealer,Jeroen Doumen,Joris Wiersinga,N/A,N/A,N/A
Warehouse 51,Bruno Faidutti,Sérgio Halaban,André Zatz,N/A,N/A
Space Infantry,Gottardo Zancani,N/A,N/A,N/A,N/A
GAP,Rico Besteher,Frank Noack,N/A,N/A,N/A
Imperius,Grant Rodiek,N/A,N/A,N/A,N/A
