Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
The Incredibles: Save the Day Game,Forrest-Pruzan Creative,Brian Kirk,N/A,N/A,N/A
Boss Monster: 10th Anniversary Edition,Johnny O'Neal,Chris O'Neal,Christopher O'Neal,N/A,N/A
Argoat,Y. Ohashi,N/A,N/A,N/A,N/A
Tony & Tino,Bruno Cathala,N/A,N/A,N/A,N/A
Warsaw 1920: Lenin's Failed Conquest of Europe,Yasushi Nakaguro,N/A,N/A,N/A,N/A
The Lost Valley: The Siege of Diên Biên Phù,Jacques Rabier,N/A,N/A,N/A,N/A
Capital City,James Ernest,N/A,N/A,N/A,N/A
Phase 10 Masters Edition,Ken Johnson,N/A,N/A,N/A,N/A
China: The Middle Kingdom,Tani Chen,N/A,N/A,N/A,N/A
Lumeria: War of the Gods,Jakub Siedlecki,N/A,N/A,N/A,N/A
Quibbles,Michiel de Wit,N/A,N/A,N/A,N/A
Expedition Sumatra,Jens Jahnke,Britta Stöckmann,N/A,N/A,N/A
Dangerous Space: Core Set,Jason Greeno,Jason Tagmire,N/A,N/A,N/A
Shinobi: War of Clans,Danila Goryunov,N/A,N/A,N/A,N/A
Knights of the Air,Mick Uhl,N/A,N/A,N/A,N/A
Bananagrams Duel!,Rena Nathanson,Abe Nathanson,N/A,N/A,N/A
WordARound,Joe Herbert,Dave Herbert,N/A,N/A,N/A
Colour Square,Patrick Katona,N/A,N/A,N/A,N/A
LOK,Blaž Gracar,N/A,N/A,N/A,N/A
Booty Dice,Eric Olsen,N/A,N/A,N/A,N/A
Dungeon Brawler,Patrick Petersen,Joey Turco,N/A,N/A,N/A
Madoshi,Dan Hundycz,N/A,N/A,N/A,N/A
Linkto Travel,Joël Gagnon,Marie-Ève Lupien,N/A,N/A,N/A
Devil Boats: PT Boats in the Solomons,Joe Carter,N/A,N/A,N/A,N/A
The Campaigns of Robert E. Lee,John Prados,N/A,N/A,N/A,N/A
Chocolates,Jean Paul Monnet,Ségolène Monnet,N/A,N/A,N/A
Birth of a Legend: Lee and the Seven Days,Michael Rinella,N/A,N/A,N/A,N/A
XOK,Joel Escalante,Rafael Escalante,N/A,N/A,N/A
Venezia 2099,Leo Colovini,N/A,N/A,N/A,N/A
Mini Shogi,Shigenobu Kusumoto,N/A,N/A,N/A,N/A
Make You Gunfighters,Koushi Kondou,N/A,N/A,N/A,N/A
Open Ocean,Joel Bodkin,N/A,N/A,N/A,N/A
FlipOut,Daniel Weaver,N/A,N/A,N/A,N/A
Constantinople,Joseph Miranda,N/A,N/A,N/A,N/A
Korona,(Uncredited),N/A,N/A,N/A,N/A
Mago Magino,Reiner Knizia,N/A,N/A,N/A,N/A
Emu Ranchers,P. D. Magnus,N/A,N/A,N/A,N/A
Volle Scholle,Martin Wallace,N/A,N/A,N/A,N/A
Palazzo Paletti,Bill Payne,N/A,N/A,N/A,N/A
Curli Kuller,Marco Teubner,N/A,N/A,N/A,N/A
The Lie,Eugeni Castaño,Eloi Pujadas,N/A,N/A,N/A
Strike Them a Blow: 1864 North Anna River,Dean Essig,Bob Munns,N/A,N/A,N/A
Dűlőre jutunk,Soma Hajnóczy,N/A,N/A,N/A,N/A
SCOPE Panzer,Juan A. Nácher,N/A,N/A,N/A,N/A
The Princess Bride: I Hate to Kill You,Jim Harmon,John Harmon,N/A,N/A,N/A
Velikye Luki,Dirk Blennemann,N/A,N/A,N/A,N/A
18PA,David G. D. Hecht,N/A,N/A,N/A,N/A
The Imposter Kings Card Game,Sina Yeganeh,N/A,N/A,N/A,N/A
Inspector Mouse: The Great Escape,Markus Nikisch,N/A,N/A,N/A,N/A
Pucket,N/A,N/A,N/A,N/A,N/A
Kyoto Protocol,Petri Savola,N/A,N/A,N/A,N/A
Flying Lead,Rich Jones,Andrea Sfiligoi,N/A,N/A,N/A
