Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
OCEAN: Great Barrier Reef,Michael Løhde Andersen,N/A,N/A,N/A,N/A
Carnival,Cherilyn Joy Lee Kirkman,N/A,N/A,N/A,N/A
Waroong Wars,Wikan Prabowo,Aditya Pradana,David Santoso,Adhicipta R. Wirawan,N/A
3 Laws of Robotics,Benjamin Kanelos,N/A,N/A,N/A,N/A
1914: Fureur à l'Est,Laurent Martin,N/A,N/A,N/A,N/A
Kippit,Torsten Marold,N/A,N/A,N/A,N/A
Emmerlaüs Duel of Mages,Frederic Dumas,Jean-François Hamel,E. Bruce Hollands,N/A,N/A
Wolves of Mercia,John Leo,N/A,N/A,N/A,N/A
Mauna Kea,Touko Tahkokallio,N/A,N/A,N/A,N/A
Finders Creepers,Rick DeMott,N/A,N/A,N/A,N/A
Animals Frightening Night!,Jason Lin,N/A,N/A,N/A,N/A
Utsuke,つちもち (Tsuchimochi),N/A,N/A,N/A,N/A
Manalath,Dieter Stein,Cameron Browne,N/A,N/A,N/A
Liber Militum: Tercios,N/A,N/A,N/A,N/A,N/A
Korea: Fire and Ice,Adam Starkweather,N/A,N/A,N/A,N/A
Colonial 1700-1800,José Manuel Sanz,N/A,N/A,N/A,N/A
Celtica,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Demo Derby Smash-Down!,Keith Avallone,N/A,N/A,N/A,N/A
Bonbons,Marc André,N/A,N/A,N/A,N/A
Kannibohne,Uwe Rosenberg,N/A,N/A,N/A,N/A
Goats' Day Out,Rebecca Bleau,Nicholas Cravotta,N/A,N/A,N/A
Hike,John Montague,Cristina Ramos,David Schiller,N/A,N/A
Heraldica,AcA Milošević,N/A,N/A,N/A,N/A
Grave Business,Andy Van Zandt,N/A,N/A,N/A,N/A
PDQ: The Pretty Darn Quick Word Game,Jay Thompson,N/A,N/A,N/A,N/A
Banana Matcho,Thilo Hutzler,N/A,N/A,N/A,N/A
Mamie Moule Maki,N/A,N/A,N/A,N/A,N/A
Trafalgar: Naval Warfare in the Age of Sail (1795-1815),Mark Latham,N/A,N/A,N/A,N/A
Joker Marbles,Jacob J. Esau,N/A,N/A,N/A,N/A
Husarengolf,Torsten Marold,N/A,N/A,N/A,N/A
Combat Infantry: EastFront 1941-43,Tom Dalgliesh,N/A,N/A,N/A,N/A
Khiva,Johannes Goupy,Guillaume Scholz,N/A,N/A,N/A
Crossed Words,Evan Davis (I),Nick Little (I),N/A,N/A,N/A
Full Moon Jacket,Paul D. Allen,N/A,N/A,N/A,N/A
Head-to-Head Poker,Reiner Knizia,N/A,N/A,N/A,N/A
"Saipan: Conquest of the Marianas, June 1944",Kip Allen,N/A,N/A,N/A,N/A
Petiquette,Thomas Sellner,N/A,N/A,N/A,N/A
"La Bataille de l'Ebre, 1938",Javier Romero,N/A,N/A,N/A,N/A
How to Host a Murder: The Chicago Caper,Robert R. Johnson,Anne L. Johnson,N/A,N/A,N/A
"Loot, Shoot, Whisky",Moritz Dressler,N/A,N/A,N/A,N/A
Cytress,Sean Lee,N/A,N/A,N/A,N/A
Conan the Cimmerian: The Tower of the Elephant,Ricard Fortun,Anders Johansson,N/A,N/A,N/A
Personality,Jürgen P. Grunau,Wolfgang Kramer,Hans Raggan,N/A,N/A
Dinosaur Chess,Richard Oldham,N/A,N/A,N/A,N/A
Kingdom Maps,Martín Oddino,N/A,N/A,N/A,N/A
Spot it! On the Road,N/A,N/A,N/A,N/A,N/A
DC Forever,Damon Stone,N/A,N/A,N/A,N/A
The Vanishing Gambler,Henry Lewis (II),N/A,N/A,N/A,N/A
Exodus: Paris Nouveau,Martin Wallace,N/A,N/A,N/A,N/A
Escape from the Museum,N/A,N/A,N/A,N/A,N/A
Gunshi: The Art of Strategy,Satochika Daimon,N/A,N/A,N/A,N/A
Bunker,Oksana Soldatova,N/A,N/A,N/A,N/A
Royal Tank Corps,Ted Raicer,N/A,N/A,N/A,N/A
History of the Ancient Seas III: MARE NOSTRUM,Karl Hausser,N/A,N/A,N/A,N/A
Baron von Zom's Dice Of The Undead,N/A,N/A,N/A,N/A,N/A
Unbeetable,Nick Eulink,Maikel Leemans,N/A,N/A,N/A
Gameception,James Woodward,N/A,N/A,N/A,N/A
Warplan Dropshot,Bruce Costello,N/A,N/A,N/A,N/A
Donjon: Les Apprentis Gardiens,Joachim Thôme,N/A,N/A,N/A,N/A
Warhammer Age of Sigmar: Storm of Sigmar,N/A,N/A,N/A,N/A,N/A
"Cambrai, 1917: The First Blitzkrieg",David C. Isby,N/A,N/A,N/A,N/A
Abilene,Roland Siegers,N/A,N/A,N/A,N/A
Illegal,Christophe Boelinger,N/A,N/A,N/A,N/A
Mushroom Cats!,Ben Lindstrom,N/A,N/A,N/A,N/A
Think 'n Sync: The Great Minds Think Alike Game,Garrett J. Donner,Brian S. Spence,Michael S. Steer,N/A,N/A
Helios Expanse,Shawn Richard Macleod,N/A,N/A,N/A,N/A
KADO,Antoine Bauza,N/A,N/A,N/A,N/A
Shipwreck,Martin Bourne,N/A,N/A,N/A,N/A
Man-Eating House,Kunihiko Tsuchiya (土屋 邦彦),N/A,N/A,N/A,N/A
Dedalo's,Javier García Berenguer,Ramón Rodríguez Muñoz,N/A,N/A,N/A
Raft & Scupper,David Vander Laan,N/A,N/A,N/A,N/A
Tri-Tactics,Hermance Edan,Harry Gibson,Harry Gibson,N/A,N/A
Color Wheel,Andrew Looney,N/A,N/A,N/A,N/A
The Pikeman's Lament: Pike and Shot Wargaming Rules,Michael Leck,Daniel Mersey,N/A,N/A,N/A
No Game Over,Valle Pacheco,N/A,N/A,N/A,N/A
Dive! Diver! Die!,Ng Edwin,Terence Lei,Mark Tham,N/A,N/A
East Front Battles I: Blitzkrieg in the South,Vance von Borries,N/A,N/A,N/A,N/A
Kniffel Extreme,(Uncredited),N/A,N/A,N/A,N/A
Short List,Martin Nedergaard Andersen,N/A,N/A,N/A,N/A
Trenton 1776,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Kissenschlacht,Liesbeth Bos,N/A,N/A,N/A,N/A
Pengo Jump,Oussama Khelifati,N/A,N/A,N/A,N/A
Disney Happiest Day Game,Prospero Hall,Dexter Stevens,N/A,N/A,N/A
Salamamba,Anna Oppolzer,N/A,N/A,N/A,N/A
Dancing Dice,Silvano Sorrentino,N/A,N/A,N/A,N/A
Fortress Stalingrad,Ty Bomba,N/A,N/A,N/A,N/A
The Campaigns of King David: The Biblical Struggle for the Near East,Robert G. Markham,N/A,N/A,N/A,N/A
Start 11!  The Board Game,Reiner Knizia,N/A,N/A,N/A,N/A
Rory's Story Cubes: Doctor Who,Rory O'Connor,N/A,N/A,N/A,N/A
Schönbrunn,Tommaso Bagnoli,N/A,N/A,N/A,N/A
Jackal & High,Andreas Schmidt,N/A,N/A,N/A,N/A
Decisive Victory 1918: Volume One – Soissons,Serge Bettencourt,Tim Gale,N/A,N/A,N/A
Adaman,P. D. Magnus,N/A,N/A,N/A,N/A
Gemlok,Donald Meyer,N/A,N/A,N/A,N/A
Super Hero Squad Card Game,Devin Low,N/A,N/A,N/A,N/A
Pass Pass,Alexandre Droit,David Paput,N/A,N/A,N/A
UNO Flex!,N/A,N/A,N/A,N/A,N/A
Bill & Ted's Riff in Time,Jim Radford,N/A,N/A,N/A,N/A
DELVE: A Solo Game of Digging Too Deep,Anna Blackwell,N/A,N/A,N/A,N/A
Roller Rumble,Keith Avallone,N/A,N/A,N/A,N/A
