Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Korea: The Mobile War 1950-51,Jim Dunnigan,Omar DeWitt,N/A,N/A,N/A
HexAgony,Andy Allen,N/A,N/A,N/A,N/A
"Downfall: If the U.S. Invaded Japan, 1945",Ty Bomba,Ty Bomba,N/A,N/A,N/A
3UP 3DOWN,Jacob Hiller,N/A,N/A,N/A,N/A
Fullmetal Alchemist: Trading Card Game,Ian Ryan,N/A,N/A,N/A,N/A
Food Chain,Kevin G. Nunn,N/A,N/A,N/A,N/A
Wild Wild Taco,Dave Campbell (II),N/A,N/A,N/A,N/A
Ocean,Corné van Moorsel,N/A,N/A,N/A,N/A
Jogo dos Conquistadores,Sérgio Halaban,André Zatz,N/A,N/A,N/A
Bania,Brian Yu,N/A,N/A,N/A,N/A
Die unendliche Geschichte,CBD,N/A,N/A,N/A,N/A
Risky Adventure,Anthony Rubbo,N/A,N/A,N/A,N/A
Caffeine Hit,N/A,N/A,N/A,N/A,N/A
Mücke mit Tücke,Frank Stark,N/A,N/A,N/A,N/A
Monogamy,Jane Bowles,N/A,N/A,N/A,N/A
The Keeyp,Goodgis,Bradley Kelley,N/A,N/A,N/A
Castle Up,Marti Ganduxe,Oriol Ganduxe,N/A,N/A,N/A
Trivial Pursuit: Classic Rock Edition,(Uncredited),N/A,N/A,N/A,N/A
BauSquitMiao,Matteo Panara,Mario Sacchi,N/A,N/A,N/A
Quo Vadis,(Uncredited),N/A,N/A,N/A,N/A
FrankenDie,Al Leduc,N/A,N/A,N/A,N/A
Electronic Catch Phrase: Music Edition,(Uncredited),N/A,N/A,N/A,N/A
Storiez,Jürgen Heel,N/A,N/A,N/A,N/A
Pirate's Mark,Keith Edwards,Stephen Lynch,N/A,N/A,N/A
DrachenSchatten,Jochen Schwinghammer,N/A,N/A,N/A,N/A
Stack & Attack,Jeremy Burnham,N/A,N/A,N/A,N/A
Bumper Car Arena,Marc F. Houde,N/A,N/A,N/A,N/A
Gorilla,N/A,N/A,N/A,N/A,N/A
Vagabondo,Peter Forbes,Brian Taylor,N/A,N/A,N/A
DubbelYatzy,Per Landberger,N/A,N/A,N/A,N/A
Yin Yang,Gauthier Fourcade,N/A,N/A,N/A,N/A
Petir,LEO (レオ),N/A,N/A,N/A,N/A
Beachhead: A Game of Island Invasions in the South Pacific 1942-1944,Michael J. Matheny,N/A,N/A,N/A,N/A
The Game of Life: Jurassic Park,N/A,N/A,N/A,N/A,N/A
Holy Roman Empire: The Thirty-Years War,Mark McLaughlin,N/A,N/A,N/A,N/A
Docker,Ingo Althöfer,Hilko Drude,Reinhold Wittig,N/A,N/A
Dicemaster: Cities of Doom,Kris Burm,H. Jean Vanaise,N/A,N/A,N/A
The Heavens of Olympus,Mike Compton,N/A,N/A,N/A,N/A
Roadkill Rivals,Matt Graff,N/A,N/A,N/A,N/A
Frenzy,Eric M. Lang,N/A,N/A,N/A,N/A
Valhalla Lemmings,Simone sime Peracchi,Francesco Pieraccini,Fabio Trudu,N/A,N/A
Comeback,Reinhard Staupe,N/A,N/A,N/A,N/A
Saline,Maxime Blandin,N/A,N/A,N/A,N/A
Strike North,Ty Bomba,Adrian McGrath,Chris Perello,Chris Smith,N/A
Beutelschneider,Mark Sienholz,N/A,N/A,N/A,N/A
Slate,Martin Wallace,N/A,N/A,N/A,N/A
Globetrotter,Silvano Sorrentino,N/A,N/A,N/A,N/A
Sort it Out!,N/A,N/A,N/A,N/A,N/A
Curious George: Discovery Beach Game,N/A,N/A,N/A,N/A,N/A
Swintus 3D,Timofey Bokarev,Konstantin Seleznev,N/A,N/A,N/A
Black Stories: Movie Edition,Stefanie Rohner,Christian Wolf,N/A,N/A,N/A
Caledea: The Epic Strategy Game,Eliot Brown,Vincent Milosevich,N/A,N/A,N/A
Kangaroo,Reiner Knizia,N/A,N/A,N/A,N/A
Scotland the Brave,William Sariego,N/A,N/A,N/A,N/A
Help Wanted,Forrest Bower,N/A,N/A,N/A,N/A
Wildstorms,Drew Bittner,Matt Forbeck,N/A,N/A,N/A
Golden Snitch: Snitch Snatcher – The Quidditch Game,Kimberly Coombs,"Wenda O'Reilly, Ph.D.",N/A,N/A,N/A
Portable Adventures: 8th Grade,Dan Smith,N/A,N/A,N/A,N/A
Pear Shaped,N/A,N/A,N/A,N/A,N/A
Frutti di Mare,Simone Luciani,N/A,N/A,N/A,N/A
Gobblin' Goblins,Angela Dickens,N/A,N/A,N/A,N/A
Last-Second Quest,Christian Giove,N/A,N/A,N/A,N/A
Oil War: American Intervention in the Persian Gulf,Jim Dunnigan,N/A,N/A,N/A,N/A
Game of Dracula,Steve Curtis (II),Martin Earl,N/A,N/A,N/A
