Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Top Speed,Reinhard Staupe,N/A,N/A,N/A,N/A
"Lebensraum: The War For Europe, 1941-1945",Stephen Newberg,N/A,N/A,N/A,N/A
Competition Kitchen,Joe Gennaro,Kevin Reader,N/A,N/A,N/A
Cosmic Empires,Alexander Gyulai,N/A,N/A,N/A,N/A
Robots & Rockets,Eris Alar,Tish Robertson,N/A,N/A,N/A
"Yugoslavia: The Battles for Zagreb, 1979",Philip S. Kosnett,N/A,N/A,N/A,N/A
Quickword: The Ultimate Word Game,S. E. McDonald,H. E. McDonald,N/A,N/A,N/A
Termity,Fréderic Moyersoen,N/A,N/A,N/A,N/A
tak•tak,Rich Zeglovitch,N/A,N/A,N/A,N/A
Man-Eater!,Richard Macrory,R. A. Nadeau,Nick Young,N/A,N/A
Dispatcher,Charles S. Roberts,Charles Roberts,N/A,N/A,N/A
Truth or Drink: The Card Game,N/A,N/A,N/A,N/A,N/A
Split,Kim Vandenbroucke,N/A,N/A,N/A,N/A
"Go Goblin, Go!",Jon David Faeth,N/A,N/A,N/A,N/A
Bathroom Rush,Marco Caloi,N/A,N/A,N/A,N/A
Schraube Locker,Christian Stöhr,Daniela Stöhr,N/A,N/A,N/A
Take Your Daughter to the Slaughter,Jordi Castells Amat,N/A,N/A,N/A,N/A
"Khan: The Rise of the Mongol Empire, A.D. 1206-1295",Joseph Miranda,N/A,N/A,N/A,N/A
Dragonstar Rising,Mike Alford,Barry Nakazono,N/A,N/A,N/A
You Gotta Be Kitten Me!,Ben Lundquist,N/A,N/A,N/A,N/A
Planetopia,Julien Charbonnier,N/A,N/A,N/A,N/A
"Mine, All Mine!",Joel Mayeski,N/A,N/A,N/A,N/A
Geronimo,Richard H. Berg,Richard H. Berg,N/A,N/A,N/A
Zur Kasse bitte!,Jürgen Heel,N/A,N/A,N/A,N/A
Death Note: Le Jeu d'Enquête,Maxime Babad,N/A,N/A,N/A,N/A
Mr. M' s谋杀法则：拜占庭刺客,Erwin,Fenix,Tyfon,N/A,N/A
Mapominoes: Europe,(Uncredited),N/A,N/A,N/A,N/A
Kanoodle Head-to-Head,N/A,N/A,N/A,N/A,N/A
Gutterhead,Kate Jenkins,Zak Walton,N/A,N/A,N/A
The Movie Movie Game,N/A,N/A,N/A,N/A,N/A
Peppers of the Caribbean,Emanuele Ornella,N/A,N/A,N/A,N/A
The Late Unpleasantness: Two Campaigns to take Richmond,Steve Ruwe,N/A,N/A,N/A,N/A
Echelon,(Uncredited),N/A,N/A,N/A,N/A
Paradise Lost,Tom Butler,N/A,N/A,N/A,N/A
Hop la bille,Florent Toscano,N/A,N/A,N/A,N/A
African Park,Marco Canetta,Stefania Niccolini,N/A,N/A,N/A
Bla Bla Bla,Eric Héliot,N/A,N/A,N/A,N/A
Master,(Uncredited),N/A,N/A,N/A,N/A
Wyścig Odkrywców,Jaroslaw Bilinski,N/A,N/A,N/A,N/A
Mosquitozzz,Stefan Bürger,Christopher Mann,N/A,N/A,N/A
another damn Civilization game,Martin Wallace,Martin Wallace,N/A,N/A,N/A
Take Your Best Shot,Aaron Weissblum,N/A,N/A,N/A,N/A
Phone Bomb,David Cicurel,N/A,N/A,N/A,N/A
Kraken Skulls!,Chris Porter,N/A,N/A,N/A,N/A
Pandaï,Igor Polouchine,N/A,N/A,N/A,N/A
Bone Wars: The Game of Ruthless Paleontology,James L. Cambias,Diane A. Kelly,N/A,N/A,N/A
Blood on the Tigris,David McElhannon,Perry Moore,N/A,N/A,N/A
Breakers,Brandon DeLiberato,Sam DeLiberato,Will Sutton,N/A,N/A
Jurassic Jumble,(Uncredited),N/A,N/A,N/A,N/A
Number Chain,Woojin Yang,N/A,N/A,N/A,N/A
Spy Gear: Spy Trackdown,N/A,N/A,N/A,N/A,N/A
NEUE HELDEN ... braucht das Land,Robert Heller,N/A,N/A,N/A,N/A
Verona,Petr Chval,N/A,N/A,N/A,N/A
Crypt of Chaos,Steven Shields,N/A,N/A,N/A,N/A
Top Promoter,Justin Moore,N/A,N/A,N/A,N/A
Field Marshal,John Edwards,N/A,N/A,N/A,N/A
Martians!!!,Todd Breitenstein,Kerry Breitenstein,N/A,N/A,N/A
Tschakka Lakka: Die rasante Würfeljagd nach dem Tempelschatz,Rüdiger Dorn,N/A,N/A,N/A,N/A
The Boys: This Is Going to Hurt,Nick Accardi,Jon Levin,Josh Stilts,N/A,N/A
Block Buster,Donghoon Lee,N/A,N/A,N/A,N/A
Cardline: Animals 2,Frédéric Henry,N/A,N/A,N/A,N/A
Red Doors and the Murderer's Key,Huma Mihara,N/A,N/A,N/A,N/A
Tako Judo,Kevin Lanzing,N/A,N/A,N/A,N/A
POWER,PK Torretto,,N/A,N/A,N/A
Digger,Roberto Fraga,N/A,N/A,N/A,N/A
Grand Master,Chris Goedecke,N/A,N/A,N/A,N/A
Nutz!,Bruno Faidutti,N/A,N/A,N/A,N/A
Da Yunhe: Der Grosse Kaiserkanal,Bjoern Mueller-Maetzig,N/A,N/A,N/A,N/A
Katamino Tower,Marko Pavlovic,N/A,N/A,N/A,N/A
"Hoorah! Six Bridges: The Battle of Pittsburgh, 1 October 1863",Ty Bomba,Robert G. Markham,N/A,N/A,N/A
Take Your Pick,Mike Petty,N/A,N/A,N/A,N/A
Schwupps,Michael Feldkötter,N/A,N/A,N/A,N/A
Grab The Mic,Becca Ayres,Emily Brinkley,N/A,N/A,N/A
Iron & Ale,Troy Acker,Thomas Song,N/A,N/A,N/A
Scum: The Food Chain Game,(Uncredited),N/A,N/A,N/A,N/A
Risk: Shadow Forces,Craig Van Ness,N/A,N/A,N/A,N/A
Windschatten,Till Meyer,Maike Tiedemann,N/A,N/A,N/A
Walter Wick: Can You See What I See? – Finders Keepers Game,Garrett J. Donner,Brian S. Spence,Michael S. Steer,N/A,N/A
War of the Networks,Bruce Nash,N/A,N/A,N/A,N/A
Soldier Raj,Robert G. Markham,N/A,N/A,N/A,N/A
El Último Puente,(Uncredited),N/A,N/A,N/A,N/A
ElemenZ,Jason Maclean Jones,N/A,N/A,N/A,N/A
Reflecto,Roberto Fraga,N/A,N/A,N/A,N/A
Manila '45: Stalingrad of the Pacific,Ty Bomba,Joseph Miranda,N/A,N/A,N/A
Race to the Meuse,Bob McWilliams,N/A,N/A,N/A,N/A
Leviathan,Greg Loring-Albright,N/A,N/A,N/A,N/A
Dice Trip: Switzerland,Hartmut Kommerell,N/A,N/A,N/A,N/A
Organized Crime,James Koplow,N/A,N/A,N/A,N/A
