Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Jade König,Thomas Kotulla,N/A,N/A,N/A,N/A
Polar Panic,Martin Nedergaard Andersen,N/A,N/A,N/A,N/A
Pathfinder Arena,Flavio Anzidei,Giorgio Serafini,Roberto Tibuzzi,N/A,N/A
Fruit Mix,Martin Nedergaard Andersen,N/A,N/A,N/A,N/A
Quirky,David Williams (III),N/A,N/A,N/A,N/A
Discovering Europe,Mary Gosling,Graham Gosling,N/A,N/A,N/A
The Game of Life: Disney Parks – Theme Park Edition,N/A,N/A,N/A,N/A,N/A
Goblin Uprising,Fábio Escalhão Atássio,André Escalhão Atássio,N/A,N/A,N/A
10 Nights,Ares Fernández,Alex Montilla,Víctor Navarro,Marc Solís,Carles Verdú
Clumsy Thief,Jeanie Mehran,N/A,N/A,N/A,N/A
"Flying Circus: Tactical Aerial Combat, 1915-1918",Jim Dunnigan,Harold Totten,N/A,N/A,N/A
Code Monkey Island,Raj Sidhu,N/A,N/A,N/A,N/A
Diced Cheese,N/A,N/A,N/A,N/A,N/A
Dungeons & Dragons Adventure Game: Diablo II Edition,Jeff Grubb,Bill Slavicsek,N/A,N/A,N/A
Morris the Dodo,Emilie Soleil,Jérôme Soleil,N/A,N/A,N/A
Trusis,N/A,N/A,N/A,N/A,N/A
Galapagos,Björn Heismann,N/A,N/A,N/A,N/A
Pan's Island,Marc Paquien,N/A,N/A,N/A,N/A
Piwne Imperium,Filip Głowacz,Ireneusz Huszcza,N/A,N/A,N/A
"Dice 10,000",(Uncredited),N/A,N/A,N/A,N/A
Thrown,Adam Porter,N/A,N/A,N/A,N/A
The Touch,Christopher Anthony,N/A,N/A,N/A,N/A
Alex Colt: Cadete Espacial,Alberto Corazón Arambarri,N/A,N/A,N/A,N/A
NFL Game Day,N/A,N/A,N/A,N/A,N/A
Launchpad 23,Andrew Looney,N/A,N/A,N/A,N/A
Schuss und Tor,Rudi Hoffmann,N/A,N/A,N/A,N/A
Ex & Hopp,Rüdiger Dorn,N/A,N/A,N/A,N/A
The Lord of the P.I.G.S.,Álvaro Lerma,Jorge Rodriguez Samaniego,N/A,N/A,N/A
