Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
TrainSport: Austria,Franz Bayer,Thomas Hüttner,N/A,N/A,N/A
Reich: The Iron Dream of German Unification,Jonathan Michael,N/A,N/A,N/A,N/A
Soul Dice,Axel Streubel,N/A,N/A,N/A,N/A
Thera,Zach Hoekstra,N/A,N/A,N/A,N/A
Monopoly: Indiana Jones,Will Creech,Michelle Duval,N/A,N/A,N/A
Petróleo,(Uncredited),N/A,N/A,N/A,N/A
Syzygy,Lorraine Spiering,N/A,N/A,N/A,N/A
Leapin' Lily Pads,Reiner Knizia,N/A,N/A,N/A,N/A
Witching Hour,Bruce Baskir,N/A,N/A,N/A,N/A
Relic Knights: Darkspace Calamity,John Cadice,Kevin Clark,N/A,N/A,N/A
"PENNY DREADFUN: Duchy, Demony, Dickensy",Adam Betley,N/A,N/A,N/A,N/A
Chrono-Mots,Wilfried Fort,Marie Fort,N/A,N/A,N/A
District 9: The Boardgame,Chris Cervantes,Adam Poirier,Rob Stoddard,N/A,N/A
AXO,Simona Greco,Marco Rava,N/A,N/A,N/A
Dead Throne,Shayan Nejad,Keeyan Nejad,Kaveh Nejad,N/A,N/A
Disaster Looms!,Wombat Sanders,N/A,N/A,N/A,N/A
Bindle Rails,Jack Neal,N/A,N/A,N/A,N/A
Baubylon,Reinhold Wittig,N/A,N/A,N/A,N/A
Goblin Mountain,Roman Flückiger,N/A,N/A,N/A,N/A
Gazala: The Clash of Armor,David Bolt,N/A,N/A,N/A,N/A
Prince's Gambit,Justin Achilli,N/A,N/A,N/A,N/A
Salvo!,Michael Scott Smith,N/A,N/A,N/A,N/A
Perspective,Andrew Voigt,N/A,N/A,N/A,N/A
Yukon Company,Dirk Henn,N/A,N/A,N/A,N/A
The Testimony of Jacob Hollow,Frank Bustamante,Michael Nickoloff,N/A,N/A,N/A
Recipe for Disaster,Duncan Drury,N/A,N/A,N/A,N/A
Kipp mir Saures,Emmanuel Albisser,N/A,N/A,N/A,N/A
Wirre Worte,Moritz Schuster,N/A,N/A,N/A,N/A
L'Aigle Foudroyé,François-Stanislas Thomas,N/A,N/A,N/A,N/A
"Sedan: The Decisive Battle for France, May 1940",Paul Youde,N/A,N/A,N/A,N/A
Check Out!,Steve Ng Wen Xi,N/A,N/A,N/A,N/A
Blame Space,Richard Wolfrik Galland,N/A,N/A,N/A,N/A
Wampum,Jeffrey D. Allers,N/A,N/A,N/A,N/A
Okoshki,N/A,N/A,N/A,N/A,N/A
"Cow, Tiger, Santa Claus",Ben Pinchback,Matt Riddle,N/A,N/A,N/A
Tacara,Peter Eggert,N/A,N/A,N/A,N/A
Timeline: Louvre,Frédéric Henry,N/A,N/A,N/A,N/A
Socken zocken,Michael Schacht,N/A,N/A,N/A,N/A
Waking Shards,Diego Cath,N/A,N/A,N/A,N/A
Battleship: Card Game,Rob Daviau,N/A,N/A,N/A,N/A
Ali Baba and the Forty Thieves,Chok-Sien Hiew,N/A,N/A,N/A,N/A
Kart sur Glace,Florian Fay,N/A,N/A,N/A,N/A
Lab Notes,Darrell Louder,N/A,N/A,N/A,N/A
ZoxSo,David Weinstock,N/A,N/A,N/A,N/A
Jenga: Super Mario,Joe Bradford,N/A,N/A,N/A,N/A
Saco de Ossos,Eduardo Caetano,N/A,N/A,N/A,N/A
Sports Dice: Hockey,Andy Geremia,N/A,N/A,N/A,N/A
Sake & Samurai,Matteo Santus,N/A,N/A,N/A,N/A
Scene It? Turner Classic Movies,Craig Kinzer,Dave Long (I),N/A,N/A,N/A
Zoom Zoom Ka-Boom!!,Andy Hopwood,N/A,N/A,N/A,N/A
Trippples,William T. Powers,N/A,N/A,N/A,N/A
Cool am Pool,Hartwig Jakubik,N/A,N/A,N/A,N/A
Goblin Slayer,Rich Carlson,Iikka Keranen,N/A,N/A,N/A
Festival,Eloi Pujadas,N/A,N/A,N/A,N/A
Paranoia: The Uncooperative Board Game,Javier Angeriz-Caburrasi,Juan Echenique,Stefano Guerriero,N/A,N/A
Imagem & Ação: No Limite,N/A,N/A,N/A,N/A,N/A
D-Day,S. Craig Taylor,N/A,N/A,N/A,N/A
Alpen Express,Walter Müller,N/A,N/A,N/A,N/A
0-100 Vit,Alexander Viberg,N/A,N/A,N/A,N/A
Eastern Front Battle Card Game,Tom Lee,N/A,N/A,N/A,N/A
The Circle,Folker Jung,N/A,N/A,N/A,N/A
Creative Clash,Ryan Martin,Ryan Smoker,N/A,N/A,N/A
Solstice,Grant Rodiek,N/A,N/A,N/A,N/A
Ticket to Mars,Eugeni Castaño,N/A,N/A,N/A,N/A
Una Notte da Lupi,Domenico Di Giorgio,Akihisa Okui,N/A,N/A,N/A
Alien Wars,Markus Geiger,N/A,N/A,N/A,N/A
"Tobruk, Operation Crusader, Nov-Dec 1941",Eric R. Harvey,Bill Lindsey,Paul Youde,N/A,N/A
Wild Fun West,Agnieszka Kopera,Andrei Novac,Vlad Sladariu,N/A,N/A
Gambler,Paul J. Gruen,N/A,N/A,N/A,N/A
Hong Kong,Reiner Knizia,N/A,N/A,N/A,N/A
Mean Girls: The Party Game,James A. Vaughan,N/A,N/A,N/A,N/A
TacForce,Frank Chadwick,John Harshman,N/A,N/A,N/A
The Great Escape,John Grills,N/A,N/A,N/A,N/A
Sink the Bismarck!,Michael Scott Smith,N/A,N/A,N/A,N/A
Maiko,Cecile Langlais,Ludovic Maublanc,N/A,N/A,N/A
Kabuki,Hope S. Hwang,N/A,N/A,N/A,N/A
"Global War: The War Against Germany and Japan, 1939-45",Jim Dunnigan,N/A,N/A,N/A,N/A
Munchkin Tails,Andrew Hackard,N/A,N/A,N/A,N/A
Daihinmin,(Uncredited),N/A,N/A,N/A,N/A
SAW: The Jigsaw Trials,Luke Melia,N/A,N/A,N/A,N/A
Dungeon Venture,Mario Barbati,N/A,N/A,N/A,N/A
VeloCity,Kevin G. Nunn,N/A,N/A,N/A,N/A
What's On The Menu?,N/A,N/A,N/A,N/A,N/A
Vikingatid,Kim Bergström,Fabian Fridholm,Johan Palén,N/A,N/A
Ardeny 1944-45,Wojciech Zalewski,N/A,N/A,N/A,N/A
Trivial Pursuit: Lord of the Rings – Bite Size,N/A,N/A,N/A,N/A,N/A
The Chronicles of Dragon Wing,N/A,N/A,N/A,N/A,N/A
Scottish Highland Whisky Race,Andreas Steding,N/A,N/A,N/A,N/A
Rick and Morty: Look Who's Purging Now Card Game,Ben Pinchback,Matt Riddle,Jared Saramago,N/A,N/A
Mahjong Rummy,N/A,N/A,N/A,N/A,N/A
Psychobabble,Kedric Winks,N/A,N/A,N/A,N/A
Pixel Legends,Frank Alberts,Russell Ng,N/A,N/A,N/A
Rise of the Exiled,Jarom Higley,N/A,N/A,N/A,N/A
The Climbers: Family Edition,Holger Lanz,N/A,N/A,N/A,N/A
"La Bataille du Matz, 9-12 juin 1918",Nicolas Stratigos,N/A,N/A,N/A,N/A
Crazy Pilot,Matteo Cimenti,Carlo Rigon,Chiara Zanchetta,N/A,N/A
Gold n' Grog,Jake A Smith,N/A,N/A,N/A,N/A
Magyar népmesék: A társasjáték,Lenhardt Balázs,N/A,N/A,N/A,N/A
Virgin Seas,Jason Glover,N/A,N/A,N/A,N/A
Rory's Story Cubes: Emergency,Rory O'Connor,N/A,N/A,N/A,N/A
