Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Volfyirion Guilds,Alessandro Veracchi,N/A,N/A,N/A,N/A
Biohack,Yofiandhy D Indrayana,N/A,N/A,N/A,N/A
Spellbound,Gordon Lamont,Fraser Lamont,N/A,N/A,N/A
Castellans,Isaias Vallejo,N/A,N/A,N/A,N/A
HomeStretch,Frank DiLorenzo,N/A,N/A,N/A,N/A
Borderlands: Mister Torgue's Arena of Badassery,John Cadice,John Kovaleski,N/A,N/A,N/A
Tales of Evil,Antonio Ferrara,N/A,N/A,N/A,N/A
Claim Anniversary Edition,Scott Almes,N/A,N/A,N/A,N/A
Lazer Ryderz,Anthony Amato,Nicole Kline,N/A,N/A,N/A
Symbiose,Jérémy Partinico,Christelle Partinico,N/A,N/A,N/A
DOG Royal,Johannes Schmidauer-König,N/A,N/A,N/A,N/A
Desperados of Dice Town,Bruno Cathala,Ludovic Maublanc,N/A,N/A,N/A
Down in Flames: Aces High,Dan Verssen,N/A,N/A,N/A,N/A
Gloria Mundi,James Ernest,Mike Selinker,N/A,N/A,N/A
Tarawa 1943,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Hula-Hoo!,Jacques Zeimet,N/A,N/A,N/A,N/A
The Kaiser's Pirates,James M. Day,N/A,N/A,N/A,N/A
Batt'l Kha'os,Eric Hanuise,Fréderic Moyersoen,N/A,N/A,N/A
Four Dragons,Frank Branham,Sandi West,N/A,N/A,N/A
Valda,Nathan Vermeulen,N/A,N/A,N/A,N/A
Statis Pro Basketball,Jim Barnes,Jim Barnes,N/A,N/A,N/A
1825 Unit 2,Francis Tresham,N/A,N/A,N/A,N/A
Granada: Last Stand of the Moors – 1482-1492,Jose Antonio Rivero,N/A,N/A,N/A,N/A
Gladiator,Michael J. Matheny,Don Greenwood,N/A,N/A,N/A
Legion of Honor,Richard Kane,Mike Ruttler,N/A,N/A,N/A
Pie Town,Daniel Fremgen,N/A,N/A,N/A,N/A
Ticket to Ride: Ghost Train,Alan R. Moon,N/A,N/A,N/A,N/A
Mazescape: Ariadne,Pablo Céspedes,Víctor Hugo Cisternas,N/A,N/A,N/A
The Royal Game of Ur,(Uncredited),N/A,N/A,N/A,N/A
Brandon the Brave,Johannes Zirm,N/A,N/A,N/A,N/A
Bonnie and Clyde,Mike Fitzgerald,N/A,N/A,N/A,N/A
Viking Raiders,Morten Billcliff,N/A,N/A,N/A,N/A
Ratzzia,Sophia Wagner,N/A,N/A,N/A,N/A
Minecraft: Portal Dash,Ulrich Blum,N/A,N/A,N/A,N/A
Full Throttle!,Friedemann Friese,N/A,N/A,N/A,N/A
Montego Bay,Michael Feldkötter,N/A,N/A,N/A,N/A
Adventure Time Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Aeon's End: The Descent,Sydney Engelstein,Nick Little (I),Kevin Riley,Dávid Turczi,N/A
Samurai Battles,Richard Borg,Konstantin Krivenko,N/A,N/A,N/A
A Pleasant Journey to Neko,Citie Lo,N/A,N/A,N/A,N/A
Lock 'n Load Tactical: Heroes of Normandy,Jeff Lewis,N/A,N/A,N/A,N/A
Thunder in the East,Frank Chadwick,N/A,N/A,N/A,N/A
Crafting the Cosmos,David Gordon (I),TAM,N/A,N/A,N/A
Empires,David Y. Stephenson,Daniel G. Stephenson,N/A,N/A,N/A
Freight Train,Alan R. Moon,N/A,N/A,N/A,N/A
WestFront II: The War in Europe 1943-45 – Second Edition,Craig Besinque,N/A,N/A,N/A,N/A
Dogfight!: Rule The Skies in 20 Minutes!,Carlo A. Rossi,N/A,N/A,N/A,N/A
Rummy,(Uncredited),N/A,N/A,N/A,N/A
21Moon,Jonas Jones,N/A,N/A,N/A,N/A
DreadBall (Second Edition),Stewart Gibbs,James M. Hewitt,Jake Thornton,N/A,N/A
Skull Canyon: Ski Fest,Jason Klinke,Kip Noschese,N/A,N/A,N/A
Cobra: Game of the Normandy Breakout,Brad Hessel,David James Ritchie,N/A,N/A,N/A
Squaring Circleville,Matt Wolfe,N/A,N/A,N/A,N/A
Dark Rituals: Malleus Maleficarum,Filippo Chirico,N/A,N/A,N/A,N/A
"Western Front Ace: The Great War in the Air, 1916-1918",Gregory M. Smith,N/A,N/A,N/A,N/A
The Mystic Wood,Terence Peter Donnelly,N/A,N/A,N/A,N/A
DiceWar: Light of Dragons,Adrian Bolla,Bujar Haskaj,N/A,N/A,N/A
The Metagame,Colleen Macklin,John Sharp,Eric Zimmerman,N/A,N/A
TINYforming Mars,Michael Bevilacqua,N/A,N/A,N/A,N/A
Fire of Eidolon,Michael Lipton,N/A,N/A,N/A,N/A
Disc Duelers,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Magic: The Gathering – Heroes of Dominaria Board Game,Peter Lee,N/A,N/A,N/A,N/A
Dead Man's Cabal,Daniel Newman,N/A,N/A,N/A,N/A
Leviathans,Randall N. Bills,John Haward,N/A,N/A,N/A
Svea Rike,Dan Glimne,Henrik Strandberg,N/A,N/A,N/A
Don't Turn Your Back,Eric B. Vogel,N/A,N/A,N/A,N/A
Next War: Taiwan,Gene Billingsley,Mitchell Land,N/A,N/A,N/A
Subtext,Wolfgang Warsch,N/A,N/A,N/A,N/A
Maya,Bernd Eisenstein,N/A,N/A,N/A,N/A
Autumn Harvest: A Tea Dragon Society Game,Steve Ellis (II),Tyler Tinsley,N/A,N/A,N/A
The Rocketeer: Fate of the Future,Matt Christianson,Prospero Hall,Brian Kirk,N/A,N/A
Pacific Rails Inc.,Dean Morris,N/A,N/A,N/A,N/A
Snail Sprint!,Wilfried Fort,Marie Fort,N/A,N/A,N/A
