Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Cartaventuras,Jacobo Feijóo,Fernando Lafuente,N/A,N/A,N/A
"NATO, Nukes & Nazis",Ty Bomba,Joseph Miranda,N/A,N/A,N/A
Dungeon Solitaire: Tomb of Four Kings,Matthew Lowes,N/A,N/A,N/A,N/A
Streets of Stalingrad,Dana Lombardy,David Parham,N/A,N/A,N/A
Tiere toppen!,Hannes Bonzheim,Stephanie Heyl,Matthias Jünemann,N/A,N/A
Portal,Richard Garfield,N/A,N/A,N/A,N/A
Warsaw Rising Up 1945-1980,Piotr Grzymisławski,Łukasz Szopka,N/A,N/A,N/A
The Men Who Would Be Kings: Colonial Wargaming Rules,Daniel Mersey,N/A,N/A,N/A,N/A
Ruins of Mars,Don Riddle,N/A,N/A,N/A,N/A
Sovereign Chess,Mark Bates,N/A,N/A,N/A,N/A
Genial Spezial,Reiner Knizia,N/A,N/A,N/A,N/A
Citadel: The Battle of Dien Bien Phu,Frank Chadwick,Greg Novak (I),Don Lowry,N/A,N/A
"Hastings, 1066",Richard H. Berg,N/A,N/A,N/A,N/A
The Sands of War,Frank Chadwick,N/A,N/A,N/A,N/A
Gathering of the Wicked,Philippe des Pallières,Hervé Marly,N/A,N/A,N/A
Katmai: The Bears of Brooks River,Peter Ridgeway,N/A,N/A,N/A,N/A
1940,Frank Chadwick,N/A,N/A,N/A,N/A
Munchkin Disney,Steve Jackson (I),N/A,N/A,N/A,N/A
Thinking Man's Golf,Frederick A. Herschler,N/A,N/A,N/A,N/A
Kaiju Crush,Tim Armstrong (II),Justin De Witt,N/A,N/A,N/A
Temporal Odyssey,Chris Solis,N/A,N/A,N/A,N/A
Imperator,Frédéric Bey,N/A,N/A,N/A,N/A
Ostroleka 26 maja 1831,Ryszard Kita,N/A,N/A,N/A,N/A
Jewels for the Emperor Penguin,Shane F. F. Carr,N/A,N/A,N/A,N/A
Race for Berlin: The Final Struggle,François-Xavier Euzet,N/A,N/A,N/A,N/A
Backseat Drawing,Peggy Brown,Catherine Rondeau,N/A,N/A,N/A
Skyline Express,Michał Jagodziński,Kamil Langie,N/A,N/A,N/A
Herr der Ziegen,Günter Burkhardt,N/A,N/A,N/A,N/A
¡Cobardes!,Paco Gómez,N/A,N/A,N/A,N/A
Telepathy: Magic Minds,N/A,N/A,N/A,N/A,N/A
Outrun the Bear,Samuel Barmettler,N/A,N/A,N/A,N/A
Cthulhu 500,Jeff Tidball,N/A,N/A,N/A,N/A
Inferno,Reiner Knizia,N/A,N/A,N/A,N/A
Dragon's Cave,Marco Teubner,N/A,N/A,N/A,N/A
Hell Dorado: Core Rulebook,Croc,Geoffrey Picard,N/A,N/A,N/A
Mission Command Sea,(Uncredited),N/A,N/A,N/A,N/A
Camisa 12,Rodrigo Rego,N/A,N/A,N/A,N/A
Wakanda,Charles Chevallier,N/A,N/A,N/A,N/A
Clue Conspiracy,Tommy Maranges,N/A,N/A,N/A,N/A
Tour Operator,Nestor Tyrovouzis,N/A,N/A,N/A,N/A
Funky Chicken,Ken Gruhl,Satish Pillalamarri,Quentin Weir,N/A,N/A
Greedy Kingdoms,Hayato Kisaragi,N/A,N/A,N/A,N/A
Zombies Keep Out,David Carl,N/A,N/A,N/A,N/A
Professor Charlie's world tour,(Uncredited),N/A,N/A,N/A,N/A
La Bataille de Wavre,Ed Wimble,N/A,N/A,N/A,N/A
Cartagena: Escape Diaries,Leo Colovini,N/A,N/A,N/A,N/A
Pantareï,Claude Leroy,N/A,N/A,N/A,N/A
Transformers Armada:  Battle for Cybertron,Craig Van Ness,N/A,N/A,N/A,N/A
Gnadenlos!,Klaus Teuber,N/A,N/A,N/A,N/A
Eagles of the Empire: Spanish Eagles,Stephen C. Jackson,Brien J. Miller,N/A,N/A,N/A
Perfumery,Totsuca Chuo,N/A,N/A,N/A,N/A
Defiant Russia,William Sariego,N/A,N/A,N/A,N/A
Gold Digger,Reiner Knizia,N/A,N/A,N/A,N/A
Toe-to-Toe Nu'klr Combat with the Rooskies,Chris Taylor (I),N/A,N/A,N/A,N/A
Marajoara,Daniel de Lucca,N/A,N/A,N/A,N/A
The Tree Lined Avenue,Hayato Oshikiri (押切隼）,Yota Suzuki,N/A,N/A,N/A
Perpetual-Motion Machine,Ted Alspach,N/A,N/A,N/A,N/A
Luftschiff,Phil Eklund,N/A,N/A,N/A,N/A
Poisson d'Avril,Willi Sonderling,N/A,N/A,N/A,N/A
War Between The States 1861-1865,Irad B. Hardy,N/A,N/A,N/A,N/A
War of the 3 Sanchos 1065-67,David J. Mortimer,N/A,N/A,N/A,N/A
Titans Tactics,G. Kelly Toyama,N/A,N/A,N/A,N/A
Alaska,Eric Solomon,N/A,N/A,N/A,N/A
Their Finest Hour,"Paul Richard ""Rich"" Banner",Frank Chadwick,Marc W. Miller,N/A,N/A
Die Schlacht der Dinosaurier,Stephen Baker,Roger Ford,N/A,N/A,N/A
The Arduous Beginning: The Attack of Army Group Center June - August 1941,Frank Chadwick,N/A,N/A,N/A,N/A
1847: Pfalz,Wolfram Janich,N/A,N/A,N/A,N/A
Hot Pot Holic,David Cheng,N/A,N/A,N/A,N/A
Eleminis,Matthew Laird,Michael Laird,Joshua Laird,N/A,N/A
Fool's Blade,Christian Brantley,N/A,N/A,N/A,N/A
Wurst Case Scenario,Mathias Rossie,N/A,N/A,N/A,N/A
Rossyïa 1917,François-Stanislas Thomas,N/A,N/A,N/A,N/A
One Page War,Haakon Gaarder,N/A,N/A,N/A,N/A
Eco-Links,Günter Burkhardt,N/A,N/A,N/A,N/A
Light Rail,Daniel Solis,N/A,N/A,N/A,N/A
Panther Line: Army Group North 1944,Kurt Martin,Ray Tapio,N/A,N/A,N/A
ATS Stalingrad: Dzerhezinsky Tractor Works 1942,Ray Tapio,N/A,N/A,N/A,N/A
Fluffy Valley,Maxime Rambourg,Théo Rivière,N/A,N/A,N/A
BRICOLAGE HEADS,Yasuyuki Yamagishi,N/A,N/A,N/A,N/A
Skeptics,jonu5123,N/A,N/A,N/A,N/A
"Jours de Gloire Campagne IV: Allemagne 1813, de Lützen à Leipzig",Frédéric Bey,N/A,N/A,N/A,N/A
Magellan: Elcano,Michael Schacht,N/A,N/A,N/A,N/A
One False Step for Mankind,James Ernest,N/A,N/A,N/A,N/A
Shogunate,Adrienne Ezell,N/A,N/A,N/A,N/A
Dexikon,Andrew Rowse,N/A,N/A,N/A,N/A
BattleTech Compendium: The Rules of Warfare,"L. Ross Babcock, III",Samuel Brown Baker,Forest Brown,Robert Cruz,N/A
Ars Mysteriorum,Alan D. Ernstein,N/A,N/A,N/A,N/A
Kings of War (Second Edition),Alessio Cavatore,N/A,N/A,N/A,N/A
Warhammer Age of Sigmar: Bladeborn,N/A,N/A,N/A,N/A,N/A
Star Trek: Cryptic – A Puzzles and Pathways Adventure,Fertessa Allyse,Funko Games,David Iezzi,N/A,N/A
Marquis,Czarnè,Martin Götz,N/A,N/A,N/A
Cranium Party Playoff,Kim Vandenbroucke,N/A,N/A,N/A,N/A
WeyKick on Ice,Ulrich Weyel,N/A,N/A,N/A,N/A
OrcQuest,Yoann Bugny,Thomas Maufroid,N/A,N/A,N/A
Envyra,Rudy Priecinsky,N/A,N/A,N/A,N/A
Doom Realm,Jason Glover,N/A,N/A,N/A,N/A
Backstories: The Emerald Wedding Anniversary,Jules Messaud,Anthony Perone,N/A,N/A,N/A
Dakota,Piero Cioni,N/A,N/A,N/A,N/A
Oodles,Brian Hersch,N/A,N/A,N/A,N/A
Air Show,Servando Carballar,Pedro Valle,N/A,N/A,N/A
