Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Nomad,Pierrot,N/A,N/A,N/A,N/A
Scratch & Catch,Nicolas Boria,Fred Boulle,N/A,N/A,N/A
"Chattanooga: Gateway to Victory, Nov. 24-25, 1863",Frederick Georgian,N/A,N/A,N/A,N/A
Crumbs,Dylan McCusker,N/A,N/A,N/A,N/A
Timeline: Sports et Loisirs,Frédéric Henry,N/A,N/A,N/A,N/A
Hi Mi Ki,Aurélien Martin,N/A,N/A,N/A,N/A
Magic: The Gathering – Duel Decks: Speed vs. Cunning,Chris Millar,Sam Stoddard,N/A,N/A,N/A
My Fair Princess,Kuro,N/A,N/A,N/A,N/A
Metromania,Jean-Michel Maman,N/A,N/A,N/A,N/A
Save the Treasure of Fairy Tales,Kai Haferkamp,N/A,N/A,N/A,N/A
Chosin: X Corps Escapes the Trap,Joseph Miranda,N/A,N/A,N/A,N/A
Magic: The Gathering – Duel Decks: Elves vs. Goblins,Devin Low,Noah Weil,N/A,N/A,N/A
18JP-T,Toryo Hojo,N/A,N/A,N/A,N/A
Team Yankee,Frank Chadwick,Marc W. Miller,N/A,N/A,N/A
Khan of Khans,Reiner Knizia,N/A,N/A,N/A,N/A
Bury Me in the Rift,Matthew Bishop,N/A,N/A,N/A,N/A
Perseverance: Castaway Chronicles – Episodes 3 & 4,Richard Ámann,Thomas Vande Ginste,Viktor Péter,Dávid Turczi,N/A
Vampire Nights,David Ausloos,N/A,N/A,N/A,N/A
"Fields of Battle Volume 1, The Great Northern War",Steve Kling,N/A,N/A,N/A,N/A
Fortes fortuna iuvat: Plinius adversus Vesuvium,Marc Figueras,N/A,N/A,N/A,N/A
Nunami,Thomassie Mangiok,N/A,N/A,N/A,N/A
Sunrise of Victory: The 1942 Campaign in Russia,Ty Bomba,N/A,N/A,N/A,N/A
Geek Out! Disney,Sean Fletcher,Dan Rowen,Elisa Teague,N/A,N/A
Otto the Octopus,Mark Tuck,N/A,N/A,N/A,N/A
Medieval Pong,Jonathan Favre-Godal,Didier Lenain-Bragard,N/A,N/A,N/A
Tausch Rausch,Rüdiger Dorn,N/A,N/A,N/A,N/A
Azteca,Pascal Bernard,N/A,N/A,N/A,N/A
Queen of the Cupcakes,Reiner Knizia,N/A,N/A,N/A,N/A
Star Wars: Han Solo Card Game,(Uncredited),N/A,N/A,N/A,N/A
Moneybags,Jun Sasaki,Yoshiteru Shinohara,N/A,N/A,N/A
8-Bit Invaders,William Retert,N/A,N/A,N/A,N/A
A Night in Deepwail Manor,Javier Martin,N/A,N/A,N/A,N/A
Flamecraft Duals,Manny Vega,N/A,N/A,N/A,N/A
Rummoli,(Uncredited),N/A,N/A,N/A,N/A
Creatures and Cupcakes,Adrian Adamescu,Daryl Andrews,N/A,N/A,N/A
Ochs & Esel,Wolfgang Kramer,N/A,N/A,N/A,N/A
Vira,(Uncredited),N/A,N/A,N/A,N/A
Accuse!,Rikki Tahta,N/A,N/A,N/A,N/A
German Rails,John Bohrer,N/A,N/A,N/A,N/A
Kamisado Schnupperspiel,Peter Burley,N/A,N/A,N/A,N/A
Pocket Odyssey,Anthony Sato,N/A,N/A,N/A,N/A
Rapid Fire! (Second Edition): Fast Play World War Two Wargames Rules,Richard Marsh,Colin Rumford,N/A,N/A,N/A
Fruit Fair,Kris Gould,N/A,N/A,N/A,N/A
Double Down,Thomas Pauli,N/A,N/A,N/A,N/A
Three of a Crime,Heinz Meister,N/A,N/A,N/A,N/A
echoes: Mord auf Ex,Matthew Dunstan,Dave Neale,N/A,N/A,N/A
Commissioner Victor: The lost painting case,Krzysztof Matusik,N/A,N/A,N/A,N/A
Blenheim 1704 AD,Frédéric Bey,N/A,N/A,N/A,N/A
Godforsaken Scavengers,Tomáš Bachtík,Tomáš Felcman,N/A,N/A,N/A
3-2-1 Countdown,N/A,N/A,N/A,N/A,N/A
Mini Crimes: The Drowned King,Remo Conzadori,Dado Critico,N/A,N/A,N/A
Ray Master,Isra C.,Shei S.,N/A,N/A,N/A
Captain Black,Reiner Knizia,N/A,N/A,N/A,N/A
Sign of the Pagan,Richard H. Berg,N/A,N/A,N/A,N/A
Electronic Battleship Advanced Mission,(Uncredited),N/A,N/A,N/A,N/A
Who's She?,Zuzia Kozerska-Girard,N/A,N/A,N/A,N/A
La Primogenita,Kim Kanger,N/A,N/A,N/A,N/A
