Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Clash of Deck,Léandre Proust,N/A,N/A,N/A,N/A
Hitster Rock: Bob!,Marcus Carleson,N/A,N/A,N/A,N/A
Secret Weapons of the Third Reich,Luca Cammisa,N/A,N/A,N/A,N/A
1985: Deadly Northern Lights,Fabrizio Vianello,N/A,N/A,N/A,N/A
Napoleon's War II: The Gates of Moscow,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Photo Party,Laurent Escoffier,Marc Tabourin,N/A,N/A,N/A
Ricochet: Le Profil de l'Homme Sans Visage,Cyril Blondel,N/A,N/A,N/A,N/A
Amalfi,Takeo Yamada,N/A,N/A,N/A,N/A
Masterpiece,Marvin Glass,Christian Thee,N/A,N/A,N/A
East Indiaman,David Wang,N/A,N/A,N/A,N/A
Funkoverse Strategy Game: Alice in Wonderland 100,Prospero Hall,Chris Rowlands,N/A,N/A,N/A
Rey Paparajote,Jesús Guillén BUZZ,N/A,N/A,N/A,N/A
GD '41,Dean Essig,Wig Graves,N/A,N/A,N/A
Nanaki,Piotrek Piechowiak,N/A,N/A,N/A,N/A
The MOG: Mogadishu 1993,David Kershaw,N/A,N/A,N/A,N/A
Saga,Satoshi Nakamura,N/A,N/A,N/A,N/A
Emergence Event,Kenny Sims,N/A,N/A,N/A,N/A
Cards Against Humanity: Family Edition,Max Temkin,N/A,N/A,N/A,N/A
Rivoli 1797,Jose Luis Arcon Dominguez,N/A,N/A,N/A,N/A
VII Legio,Silvio Cadelo,Marco Donadoni,N/A,N/A,N/A
Moa,Martin Wallace,N/A,N/A,N/A,N/A
Myraclia,Rudy Priecinsky,N/A,N/A,N/A,N/A
June 6,Richard H. Berg,N/A,N/A,N/A,N/A
Geek Out! Pop Culture Party,Dan Rowen,Elisa Teague,N/A,N/A,N/A
Kanaloa,Günter Cornett,N/A,N/A,N/A,N/A
Middle Kingdom,Thomas Lehmann,N/A,N/A,N/A,N/A
Snowfall Over Mountains,Eduardo Baraf,Scott Caputo,Melissa Caputo,N/A,N/A
Cascadia Junior,Fertessa Allyse,Randy Flynn,N/A,N/A,N/A
Oriente,Luca Coppola,N/A,N/A,N/A,N/A
Unlock! Mythic Adventures: Professor Noside's Animal-o-matic,Vincent Goyat,Jeremy Koch,N/A,N/A,N/A
Lost Cities: Auf Schatzsuche,Reiner Knizia,N/A,N/A,N/A,N/A
Aldabas: Doors of Cartagena,Nathaniel Levan,Joshua J Mills,N/A,N/A,N/A
Train of Thought,Jay Cormier,Sen-Foong Lim,N/A,N/A,N/A
Stellar Drift: Pull & Write,Bryan Kline,N/A,N/A,N/A,N/A
"Warhammer 40,000: Fireteam",N/A,N/A,N/A,N/A,N/A
Wonderland,Daniel Solis,N/A,N/A,N/A,N/A
Carpe Astra,Ted Cheatham,Jackson Pope,N/A,N/A,N/A
Boots on the Ground,Sean Cooke,N/A,N/A,N/A,N/A
O Vale dos Monstros,Marcos Macri,N/A,N/A,N/A,N/A
The Battle for Dresden 1813,Mark Hinkle,N/A,N/A,N/A,N/A
Thunder on the Mississippi: Grant's Vicksburg Campaign,Joseph M. Balkoski,Chris Withers,N/A,N/A,N/A
The Lord of the Rings: The Card Game – Two-Player Limited Edition Starter,Nate French,Caleb Grace,N/A,N/A,N/A
Muskets & Tomahawks: Skirmishes in North America during the 18th century,Alexandre Buchel,N/A,N/A,N/A,N/A
Deep Future,R. Winder,N/A,N/A,N/A,N/A
7 Souls,Conor McGoey,N/A,N/A,N/A,N/A
The Big Cheese,James Ernest,Jon Wilkie,N/A,N/A,N/A
Battlelands,Jerry Hawthorne,Andrea Mezzotero,N/A,N/A,N/A
Abstract Academy,Molly Johnson,Robert Melvin,Shawn Stankewich,N/A,N/A
Wrasslin',Bruce Harper,B. Harper,J. Burnett,Bruce Harper,N/A
Nautilus,Charles Chevallier,N/A,N/A,N/A,N/A
Black Elephant,Czarnè,N/A,N/A,N/A,N/A
Montgolfière,Dominique Ehrhard,N/A,N/A,N/A,N/A
Chicago Poker,Bruno Cathala,Bruno Faidutti,N/A,N/A,N/A
JinxO,Martin Ang,N/A,N/A,N/A,N/A
WIN,Chris Handy (I),N/A,N/A,N/A,N/A
The Sun of Austerlitz,Kevin Zucker,N/A,N/A,N/A,N/A
Panzer Grenadier,Michael Bennighof,N/A,N/A,N/A,N/A
Alpina,Luc Rémond,N/A,N/A,N/A,N/A
A Wing and a Prayer: Bombing the Reich,Erik von Rossing,N/A,N/A,N/A,N/A
Bemused,Jenna Felli,N/A,N/A,N/A,N/A
Fluxx,Andrew Looney,Kristin Looney,N/A,N/A,N/A
Deathride: Mars-la-Tour 1870,Charles Vasey,N/A,N/A,N/A,N/A
Holdfast: Atlantic 1939-45,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Fictionaire,Hervé Marly,N/A,N/A,N/A,N/A
PRINCIPES,Leo Soloviey,N/A,N/A,N/A,N/A
Venture Forth,Dan Manfredini,N/A,N/A,N/A,N/A
"Maori Wars: The New Zealand Land Wars, 1845-1872",John Poniske,N/A,N/A,N/A,N/A
Burrows & Badgers: A Skirmish Game of Anthropomorphic Animals,Michael Lovejoy,N/A,N/A,N/A,N/A
Witchdom,Michal Peichl,N/A,N/A,N/A,N/A
UMATAKA,無界 (Mukai),Napopora,N/A,N/A,N/A
DEFCON 1,Florian Dumont,N/A,N/A,N/A,N/A
Der weiße Lotus,Martin Wallace,N/A,N/A,N/A,N/A
Jungle Jam,(Uncredited),N/A,N/A,N/A,N/A
Legendary Dungeoneer: Wrath of the Serpent Goddess,Thomas Denmark,N/A,N/A,N/A,N/A
Pocket Paragons,Brian McKay,N/A,N/A,N/A,N/A
The Hunt for Red October,Douglas Niles,N/A,N/A,N/A,N/A
Codenames: Back to Hogwarts,Vlaada Chvátil,N/A,N/A,N/A,N/A
Orc-lympics,Trevor Benjamin,David Thompson (I),N/A,N/A,N/A
Disney Hocus Pocus: The Game,Prospero Hall,N/A,N/A,N/A,N/A
Warlock,Fabrice Vandenbogaerde,N/A,N/A,N/A,N/A
"A Victory Complete: The Battle of Tannenberg, 1914",Magnus Nordlöf,N/A,N/A,N/A,N/A
Cunning Folk,"Jay E. Treat, III",N/A,N/A,N/A,N/A
Germania Magna: Border in Flames,Daniel Budacz,Piotr Krzystek,Łukasz Wrona,N/A,N/A
Osmanli Harbi: The Ottoman Fronts – 1914 to 1918,David Schroeder,N/A,N/A,N/A,N/A
Score Cards,Mike Fitzgerald,N/A,N/A,N/A,N/A
Widower's Wood: An Iron Kingdoms Adventure Board Game,David Carl,Will Schoonover,N/A,N/A,N/A
Bulge 20: The Ardennes Offensive,Joseph Miranda,N/A,N/A,N/A,N/A
Barnyard Roundup,James Hudson,N/A,N/A,N/A,N/A
Hero's Journey Home,Graham Cranfield,N/A,N/A,N/A,N/A
Senet,(Uncredited),N/A,N/A,N/A,N/A
Gipfelkraxler,Friedemann Friese,N/A,N/A,N/A,N/A
The Girl Who Made The Stars,John Shulters,N/A,N/A,N/A,N/A
Mob Ties: The Board Game,Devin Granger,Nathan Isaac,John Kleinschmidt,Diego Rich,Collin Smith
Mint Condition Comics,John Retterer-Moore,N/A,N/A,N/A,N/A
Zpocalypse 2: Defend the Burbs,Julie Ahern,Walter Barber,N/A,N/A,N/A
Godtear: Eternal Glade Starter Set,David Carl,Alex Hall,Steve Margetson,N/A,N/A
Napoleon on the Danube: The Battle of Deutsch-Wagram,Mark Hinkle,N/A,N/A,N/A,N/A
Hostage Rescue Squad: A Solitaire Game,Mike Lambo,N/A,N/A,N/A,N/A
Paso del Brahmán,David Sole,Julián Vecchione,N/A,N/A,N/A
Vortex,Hans Beeftink,N/A,N/A,N/A,N/A
