Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Skull King,Brent Beck,Jeffrey Beck,N/A,N/A,N/A
Galaxy Trucker,Vlaada Chvátil,N/A,N/A,N/A,N/A
Mind MGMT: The Psychic Espionage “Game.”,Jay Cormier,Sen-Foong Lim,N/A,N/A,N/A
Viticulture,Jamey Stegmaier,Alan Stone,Jamey Stegmaier,N/A,N/A
Aeon's End: The New Age,Jenny Iglesias,Nick Little (I),Kevin Riley,N/A,N/A
Endless Winter: Paleoamericans,Stan Kordonskiy,N/A,N/A,N/A,N/A
1960: The Making of the President,Christian Leonhard,Jason Matthews,N/A,N/A,N/A
Detective: A Modern Crime Board Game,Jakub Łapot,Przemysław Rymer,Ignacy Trzewiczek,N/A,N/A
Star Realms: Frontiers,Robert Dougherty,Darwin Kastle,N/A,N/A,N/A
Lewis & Clark: The Expedition,Cédrick Chaboussit,N/A,N/A,N/A,N/A
Marvel United,Andrea Chiarvesio,Eric M. Lang,N/A,N/A,N/A
Bora Bora,Stefan Feld,N/A,N/A,N/A,N/A
Foundations of Rome,Emerson Matsuuchi,N/A,N/A,N/A,N/A
Kingdomino,Bruno Cathala,N/A,N/A,N/A,N/A
Oath,Cole Wehrle,N/A,N/A,N/A,N/A
Turing Machine,Fabien Gridel,Yoann Levet,N/A,N/A,N/A
Apiary,Connie Vogelmann,N/A,N/A,N/A,N/A
Battle Line,Reiner Knizia,N/A,N/A,N/A,N/A
Chronicles of Crime,David Cicurel,N/A,N/A,N/A,N/A
Cryptid,Hal Duncan,Ruth Veevers,N/A,N/A,N/A
Steam,Martin Wallace,N/A,N/A,N/A,N/A
Hive,John Yianni,N/A,N/A,N/A,N/A
Ethnos,Paolo Mori,N/A,N/A,N/A,N/A
Rococo,Matthias Cramer,Stefan Malz,Louis Malz,N/A,N/A
Civolution,Stefan Feld,N/A,N/A,N/A,N/A
Dice Throne: Season Two – Battle Chest,Nate Chatellier,Manny Trembley,N/A,N/A,N/A
Forgotten Waters,Mr. Bistro,J. Arthur Ellis,Isaac Vega,N/A,N/A
T.I.M.E Stories,Peggy Chassenet,Manuel Rozoy,N/A,N/A,N/A
Love Letter,Seiji Kanai,N/A,N/A,N/A,N/A
The Witcher: Old World,Łukasz Woźniak,N/A,N/A,N/A,N/A
Cthulhu Wars,Sandy Petersen,Lincoln Petersen,N/A,N/A,N/A
Dixit: Odyssey,Jean-Louis Roubira,N/A,N/A,N/A,N/A
Seasons,Régis Bonnessée,N/A,N/A,N/A,N/A
Imperium: Classics,Nigel Buckle,Dávid Turczi,N/A,N/A,N/A
Telestrations,(Uncredited),N/A,N/A,N/A,N/A
Lost Cities,Reiner Knizia,N/A,N/A,N/A,N/A
Arkham Horror (Third Edition),Nikki Valens,N/A,N/A,N/A,N/A
The Fellowship of the Ring: Trick-Taking Game,Bryan Bornmueller,N/A,N/A,N/A,N/A
Onitama,Shimpei Sato,N/A,N/A,N/A,N/A
Dorfromantik: The Board Game,Michael Palm,Lukas Zach,N/A,N/A,N/A
Long Shot: The Dice Game,Chris Handy (I),N/A,N/A,N/A,N/A
Arcadia Quest,Thiago Aranha,Guilherme Goulart,Eric M. Lang,Fred Perret,N/A
Indonesia,Jeroen Doumen,Joris Wiersinga,N/A,N/A,N/A
The Manhattan Project: Energy Empire,Tom Jolly,Luke Laurie,N/A,N/A,N/A
Cloudspire,Josh J. Carlson,Adam Carlson,Josh Wielgus,N/A,N/A
For Sale,Stefan Dorra,N/A,N/A,N/A,N/A
Navegador,Mac Gerdts,N/A,N/A,N/A,N/A
Summoner Wars (Second Edition),Colby Dauch,N/A,N/A,N/A,N/A
Imperial,Mac Gerdts,N/A,N/A,N/A,N/A
The Great Zimbabwe,Jeroen Doumen,Joris Wiersinga,N/A,N/A,N/A
Wayfarers of the South Tigris,S J Macdonald,Shem Phillips,N/A,N/A,N/A
Acquire,Sid Sackson,Sid Sackson,Vance von Borries,N/A,N/A
Cat in the Box: Deluxe Edition,Muneyuki Yokouchi (横内宗幸),N/A,N/A,N/A,N/A
Dungeon Petz,Vlaada Chvátil,N/A,N/A,N/A,N/A
The Lord of the Rings: The Card Game – Revised Core Set,Nate French,N/A,N/A,N/A,N/A
The King Is Dead: Second Edition,Peer Sylvester,N/A,N/A,N/A,N/A
Love Letter,Seiji Kanai,N/A,N/A,N/A,N/A
Space Alert,Vlaada Chvátil,N/A,N/A,N/A,N/A
Dune: War for Arrakis,Marco Maggi,Francesco Nepitello,N/A,N/A,N/A
Age of Empires III: The Age of Discovery,Glenn Drover,Glenn Drover,N/A,N/A,N/A
Survive: Escape from Atlantis!,Julian Courtland-Smith,N/A,N/A,N/A,N/A
Power Grid Deluxe: Europe/North America,Friedemann Friese,N/A,N/A,N/A,N/A
Tikal,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Imperial Settlers,Ignacy Trzewiczek,N/A,N/A,N/A,N/A
Century: Spice Road,Emerson Matsuuchi,N/A,N/A,N/A,N/A
Bunny Kingdom,Richard Garfield,N/A,N/A,N/A,N/A
The Guild of Merchant Explorers,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
Glass Road,Uwe Rosenberg,N/A,N/A,N/A,N/A
The King's Dilemma,Hjalmar Hach,Lorenzo Silva,N/A,N/A,N/A
Chinatown,Karsten Hartwig,N/A,N/A,N/A,N/A
Pax Renaissance: 2nd Edition,Phil Eklund,Matt Eklund,N/A,N/A,N/A
Bruges,Stefan Feld,N/A,N/A,N/A,N/A
Unconscious Mind,Laskas,Jonny Pac,Yoma,Antonio Zax,N/A
Nemo's War (Second Edition),Chris Taylor (I),Chris Taylor,Ian O'Toole,N/A,N/A
Fury of Dracula (Third/Fourth Edition),Frank Brooks,Stephen Hand,Kevin Wilson,N/A,N/A
Project L,Michal Mikeš,Jan Soukal,Adam Španěl,N/A,N/A
Heaven & Ale,Michael Kiesling,Andreas Schmidt,N/A,N/A,N/A
Tiny Epic Galaxies,Scott Almes,N/A,N/A,N/A,N/A
Imperial 2030,Mac Gerdts,N/A,N/A,N/A,N/A
Destinies,Michał Gołąb Gołębiowski,Filip Miłuński,N/A,N/A,N/A
Awkward Guests: The Walton Case,Ron Gonzalo García,N/A,N/A,N/A,N/A
