Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Carcassonne: Over Hill and Dale,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Terror Below,Mike Elliott,N/A,N/A,N/A,N/A
Hitster: Music Bingo,N/A,N/A,N/A,N/A,N/A
Invincible: The Hero-Building Game,Kevin Spak,N/A,N/A,N/A,N/A
Divvy Dice,Ulrich Blum,Jens Merkl,N/A,N/A,N/A
Panzer Leader: Game of Tactical Warfare on the Western Front,Dave Clark (I),Randall C. Reed,Nick Smith (I),Dave Clark,Randall Reed
Tortuga 2199,Michael Loyko,Denis Plastinin,N/A,N/A,N/A
Rauha,Johannes Goupy,Théo Rivière,N/A,N/A,N/A
The Manhattan Project 2: Minutes to Midnight,Brandon Tibbetts,N/A,N/A,N/A,N/A
Summoner Wars (Second Edition): Starter Set,Colby Dauch,N/A,N/A,N/A,N/A
King & Assassins,Łukasz Woźniak,N/A,N/A,N/A,N/A
Unmatched: Teen Spirit,Rob Daviau,Justin D. Jacobson,N/A,N/A,N/A
Fairy Ring,Laurence Grenier,Fabien Tanguy,N/A,N/A,N/A
Trekking the National Parks,Charlie Bink,N/A,N/A,N/A,N/A
Industrial Waste,Jürgen Strohm,Jürgen Strohm,N/A,N/A,N/A
Talon,Jim Krohn,N/A,N/A,N/A,N/A
New World: A Carcassonne Game,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Noblemen,Dwight Sullivan,N/A,N/A,N/A,N/A
Liberty Roads,Yves le Quellec,Nicolas Rident,N/A,N/A,N/A
Unsurmountable,Scott Almes,N/A,N/A,N/A,N/A
First Martians: Adventures on the Red Planet,Ignacy Trzewiczek,N/A,N/A,N/A,N/A
Dreamblade,Mike Elliott,Rob Heinsoo,Brian Tinsman,Jonathan Tweet,N/A
Mythical Dice,Manfred Reindl,N/A,N/A,N/A,N/A
Carcassonne: The Discovery,Leo Colovini,Klaus-Jürgen Wrede,N/A,N/A,N/A
Giganten,Wilko Manz,N/A,N/A,N/A,N/A
Intarsia,Michael Kiesling,N/A,N/A,N/A,N/A
Storm Over Arnhem,Courtney F. Allen,Don Greenwood,Courtney F. Allen,Don Greenwood,Alan R. Moon
The Lord of the Rings Adventure Book Game,Jay Little,Ryan Miller,Marcus Ross,N/A,N/A
Virtù,Pascal Ribrault,N/A,N/A,N/A,N/A
Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,Rob Heinsoo,Cory Jones,N/A,N/A,N/A
Shadowrun: Crossfire – Prime Runner Edition,Mike Elliott,Rob Heinsoo,Gregory Marques,Jay Schneider,N/A
Patchwork Express,Uwe Rosenberg,N/A,N/A,N/A,N/A
The Palaces of Carrara (Second Edition),Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
B-17 Flying Fortress Leader,Dean Brown,N/A,N/A,N/A,N/A
Skara Brae,Shem Phillips,N/A,N/A,N/A,N/A
Asking for Trobils,Erin McDonald,Christian Strain,N/A,N/A,N/A
Airships,Andreas Seyfarth,N/A,N/A,N/A,N/A
Darkest Night,Jeremy Lennert,N/A,N/A,N/A,N/A
Carnival Zombie: 2nd Edition,Matteo Santus,N/A,N/A,N/A,N/A
Doodle Dash,Fridtjof Buvarp,Maija Buvarp,Pauline Buvarp,Eilif Svensson,Åsmund Svensson
Crossing,Yoshiteru Shinohara,N/A,N/A,N/A,N/A
Hens,Giampaolo Razzino,N/A,N/A,N/A,N/A
Race to the Raft,Frank West,N/A,N/A,N/A,N/A
Inhuman Conditions,Alan Gerding,Tommy Maranges,Cory O'Brien,N/A,N/A
Abracada...What?,Gary Kim,N/A,N/A,N/A,N/A
Under Falling Skies: A 9-Card Solo Game,Tomáš Uhlíř,N/A,N/A,N/A,N/A
Defenders of the Last Stand,Richard Launius,Jason Maxwell,N/A,N/A,N/A
Word Slam,Inka Brand,Markus Brand,N/A,N/A,N/A
Phoenicia,Thomas Lehmann,N/A,N/A,N/A,N/A
