Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Cubulus,Sylvain Ménager,N/A,N/A,N/A,N/A
Cornucopia,Carlo A. Rossi,Lorenzo Tarabini,N/A,N/A,N/A
Battleground Fantasy Warfare: Men of Hawkshold,Robert Dougherty,Chad Ellis,Darwin Kastle,N/A,N/A
Backpacks and Blisters,Gary Dicken,Steve Kendall,Phil Kendall,N/A,N/A
Okavango,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
A Sky of Stars,Guido Albini,N/A,N/A,N/A,N/A
All-Star Baseball,Ethan Nathan Allen,N/A,N/A,N/A,N/A
Trench Crusade,Tuomas Pirinen,N/A,N/A,N/A,N/A
Battlefields of Olympus,Peter A. Grant,N/A,N/A,N/A,N/A
Dungeon Crawl,Alex Bermudez,N/A,N/A,N/A,N/A
Ohio,Reiner Knizia,N/A,N/A,N/A,N/A
Octopus's Garden,Roberta Taylor,N/A,N/A,N/A,N/A
"Khartoum: Sudan, 1883 to 1885",Joseph Miranda,N/A,N/A,N/A,N/A
Real Action Stockcar Championship,Nile Christian,Curtis Cooper,Brady Cooper,N/A,N/A
Under the Mango Tree,Karl Lange,N/A,N/A,N/A,N/A
Corvids,Jasper Beatrix,N/A,N/A,N/A,N/A
Contraband,(Uncredited),N/A,N/A,N/A,N/A
Rory's Story Cubes: Medieval,Rory O'Connor,N/A,N/A,N/A,N/A
Forest of Tataraba,Tanagokoro,N/A,N/A,N/A,N/A
Finger weg!,Peter Wichmann,N/A,N/A,N/A,N/A
Warhammer: The Horus Heresy – Legions Imperialis,N/A,N/A,N/A,N/A,N/A
Light Hunters: Battalion of Darkness,Sergio Matsumoto,N/A,N/A,N/A,N/A
Help Me!,Dong-Hwa Kim,N/A,N/A,N/A,N/A
Storm Over Taierzhuang,Terence Co,N/A,N/A,N/A,N/A
Gamedec,Martin Ann,Jan Madejski,N/A,N/A,N/A
"Piercing the Reich: The Battle for Aachen, Siegfried Line Campaign, Sep-Oct 1944",Dirk Blennemann,N/A,N/A,N/A,N/A
Activity kompakt,Ulrike Catty,Paul Catty,Maria Führer,N/A,N/A
Torpedo Dice,Chris James (I),N/A,N/A,N/A,N/A
Cosmic Run: Express,Steve Finn,N/A,N/A,N/A,N/A
"Marengo: Napoleon in Italy, 14 June 1800",David C. Isby,Frederick Georgian,N/A,N/A,N/A
Storm of Steel: Ju-87 Stuka – Eastern Front,Joe Fernandez,N/A,N/A,N/A,N/A
Command Decision,Frank Chadwick,N/A,N/A,N/A,N/A
Vive l'Empereur,Giovanni Crippa,N/A,N/A,N/A,N/A
Germania,Joseph Miranda,N/A,N/A,N/A,N/A
Catham City,Yuri Zhuravljov,N/A,N/A,N/A,N/A
Flink,Néstor Romeral Andrés,N/A,N/A,N/A,N/A
"Here, Fishy, Fishy!",Kristin Mückel,N/A,N/A,N/A,N/A
Assault on Vimy Ridge: A Solitaire Wargame,Mike Lambo,N/A,N/A,N/A,N/A
WarGods of Ægyptus,Chris FitzPatrick,N/A,N/A,N/A,N/A
