Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Spyfest,Alexandr Ushan,N/A,N/A,N/A,N/A
Kabula,Antonio Liga,N/A,N/A,N/A,N/A
Scene It? Movie Second Edition,(Uncredited),N/A,N/A,N/A,N/A
The War of the Worlds: One More Day,Matthew Robinson,N/A,N/A,N/A,N/A
D-Day: The Great Crusade,Danny Holte,N/A,N/A,N/A,N/A
Galaxy Rush,Nathan Jenne,Jake Jenne,N/A,N/A,N/A
Townies,Evgeny Petrov,N/A,N/A,N/A,N/A
MoonQuake Escape,Jeff Johnston (II),N/A,N/A,N/A,N/A
Borodino '41,Jack Radey,N/A,N/A,N/A,N/A
Grand Chess,Christian Freeling,N/A,N/A,N/A,N/A
Amerigo,Din Li Tsan,N/A,N/A,N/A,N/A
Water Dragons,Wolfgang Dirscherl,Wolfgang Lehmann,N/A,N/A,N/A
Towers of the Sun,Stefan Brakman,N/A,N/A,N/A,N/A
The Game of Things: Travel/Expansion,N/A,N/A,N/A,N/A,N/A
Hot Words,Nick Metzler,Heidi Preslicka,N/A,N/A,N/A
Trekking the National Parks: Trivia,Charlie Bink,N/A,N/A,N/A,N/A
Last Hand Standing,Perus Saranurak,N/A,N/A,N/A,N/A
Chaotic Studio,AuAu Chen,N/A,N/A,N/A,N/A
Haste Worte? Das Würfelspiel,Hartwig Jakubik,N/A,N/A,N/A,N/A
El Aprendiz de Merlín,Enrique Gil González,N/A,N/A,N/A,N/A
ジャンキー (Junkie),Daikichi (ダイキチ),N/A,N/A,N/A,N/A
Stormy Seas,Aniwat Rerkrai,N/A,N/A,N/A,N/A
Roller Ghoster,Roberto Fraga,N/A,N/A,N/A,N/A
Alien on Board,Henrik Havighorst,Mathias Spaan,N/A,N/A,N/A
The Crusades,Robert G. Markham,N/A,N/A,N/A,N/A
Before the Earth Explodes,Adrian Adamescu,Daryl Andrews,N/A,N/A,N/A
Henry V,Robert G. Markham,N/A,N/A,N/A,N/A
Killing Code: Venice Vendetta,Erwin,Fenix,Tyfon,N/A,N/A
Retsami,John Wildsmith,N/A,N/A,N/A,N/A
Schwarze Löcher,Reiner Stockhausen,N/A,N/A,N/A,N/A
Blindes Huhn,Heike Risthaus,N/A,N/A,N/A,N/A
Nuba,Reiner Knizia,N/A,N/A,N/A,N/A
Open Season,Amélie Assié,Romain Lisciandro,N/A,N/A,N/A
Loos: The Big Push,Chris Perello,N/A,N/A,N/A,N/A
Terakh: A Creative Strategy Game,Akhil Patel,Terence Wong,N/A,N/A,N/A
Red Tide South,Eric R. Harvey,N/A,N/A,N/A,N/A
Uglydoll Loonacy,Andrew Looney,N/A,N/A,N/A,N/A
War of the Rebellion,Richard H. Berg,Jeffery L. Briggs,Jon Southard,N/A,N/A
Get It!,Steffen Benndorf,N/A,N/A,N/A,N/A
Coast-to-Coast Rails,Scott Petersen,N/A,N/A,N/A,N/A
Scurvy Dice,Chris Strecker,N/A,N/A,N/A,N/A
Taiwan Monsters Brawl,Hung-Che Lin,N/A,N/A,N/A,N/A
Keyframes,Isra C.,Shei S.,N/A,N/A,N/A
Sideboards,Hartwig Jakubik,N/A,N/A,N/A,N/A
Automania: The Game of the Motor Giants,Ian Livingstone,N/A,N/A,N/A,N/A
Dragon Teeth Washer,Noriaki Watanabe,N/A,N/A,N/A,N/A
Tortuga Gourmet,Alessandro Dentis,N/A,N/A,N/A,N/A
The Witcher: Path of Destiny – Ronin,Rafał Jaki,Łukasz Woźniak,N/A,N/A,N/A
Enigmàrius,Oriol Comas i Coma,Màrius Serra,N/A,N/A,N/A
