Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Les Aigles,Jean-Michel Hautefort,Jean-Jacques Petit,N/A,N/A,N/A
Quint-X,Hartmut Kommerell,N/A,N/A,N/A,N/A
Villageo,N/A,N/A,N/A,N/A,N/A
Rattenkrieg: Assault on the Tracktor Factory,Steven Cunliffe,N/A,N/A,N/A,N/A
Tractics,Gary Gygax,Mike Reese,Leon Tucker,Mike Reese,Leon Tucker
Italian Checkers,(Uncredited),N/A,N/A,N/A,N/A
The Cat,Brad Ross,Don Ullman,Jack Ullman,N/A,N/A
Bluff,"G. W. ""Jerry"" D'Arcey",N/A,N/A,N/A,N/A
Nowheresville: Bandit Paradise,Jiri Mikolas,N/A,N/A,N/A,N/A
Orbital Conflict,Kim Astor,Filip Stjernberg,N/A,N/A,N/A
Schnapp den Sack,Wolfgang Kramer,N/A,N/A,N/A,N/A
Dungeon Digger,Alessandro Rivaroli,N/A,N/A,N/A,N/A
Hecht im Karpfenteich,Tom Schoeps,N/A,N/A,N/A,N/A
We Come in Peace,Mike Richie,N/A,N/A,N/A,N/A
The Muddles,N/A,N/A,N/A,N/A,N/A
Tipsy,N/A,N/A,N/A,N/A,N/A
Mastergoal,Alberto Bogliaccini,N/A,N/A,N/A,N/A
2nd Best!,Daikichi (ダイキチ),N/A,N/A,N/A,N/A
Gladiatoris,David Temprano,Luis Valleaguado,N/A,N/A,N/A
Ask Anything,C. C. Hung,N/A,N/A,N/A,N/A
Epic Trading Card Game,Robert Dougherty,N/A,N/A,N/A,N/A
Petróleo S.A.,Gil d'Orey,N/A,N/A,N/A,N/A
Dungeons & Dragons: Builders of Baldur's Gate,Matthew Dunstan,N/A,N/A,N/A,N/A
Frigate: Sea War in the Age of Sail,Jim Dunnigan,N/A,N/A,N/A,N/A
Flizz & Miez,Klemens Franz,Hanno Girke,Dale Yu,N/A,N/A
Goal!,(Uncredited),N/A,N/A,N/A,N/A
Star Cruiser,Frank Chadwick,N/A,N/A,N/A,N/A
Fladderadatsch,Jacques Zeimet,N/A,N/A,N/A,N/A
Bushwhackin' Varmints out of Sergio's Butte,Stephen Tassie,N/A,N/A,N/A,N/A
Politiko (2nd Ed),N/A,N/A,N/A,N/A,N/A
Memory: The Board Game,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Darwinci,Martin Schlegel,N/A,N/A,N/A,N/A
Explosiv,Michael Schacht,N/A,N/A,N/A,N/A
The Official Dealer McDope Dealing Game,T. Elton Snatchit,N/A,N/A,N/A,N/A
Silver Coin: Age of Monster Hunters,Lan Krajnčič,N/A,N/A,N/A,N/A
Broken Planet,Lenny Duwyn,Ben Michielsen,Robin Vandormael,N/A,N/A
Little Dragons,Takuma Horikawa,N/A,N/A,N/A,N/A
Tricky Safari,Corné van Moorsel,N/A,N/A,N/A,N/A
Petal Plotters,Evan Cheah,N/A,N/A,N/A,N/A
1000,(Uncredited),N/A,N/A,N/A,N/A
The Totally Insane Card Game,Gary Fowler,Susan Fowler,N/A,N/A,N/A
Robot Royale,Paul Brook,N/A,N/A,N/A,N/A
Lancelot,Roland Siegers,N/A,N/A,N/A,N/A
Hunt A Killer: R.I.P. at the Rodeo,K.C. Chaney,N/A,N/A,N/A,N/A
Privacy No Limit,Reinhard Staupe,N/A,N/A,N/A,N/A
Allegiance: War of Factions,Andrew Grierson,N/A,N/A,N/A,N/A
2040: An American Insurgency,Edward Castronova,N/A,N/A,N/A,N/A
Munchkin Crazy Cooks,Steve Jackson (I),N/A,N/A,N/A,N/A
Féodalité,Florent Coupeau,N/A,N/A,N/A,N/A
Mission Complete,Enrico Gandolfo,N/A,N/A,N/A,N/A
Aztekz,Kemal Yun,N/A,N/A,N/A,N/A
Baston,Pierre Cléquin,Bruno Faidutti,N/A,N/A,N/A
Endless Nightmare,Morten Monrad Pedersen,N/A,N/A,N/A,N/A
Pokémon Trading Card Game: My First Battle,Takumi Akabane,Tsunekaz Ishihara,N/A,N/A,N/A
Battle Spirits: Trading Card Game,Mike Elliott,N/A,N/A,N/A,N/A
Project Pandora: Grim Cargo,Jake Thornton,N/A,N/A,N/A,N/A
HeroCard Nightmare,Nico Carroll,Robert Carroll (II),Peter Hansell,David Kennerly,N/A
Desert Storm: The Mother of All Battles,Bo Eldridge,N/A,N/A,N/A,N/A
Donald Duck in Happy Camper,Daryl Andrews,Wolfgang Kramer,N/A,N/A,N/A
Zombie Mania!,Reiner Knizia,N/A,N/A,N/A,N/A
Strat-O-Matic College Football,Hal Richman,N/A,N/A,N/A,N/A
Magic Money,Zack Hiwiller,N/A,N/A,N/A,N/A
Bitten,Benjamin Kanelos,N/A,N/A,N/A,N/A
Gourmet Popcorn Dice,A. J. Porfirio,N/A,N/A,N/A,N/A
"Moby Dick, or, The Card Game",N/A,N/A,N/A,N/A,N/A
Eiswürfeln,Tanja Philippeit,N/A,N/A,N/A,N/A
Pressure Point,Brad D. Fuller,N/A,N/A,N/A,N/A
Rok 1863,Piotr Krzystek,Łukasz Wrona,N/A,N/A,N/A
Star Wars: Escape From The Death Star,Stephen Hand,N/A,N/A,N/A,N/A
"Civil War in the Far West: The New Mexico Campaign, 1862",Charles Diamond,N/A,N/A,N/A,N/A
Skull Port,Ivan Ferencak,Hrvoje Kordic,N/A,N/A,N/A
Cannibal Pygmies in the Jungle of Doom,Stephen Tassie,N/A,N/A,N/A,N/A
Cosmic Race,Alexandre Emerit,Théo Rivière,N/A,N/A,N/A
Operation Master,Toiro (といろ),N/A,N/A,N/A,N/A
GENSMAK!,N/A,N/A,N/A,N/A,N/A
Tricky Fingers,J. Moschkowitz,Ivan Moscovich,N/A,N/A,N/A
Ring of Chaos,Jon Ciccolini,Matthew Lillard,Bill Rehor,Charlie Rehor,Paul Shapiro
Pajarracos Party,Paco Yanez,N/A,N/A,N/A,N/A
Reign,(Uncredited),N/A,N/A,N/A,N/A
Pass the Pasta,N/A,N/A,N/A,N/A,N/A
Crop Rotation,Eduardo Guerra,N/A,N/A,N/A,N/A
"San, Ni, Ichi",Mike Sette,N/A,N/A,N/A,N/A
Lebanon '82: Operation Peace for Galilee,Eric R. Harvey,N/A,N/A,N/A,N/A
1918: Death on the Rails,Aigar Alaveer,Martti Lauri,N/A,N/A,N/A
Faux•Cabulary,Matthew Nuccio,N/A,N/A,N/A,N/A
Badland Wolves,Daniel Gorash,N/A,N/A,N/A,N/A
BABEL,Masakazu Takizawa (たきざわ まさかず),N/A,N/A,N/A,N/A
10 Tricks Later,沢口游祐 (Yusuke Sawaguchi),N/A,N/A,N/A,N/A
Granada: The Fall of Moslem Spain,Robert G. Markham,Robert G. Markham,N/A,N/A,N/A
Treasure Goblins,Carlos David Perez Tovar,N/A,N/A,N/A,N/A
Guardians of Legends,Vincenzo Bianca,Edward Preston,N/A,N/A,N/A
Escape: Fighting for Freedom,Mohamed Ait-Mehdi,Mélanie Marlier,Thibault Sarels,Fabrice Tran,N/A
Destination: Normandy,Danny Holte,N/A,N/A,N/A,N/A
Zig-Zag,Frank Schaubrenner,Hartmut Witt,N/A,N/A,N/A
Newfoundland Jam,Jason Anarchy,N/A,N/A,N/A,N/A
Ambition,Rob Acton,N/A,N/A,N/A,N/A
Bakschisch,Fritz Gruber,Kara Ben Hering,Wolfgang Lüdtke,Reiner Müller,N/A
Waterloo: The Last Great Battle,Marco Donadoni,N/A,N/A,N/A,N/A
Quest: Awakening of Melior,Andrew Wilson (II),N/A,N/A,N/A,N/A
I Will Fight No More... Forever,Stephen Newberg,N/A,N/A,N/A,N/A
