Title,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5
Portal of Morth,Adrián Sanchez,Nicolas Serrano,N/A,N/A,N/A
Clash of Deck,Clément Proust,Studio Rexard,N/A,N/A,N/A
The Sinking of the Titanic,N/A,N/A,N/A,N/A,N/A
Le Retour de l'Empereur,Didier Rouy,N/A,N/A,N/A,N/A
Mix It,Manu Palau,N/A,N/A,N/A,N/A
Black Friday,Hami,Harald Lieske,Studio Matagot,N/A,N/A
D6 Shooter,Jacqui Davis,N/A,N/A,N/A,N/A
"Sinai: The Arab-Israeli Wars – '56, '67 and '73",Redmond A. Simonsen,N/A,N/A,N/A,N/A
Rocky Mountain Man,Commode Ministrels in Bullface,Manifester,MarderIII,Victoria Shen,Wizard333
Road to the White House,Bill Sanders,N/A,N/A,N/A,N/A
Warstones,Guido Favaro,Grace Liu,N/A,N/A,N/A
冷たい彼女が目覚める前に (Embalming Girl),うすくち (Usukuchi),N/A,N/A,N/A,N/A
Hellweg westfalicus,Michael Schacht,N/A,N/A,N/A,N/A
Wonder Bowling,Yoshiaki Tomioka,N/A,N/A,N/A,N/A
Korsun Pocket: Little Stalingrad on the Dnepr,Ina Clausen,Rodger B. MacGowan,N/A,N/A,N/A
Hyperspace,Kent Hamilton,N/A,N/A,N/A,N/A
MonsDRAWsity: Top Secret,N/A,N/A,N/A,N/A,N/A
Card Capture,N/A,N/A,N/A,N/A,N/A
Castle of Magic,N/A,N/A,N/A,N/A,N/A
Verona Twist,Lázár Aurél,N/A,N/A,N/A,N/A
Pick a Pen: Tuinen,Marlies Barends,N/A,N/A,N/A,N/A
"Festung Europa: The Campaign for Western Europe, 1943-1945",Mark Mahaffey,N/A,N/A,N/A,N/A
Perplexus Rookie,Michael McGinnis,N/A,N/A,N/A,N/A
Drive on Stalingrad (Second Edition),Masahiro Yamazaki,Joe Youst,N/A,N/A,N/A
San Guo Sha: Kingdom Wars,KayaK,N/A,N/A,N/A,N/A
Turtle Splash!,Maïa Zeidan,N/A,N/A,N/A,N/A
Convert,Ian Reed (I),N/A,N/A,N/A,N/A
Heart of Darkness: An Adventure Game of African Exploration,Kim Kanger,N/A,N/A,N/A,N/A
Four against the Great Old Ones,Andrea Sfiligoi,N/A,N/A,N/A,N/A
Arriala: Canal de Garonne,Paul Filippi,N/A,N/A,N/A,N/A
Olé Guacamole,Sébastien Bizos,N/A,N/A,N/A,N/A
Cat Tower,Aza Chen,N/A,N/A,N/A,N/A
Deranged,Anton Kvasovarov,N/A,N/A,N/A,N/A
The Potion,Jacqui Davis,N/A,N/A,N/A,N/A
Munchkin Axe Cop,Ethan Nicolle,N/A,N/A,N/A,N/A
Kaiju Siege,zombie homer,N/A,N/A,N/A,N/A
Eternal Dynasty,Tong Bui,Kendall Goode,Lea Segarra,N/A,N/A
Kragmortha,Riccardo Crosa,Mad4GameStyle,N/A,N/A,N/A
Mask of Moai,Haruka Kajikawa,Toshi Murase,Masashi Sato,N/A,N/A
