Title,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,Bernard Bittler,Arnaud Demaegd,Neriac,Pascal Quidault,N/A
Firefly: The Game,Charles Woods,N/A,N/A,N/A,N/A
Spartacus: A Game of Blood and Treachery,Charles Woods,N/A,N/A,N/A,N/A
Mythic Battles: Pantheon,Georges Clarenko,David Demaret,Viktor Dragosani,Vincent Dutrait,N/A
Cubitos,Jacqui Davis,Philip Glofcheskie,Ryan Iler,N/A,N/A
Space Hulk (Third Edition),John Blanche,Alex Boyd,Robin Carey,Paul Dainton,N/A
King of Tokyo: Dark Edition,Paul Mafayon,N/A,N/A,N/A,N/A
Sword & Sorcery,Mario Barbati,Fabrizio Fiorentino,Phroilan Gardner,Fausto Gutierrez,N/A
Nippon,Mariano Iannelli,N/A,N/A,N/A,N/A
Sprawlopolis,Loïc Billiau,Dalton Cara,Danny Devine,N/A,N/A
Santa Maria,Gjermund Bohne,N/A,N/A,N/A,N/A
Clash of Cultures,Chris Quilliams,N/A,N/A,N/A,N/A
Biblios,Steve Finn,David Palumbo,N/A,N/A,N/A
Chess,(Uncredited),Paolo Chiari,Honoré Daumier,Peter Ganine,N/A
The Witcher: Old World,Bogna Gawrońska,Damien Mammoliti,N/A,N/A,N/A
Wavelength,Sofie Hannibal,Nan Na Hvass,N/A,N/A,N/A
Macao,Julien Delval,Harald Lieske,N/A,N/A,N/A
Stockpile,Jacqui Davis,Ian O'Toole,N/A,N/A,N/A
Fresco,Oliver Schlemmer,N/A,N/A,N/A,N/A
Dead Reckoning,Ian O'Toole,N/A,N/A,N/A,N/A
Advanced Squad Leader,Nicolás Eskubi,Charles Kibler,Rodger B. MacGowan,N/A,N/A
Dune,Jean Baer,Linda Bound,Fabrice Lamy,Christophe Peulvast,N/A
Claustrophobia,Bertrand Benoit,Aleksi Briclot,Stéphane Gantiez,N/A,N/A
Nucleum,Andreas Resch,Piotr Sokołowski,Zbigniew Umgelter,N/A,N/A
Mice and Mystics,JJ Ariosa,Chad Hoverter,David Richards,N/A,N/A
The Manhattan Project,Viktor Csete,Clay Gardner,Sergi Marcet,N/A,N/A
Flash Point: Fire Rescue,Luis Francisco,George Patsouras,N/A,N/A,N/A
Thunderstone Quest,Jason Engle,Matt Paquette & Co.,David Su,N/A,N/A
Boonlake,Klemens Franz,N/A,N/A,N/A,N/A
Millennium Blades,Fábio Fontes,N/A,N/A,N/A,N/A
Kingsburg,Mad4GameStyle,N/A,N/A,N/A,N/A
Honey Buzz,Anne Heidsieck,N/A,N/A,N/A,N/A
IKI,Dommiy,David Sitbon,Koota Yamada,N/A,N/A
Mandala,Klemens Franz,N/A,N/A,N/A,N/A
Black Orchestra,Cody Jones,Dann May,Lucas Soriano,N/A,N/A
Imperial Settlers: Empires of the North,Grzegorz Bobrowski,Roman Kucharski,N/A,N/A,N/A
Lord of the Rings: The Confrontation,Daarken,Chris Dien,John Gravato,John Howe,N/A
Heroscape Master Set: Rise of the Valkyrie,Stephen Baker,Rob Daviau,Craig Van Ness,N/A,N/A
Reign of Cthulhu,Philippe Guérin,Fred Jordan,Atha Kanaani,Paul Kluka,Chris Quilliams
Glen More,Loïc Billiau,Harald Lieske,N/A,N/A,N/A
PitchCar,Jean du Poël,N/A,N/A,N/A,N/A
Lancaster,Martin Hoffmann,Claus Stephan,N/A,N/A,N/A
Cartographers Heroes,Davey Baker,Lucas Ribeiro,N/A,N/A,N/A
Descent: Legends of the Dark,Preston Stone,Gary Storkamp,N/A,N/A,N/A
Pipeline,Ian O'Toole,N/A,N/A,N/A,N/A
A Few Acres of Snow,Peter Dennis,N/A,N/A,N/A,N/A
The Guild of Merchant Explorers,Gerralt Landman,N/A,N/A,N/A,N/A
Commands & Colors: Napoleonics,Pierre Benigni,Pascal Da Silva,Donal Hegarty,Rodger B. MacGowan,Mark Simonitch
Distilled,Erik Evensen,N/A,N/A,N/A,N/A
Quadropolis,Cyrille Daujean,Sabrina Miramon,N/A,N/A,N/A
Point Salad,Dylan Mangini,N/A,N/A,N/A,N/A
Middara: Unintentional Malum – Act 1,Alex Hansen,Hector Sevilla Lujan,Rhett Mason,Jon Troy Nickel,N/A
Pan Am,Prospero Hall,N/A,N/A,N/A,N/A
Mystic Vale,Ralf Berszuck,Storn Cook,Andrew Gaia,Katherine Guevara,N/A
Foundations of Rome,Stephen Gibson,Damien Mammoliti,N/A,N/A,N/A
Amerigo,Harald Lieske,Claus Stephan,N/A,N/A,N/A
"Air, Land, & Sea",Valerio Buonfantino,Stephen Gibson,N/A,N/A,N/A
Colt Express,Ian Parovel,Jordi Valbuena,N/A,N/A,N/A
Fire in the Lake,Rodger B. MacGowan,Chechu Nieto,Mark Simonitch,N/A,N/A
Hadara,Dominik Mayer,Andreas Resch,N/A,N/A,N/A
The Great Wall,Piotr Gacek,N/A,N/A,N/A,N/A
Frostpunk: The Board Game,Agnieszka Dabrowiecka,N/A,N/A,N/A,N/A
Stuffed Fables,Kristen Pauline,Tregis,N/A,N/A,N/A
Citadels,Andrew Bosley,Jeff Brown (II),James Combridge,Amit Dutta,N/A
No Thanks!,Oliver Freudenreich,Dennis Lohausen,Atelier Löwentor,N/A,N/A
BattleLore,Miguel Coimbra,Cyrille Daujean,Julien Delval,Nicolas Fructus,Christophe Madura
Dawn of the Zeds (Third Edition),Clark Miller,N/A,N/A,N/A,N/A
Pandemic: The Cure,Bernard Bittler,Philippe Guérin,Chris Quilliams,N/A,N/A
Amun-Re,Isidre Monés,Franz Vohwinkel,N/A,N/A,N/A
Akropolis,Pauline Detraz,N/A,N/A,N/A,N/A
Zombie Kidz Evolution,Annick Lobet,Nikao,N/A,N/A,N/A
Imperial Struggle,Terry Leeds,N/A,N/A,N/A,N/A
Risk Legacy,Richard Edwards,Jason Taylor,N/A,N/A,N/A
Citadels,Cyrille Daujean,Julien Delval,Jesper Ejsing,Bruno Faidutti,N/A
Fantastic Factories,Joseph Z Chen,N/A,N/A,N/A,N/A
Black Rose Wars,Fernando Armentano,Tommaso Incecchi,Henning Ludvigsen,Giovanni Pirrotta,Paolo Scippo
Junk Art,Philippe Guérin,Chris Quilliams,N/A,N/A,N/A
Lords of Vegas,Steve Fastner,Rich Larson,Franz Vohwinkel,N/A,N/A
Charterstone,Lina Cossette,David Forest,N/A,N/A,N/A
Exit: The Game – Dead Man on the Orient Express,Silvia Christoph,Michaela Kienle,Sensit Communication GmbH,Claus Stephan,Franz Vohwinkel
Deus,Maëva da Silva,Christine Deschamps,Paul Laffond,Ian Parovel,N/A
Sheriff of Nottingham,John Guytan,Lorraine Schleter,David Sladek,N/A,N/A
Shadows over Camelot,Cyrille Daujean,Julien Delval,N/A,N/A,N/A
Shadows of Brimstone: City of the Ancients,Gaël Goumon,Jack Scott Hill,Ralph Horsley,Tomasz Jedruszek,N/A
Forbidden Desert,C. B. Canga,Tyler Edlin,N/A,N/A,N/A
Mansions of Madness,Christopher Burdett,Anders Finér,Henning Ludvigsen,N/A,N/A
Oceans,Guillaume Ducos,Catherine Hamilton,N/A,N/A,N/A
Blood Bowl (Third Edition),Wayne England,David Gallagher,Richard Wright,N/A,N/A
Descent: Journeys in the Dark,Jesper Ejsing,John Goodenough,Frank Walls,N/A,N/A
Hanabi,Antoine Bauza,Gérald Guerlais,Albertine Ralenti,N/A,N/A
Friday,Harald Lieske,Marcel-André Casasola Merkle,N/A,N/A,N/A
Bohnanza,Fréderic Bertrand,Marek Bláha,Andrea Boekhoff,Klemens Franz,N/A
Sea Salt & Paper,Lucien Derainne,Pierre-Yves Gallard,N/A,N/A,N/A
Undaunted: North Africa,Roland MacDonald,N/A,N/A,N/A,N/A
Canvas,Luan Huynh,N/A,N/A,N/A,N/A
Blood Bowl: Living Rulebook,Carl Critchlow,Wayne England,David Gallagher,Pete Knifton,Richard Wright
Woodcraft,Michal Peichl,N/A,N/A,N/A,N/A
Potion Explosion,Giulia Ghigini,N/A,N/A,N/A,N/A
Caper: Europe,Josh Emrich,N/A,N/A,N/A,N/A
Arkham Horror: The Card Game (Revised Edition),Christopher Hosch,Marcin Jakubowski,Ignacio Bazán Lazcano,Henning Ludvigsen,N/A
Ticket to Ride Legacy: Legends of the West,Cyrille Daujean,Julien Delval,N/A,N/A,N/A
Betrayal Legacy,Scott Okumura,Ben Oliver,N/A,N/A,N/A
"Labyrinth: The War on Terror, 2001 – ?",Donal Hegarty,Rodger B. MacGowan,Leland Myrick,Volko Ruhnke,Mark Simonitch
Imhotep,Miguel Coimbra,Michaela Kienle,N/A,N/A,N/A
MicroMacro: Crime City – Full House,Daniel Goll,Tobias Jochinke,Johannes Sich,N/A,N/A
1775: Rebellion,Jarek Nocoń,Steve Paschal,N/A,N/A,N/A
Raptor,Vincent Dutrait,N/A,N/A,N/A,N/A
Argent: The Consortium,Jennifer Easley,Eunice Abigael Tiu,N/A,N/A,N/A
Railroad Ink: Deep Blue Edition,Marta Tranquilli,N/A,N/A,N/A,N/A
1846: The Race for the Midwest,Chris Lawson,Rodger B. MacGowan,Kurt Miller,Mark Simonitch,John Tamplin
CATAN,Volkan Baga,Tanja Donner,Pete Fenlon,Jason Hawkins,N/A
Freedom: The Underground Railroad,Jarek Nocoń,Steve Paschal,N/A,N/A,N/A
High Society,Mateusz Bielski,Medusa Dollmaker,Wesly Gibs,Dahee Lee,N/A
Blackout: Hong Kong,Chris Quilliams,N/A,N/A,N/A,N/A
Thurn and Taxis,Michael Menzel,N/A,N/A,N/A,N/A
The LOOP,Simon Caruso,N/A,N/A,N/A,N/A
Imperium: Legends,Mihajlo Dimitrievski,N/A,N/A,N/A,N/A
Port Royal,Klemens Franz,Atanas Lozanski,N/A,N/A,N/A
Expeditions,Jakub Rozalski,N/A,N/A,N/A,N/A
Escape Plan,Ian O'Toole,N/A,N/A,N/A,N/A
Libertalia: Winds of Galecrest,Lamaro Smith,N/A,N/A,N/A,N/A
Small World Underground,Miguel Coimbra,N/A,N/A,N/A,N/A
Ingenious,Michaela Kienle,Fabio Maiorana,Scott Nicely,Simone Peruzzi,Nick Whyles
Alhambra,Jörg Asselborn,Jo Hartwig,Patricia Limberger,Christof Tisch,N/A
Star Wars: X-Wing (Second Edition),Jay Little,N/A,N/A,N/A,N/A
First Class: All Aboard the Orient Express!,Michael Menzel,N/A,N/A,N/A,N/A
Fleet: The Dice Game,Marius Janusonis,Nolan Nasser,N/A,N/A,N/A
London,Mike Atkinson,Natalia Borek,Peter Dennis,Simon Jannerland,Przemysław Sobiecki
TZAAR,Kris Burm,lu'cifer,N/A,N/A,N/A
Zombicide: 2nd Edition,Édouard Guiton,Thierry Masson,Eric Nouhaut,N/A,N/A
The Grizzled,Tignous,N/A,N/A,N/A,N/A
Archipelago,Vincent Boulanger,Ismaël Pommaz,Chris Quilliams,N/A,N/A
The Fox in the Forest,Jennifer L. Meyer,Keith Pishnery,N/A,N/A,N/A
Love Letter: Premium Edition,Kali Fitzgerald,Andrew Hepworth,Jeff Himmelman,Scott Nicely,N/A
Libertalia,Ben Carre,Stéphane Gantiez,N/A,N/A,N/A
Time's Up! Title Recall!,N/A,N/A,N/A,N/A,N/A
Legends of Andor,Michaela Kienle,Michael Menzel,N/A,N/A,N/A
Wabash Cannonball,Michael Menzel,Todd Sanders,N/A,N/A,N/A
Sushi Go!,Nan Rangsima,Tobias Schweiger,Phil Walker-Harding,N/A,N/A
Madeira,Mariano Iannelli,N/A,N/A,N/A,N/A
Airlines Europe,Christian Fiore,N/A,N/A,N/A,N/A
RoboRally,Peter Bergting,Bob Carasca,Phil Foglio,Daniel Gelon,N/A
Euphoria: Build a Better Dystopia,Jacqui Davis,N/A,N/A,N/A,N/A
Discworld: Ankh-Morpork,Peter Dennis,Paul Kidby,Ian Mitchell,Bernard Pearson,N/A
Nova Luna,Lukas Siegmon,N/A,N/A,N/A,N/A
Camel Up,Dennis Lohausen,Chris Quilliams,N/A,N/A,N/A
Unmatched: Little Red Riding Hood vs. Beowulf,Marc Aspinall,Ian O'Toole,N/A,N/A,N/A
Elysium,John McCambridge,N/A,N/A,N/A,N/A
Valeria: Card Kingdoms,Mihajlo Dimitrievski,N/A,N/A,N/A,N/A
Vikings,Harald Lieske,Michael Menzel,N/A,N/A,N/A
Aquatica,Irina Kuzmina,Andrew Modestov,Oleg Proshin,Artur Varenyev,Marat Zakirov
QE,Anca Gavril,N/A,N/A,N/A,N/A
Runebound (Third Edition),WiL Springer,N/A,N/A,N/A,N/A
Pax Renaissance: 2nd Edition,Josefin Strand,N/A,N/A,N/A,N/A
One Night Ultimate Werewolf,Gus Batts,N/A,N/A,N/A,N/A
Las Vegas,Harald Lieske,Markus Schmuck,Mia Steingräber,N/A,N/A
Last Will,Tomáš Kučerovský,N/A,N/A,N/A,N/A
Etherfields,Ewa Labak,Michał Sałata,N/A,N/A,N/A
Sentinels of the Multiverse,Adam Rebottaro,N/A,N/A,N/A,N/A
Space Empires 4X,Rodger B. MacGowan,Mark Simonitch,N/A,N/A,N/A
Karuba,Claus Stephan,N/A,N/A,N/A,N/A
In the Hall of the Mountain King,Josh Cappel,Kwanchai Moriya,N/A,N/A,N/A
Jamaica,Mathieu Leyssenne,N/A,N/A,N/A,N/A
Atlantis Rising (Second Edition),Vincent Dutrait,N/A,N/A,N/A,N/A
The Lord of the Rings: The Card Game – Revised Core Set,Even Mehl Amundsen,Erfian Asafat,Tiziano Baracchi,Ryan Barger,N/A
Roads & Boats,Herman Haverkort,Tamara Jannink,N/A,N/A,N/A
Taj Mahal,Atha Kanaani,Bree Lindsoe,Franz Vohwinkel,N/A,N/A
Tales of the Arabian Nights,Peter Gifford,Dan Harding,N/A,N/A,N/A
StarCraft: The Board Game,Kevin Childress,Andrew Navaro,Scott Nicely,Brian Schomburg,N/A
