Title,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5
Empires,Nate Abell,N/A,N/A,N/A,N/A
Critical Mass: Patriot vs Iron Curtain,Víctor Pérez Corbella,Stephen Gibson,John Guytan,Dimas Wijil Pamungkas,N/A
Dicetopia,Anthony Cournoyer,N/A,N/A,N/A,N/A
Guardians,N/A,N/A,N/A,N/A,N/A
Eiyo,Matthew Mizak,N/A,N/A,N/A,N/A
Basari: Das Kartenspiel,Stefan Theurer,N/A,N/A,N/A,N/A
Gates of Delirium,George Cotronis,N/A,N/A,N/A,N/A
Leviathans,Doug Chaffee,N/A,N/A,N/A,N/A
Tales of Evil,Virginia Chiabotti,Davide Corsi,Sebastiano Fiorillo,Fabio Rizzo,N/A
"Elusive Victory: The Air War over the Suez Canal, 1967-1973",Lee Brimmicombe-Wood,Nicolás Eskubi,Rodger B. MacGowan,Philip A. Markgraf,N/A
Yak,Chris Quilliams,N/A,N/A,N/A,N/A
Magic: The Gathering – Heroes of Dominaria Board Game,N/A,N/A,N/A,N/A,N/A
The Walking Dead: No Sanctuary,Giorgio De Michele,N/A,N/A,N/A,N/A
Dragon Rampage,Cyril Van Der Haegen,N/A,N/A,N/A,N/A
18MS: The Railroads Come to Mississippi,N/A,N/A,N/A,N/A,N/A
The Spanish Civil War 1936-1939,Charles Kibler,Rodger B. MacGowan,N/A,N/A,N/A
Dungeons & Dragons: The Yawning Portal,N/A,N/A,N/A,N/A,N/A
Svea Rike,N/A,N/A,N/A,N/A,N/A
Prawo Dżungli,N/A,N/A,N/A,N/A,N/A
Timeline: Polska,Agnieszka Dabrowiecka,N/A,N/A,N/A,N/A
Let's Make a Bus Route: The Dice Game,Takako Takarai,N/A,N/A,N/A,N/A
Anansi,Dayo Baiyegunhi,Emmanuel Mdlalose,N/A,N/A,N/A
Brandon the Brave,Michael Menzel,N/A,N/A,N/A,N/A
Adventure Time Fluxx,Ian McGinty,N/A,N/A,N/A,N/A
Chancellorsville 1863,Sean Cooke,N/A,N/A,N/A,N/A
Block Mania,Dave Andrews,Chris Baker,Colin Dixon,Brett Ewins,N/A
Wrath of Dragons,N/A,N/A,N/A,N/A,N/A
OrganATTACK!,Nick Seluk,N/A,N/A,N/A,N/A
Heroes of Barcadia,Madison O'Neil,N/A,N/A,N/A,N/A
Facts in Five,N/A,N/A,N/A,N/A,N/A
"Raiders of the Deep: U-boats of the Great War, 1914-18",Ian B. Cooper,Knut Grünitz,N/A,N/A,N/A
Extrablatt,N/A,N/A,N/A,N/A,N/A
Ylandyss,Susana Conde,Hector Herrera,David Montero,Bernat Muntés,N/A
Città-Stato,Yaroslav Radetskyi,N/A,N/A,N/A,N/A
Posthuman Saga,Mark Casha,Arjuna Susini,N/A,N/A,N/A
Dystopian Wars: Core Rulebook,Robin Carey,Chris Drew,David Kidd,Jonathan La Trobe-Lewis,N/A
AFU: Armed Forces of Ukraine,Volodymyr Semeniv,N/A,N/A,N/A,N/A
Ghostel,Tyler Johnson,N/A,N/A,N/A,N/A
Medici: The Dice Game,Vincent Dutrait,N/A,N/A,N/A,N/A
Mazescape: Ariadne,Joan Guardiet,Álex Santaló,N/A,N/A,N/A
Reload,Chris Byer,Jacqui Davis,N/A,N/A,N/A
The Battle of the Bulge,Jean Baer,Rodger B. MacGowan,Dale Sheaffer,Mick Uhl,N/A
Ducks in Tow,Andrew Bosley,N/A,N/A,N/A,N/A
Trollhalla,Ryan Laukat,N/A,N/A,N/A,N/A
Qwixx Card Game,Oliver Freudenreich,Sandra Freudenreich,N/A,N/A,N/A
Sicily II,Dean Essig,N/A,N/A,N/A,N/A
Risk: Star Wars – Clone Wars Edition,N/A,N/A,N/A,N/A,N/A
Such a Thing?,Res Brandenberger,Urs Hostettler,Katie McCaskill,N/A,N/A
Ratzzia,Núria Aparicio,N/A,N/A,N/A,N/A
ORC,Mihajlo Dimitrievski,Chris Handy (I),N/A,N/A,N/A
Trial of the Temples,Maisherly,N/A,N/A,N/A,N/A
Wutaki,David Rimbach,N/A,N/A,N/A,N/A
Vampire: Prince of the City,Samuel Araya,Pauline Benney,Avery Butterworth,Becky Jollensten,N/A
Apocalypse Chaos,Lorenzo Mastroianni,Ben Nelson,N/A,N/A,N/A
Colors of Kasane,Xavier Gueniffey Durin,舟岡 (Hunaoka),Satsuki Nakayama (ナカヤマ皐月),N/A,N/A
Legion of Honor,Jean Baptiste Édouard Detaille,Theodore Gericault,"Icebreaker, LLC",Timothy Schleif,Robert Tunstall
Loot N Run,NILS,N/A,N/A,N/A,N/A
Was'n das?,Schelenz.Design,N/A,N/A,N/A,N/A
Warehouse 51,Rafael Zanchetin,N/A,N/A,N/A,N/A
DRCongo,Marco Primo,N/A,N/A,N/A,N/A
Plato 3000,Steven Bagatzky,N/A,N/A,N/A,N/A
A Touch of Evil: Dark Gothic – Colonial Horror,Jack Scott Hill,Brian Snoddy,N/A,N/A,N/A
Paupers' Ladder,Paul Stapleton,N/A,N/A,N/A,N/A
Vikings on Board,Maëva da Silva,Christine Deschamps,Tomasz Larek,N/A,N/A
Mi Tierra: New Era,Cristián González,N/A,N/A,N/A,N/A
Ascension: Eternal,Rod Mendez,Aaron Nakahara,Jakub Rebelka,Eric Sabee,N/A
Quarantine,Michael Christopher,N/A,N/A,N/A,N/A
The Stygian Society,Jacqui Davis,N/A,N/A,N/A,N/A
Time's Up! Kids,Éric Azagury,N/A,N/A,N/A,N/A
Bridge City Poker,Shea Satterlee,Caleb Sohigian,N/A,N/A,N/A
World War II: European Theater of Operations,Jeff Easley,N/A,N/A,N/A,N/A
Ladder 29,Andy Jewett,N/A,N/A,N/A,N/A
Tahiti,Chuck Whelon,N/A,N/A,N/A,N/A
Ninja Taisen,Florent Maudoux,Shigeto Murata,N/A,N/A,N/A
Nanuk,Alex Fernandez (I),N/A,N/A,N/A,N/A
SiXeS,Uildrim,N/A,N/A,N/A,N/A
The Mystic Wood,Kenn Nishiuye,Polly Wilson,N/A,N/A,N/A
Resident Evil Deck Building Game: Mercenaries,Jak L. Hueng,N/A,N/A,N/A,N/A
Waterfall Park,Umeshu Lovers,N/A,N/A,N/A,N/A
Mechwarrior: Dark Age,Sandra Garavito,Ethan Pasternack,Kevin Perrine,N/A,N/A
Kung Fu Fighting,Cliff Bohm,Peter Nguyen,N/A,N/A,N/A
Saboteur: The Lost Mines,Alexander Jung,N/A,N/A,N/A,N/A
