Title,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5
Waterworks,N/A,N/A,N/A,N/A,N/A
Risky Strategy,N/A,N/A,N/A,N/A,N/A
Block Arena,N/A,N/A,N/A,N/A,N/A
The Italian Campaign: Anzio,Mark Simonitch,N/A,N/A,N/A,N/A
Escape from Sunset Island:  Zombie Apocalypse Simulator,Robert Straker,N/A,N/A,N/A,N/A
Junior Alias,Disney Anon,N/A,N/A,N/A,N/A
Schraumen,Res Brandenberger,N/A,N/A,N/A,N/A
Flinke Flitzer,Sabine Lohf,N/A,N/A,N/A,N/A
The Mutiny on Little Blue,Kari Sortland,N/A,N/A,N/A,N/A
Epic Roll,Mark Soderwall,Kevin Toft,N/A,N/A,N/A
Tetris Speed,N/A,N/A,N/A,N/A,N/A
Quicksand,N/A,N/A,N/A,N/A,N/A
Joust,Martin Abel,Denis Martynets,N/A,N/A,N/A
NichtLustig: Labor Chaos,Anke Pohl,Thilo Rick,Joscha Sauer,N/A,N/A
Jochen der Rochen,Neuland ID,N/A,N/A,N/A,N/A
Laborigines,N/A,N/A,N/A,N/A,N/A
Trolls in the Pantry,N/A,N/A,N/A,N/A,N/A
Oust,N/A,N/A,N/A,N/A,N/A
Eckolo,Ingo Fremer,Stefanie Keppler,N/A,N/A,N/A
Time After Time,Oliver Freudenreich,N/A,N/A,N/A,N/A
Maginor,Scott James,Brian Schomburg,N/A,N/A,N/A
Bejeweled Frenzy,N/A,N/A,N/A,N/A,N/A
Oregon Trail,Gene Day,Steven J. Ulberg,N/A,N/A,N/A
Night of the Grand Octopus,Jean-Baptiste Reynaud,N/A,N/A,N/A,N/A
"10-Four, Good Buddy",N/A,N/A,N/A,N/A,N/A
Scabs `N` Guts,N/A,N/A,N/A,N/A,N/A
Challenge Yahtzee,N/A,N/A,N/A,N/A,N/A
Burger Battle,N/A,N/A,N/A,N/A,N/A
Park and Shop,N/A,N/A,N/A,N/A,N/A
Numbers Up,N/A,N/A,N/A,N/A,N/A
Formula C Minus,Chuck Wilhelm,N/A,N/A,N/A,N/A
Daemonibus,N/A,N/A,N/A,N/A,N/A
1848,N/A,N/A,N/A,N/A,N/A
Are You Normal?,(Uncredited),N/A,N/A,N/A,N/A
Fireball Island: Race to Adventure,Víctor Pérez Corbella,George Doutsiopoulos,Jason Taylor,N/A,N/A
Masterline,Gwen Vibancos,N/A,N/A,N/A,N/A
Saipan,Joy Cohn,Joe Youst,N/A,N/A,N/A
Wreckage,Jesper Ejsing,William McAusland,Scott Nicely,N/A,N/A
Vulture Culture,Joanna Bulowska,Alexis Schmidt,N/A,N/A,N/A
Monopoly: Spider-Man Collector's Edition,N/A,N/A,N/A,N/A,N/A
Advanced Dungeons & Dragons Battlesystem Skirmishes,N/A,N/A,N/A,N/A,N/A
Spider & Fly,N/A,N/A,N/A,N/A,N/A
Inquisitio,Julianna Heimoranta,Antti Löytynoja,Juho Paaso-Rantala,N/A,N/A
Great Western Railway Game,N/A,N/A,N/A,N/A,N/A
Castellers!,Albert Monteys,N/A,N/A,N/A,N/A
Guess in 10: Animal Planet,N/A,N/A,N/A,N/A,N/A
Leonardo,(Uncredited),N/A,N/A,N/A,N/A
Wizard Würfelspiel,Franz Vohwinkel,N/A,N/A,N/A,N/A
Schleck und weg!!,Victor Boden,N/A,N/A,N/A,N/A
Golden Trivia Game: M*A*S*H Edition,N/A,N/A,N/A,N/A,N/A
Cup of Bluff,Cyril Bouquet,N/A,N/A,N/A,N/A
Marauders,N/A,N/A,N/A,N/A,N/A
Wing Commander,Alan Gutierrez,W. J. Hodgson,Gary A. Kalin,Alan Rabinowitz,Michael Scott
Colony Clash: Insect Warfare,N/A,N/A,N/A,N/A,N/A
"It's the Great Pumpkin, Charlie Brown",Charles M. Schulz,N/A,N/A,N/A,N/A
Disney Club Penguin Trading Card Game,N/A,N/A,N/A,N/A,N/A
Pirate and Traveler,N/A,N/A,N/A,N/A,N/A
Ogre Under,Forrest-Pruzan Creative,N/A,N/A,N/A,N/A
Ice Cream,Paul Herbert,N/A,N/A,N/A,N/A
The Game Box: Family Feud,(Uncredited),N/A,N/A,N/A,N/A
Vector 3: Tactical Space Combat in Three Dimensions,Rick Bryant,Redmond A. Simonsen,Charles Vess,N/A,N/A
Star Wars: Duels Card Game,Kevin Hill (II),N/A,N/A,N/A,N/A
Penny Arcade: Paint The Line ECG – Red Tide,Mike Krahulik,Kiko Villasenor,N/A,N/A,N/A
Oskar,N/A,N/A,N/A,N/A,N/A
Tangled Timelines,Bryce Cook,Ilustragus,N/A,N/A,N/A
Papa Bear,Oliver Freudenreich,N/A,N/A,N/A,N/A
St. Noire,N/A,N/A,N/A,N/A,N/A
Colony,N/A,N/A,N/A,N/A,N/A
Evo,N/A,N/A,N/A,N/A,N/A
Nothing So Well Lost: The Siege of Rhodes 1522,Ilya Kudriashov,Mark Mahaffey,N/A,N/A,N/A
Goosebumps: One Day at Horrorland Game,N/A,N/A,N/A,N/A,N/A
Zimbbos!,N/A,N/A,N/A,N/A,N/A
"Zombies, Run! The Board Game",Kascha Sweeney,N/A,N/A,N/A,N/A
Eyetoons,N/A,N/A,N/A,N/A,N/A
Dylan Dog,N/A,N/A,N/A,N/A,N/A
Zoon,Robert Cepo,N/A,N/A,N/A,N/A
Bells of War: Conquest Series,N/A,N/A,N/A,N/A,N/A
Bitwy XXI Wieku,N/A,N/A,N/A,N/A,N/A
Celebrity Head,N/A,N/A,N/A,N/A,N/A
BattleBoard,N/A,N/A,N/A,N/A,N/A
Kingdom Quest,N/A,N/A,N/A,N/A,N/A
Factum,Marcin Wolski,N/A,N/A,N/A,N/A
POOP: Party Pooper Edition,Blaise Sewell,N/A,N/A,N/A,N/A
At Full Throttle,Marco Echevarria,Ian Fortin,Thies Schwarz,N/A,N/A
Pirates' Blast,Guido Hoffmann,N/A,N/A,N/A,N/A
Drachenjäger von Xorlosch,N/A,N/A,N/A,N/A,N/A
Sangoku,Dann May,Sara Richard,N/A,N/A,N/A
Trivial Pursuit: All American Edition,N/A,N/A,N/A,N/A,N/A
Sparta,Claus Stephan,N/A,N/A,N/A,N/A
Baffle Gab,N/A,N/A,N/A,N/A,N/A
Celebrity Taboo,N/A,N/A,N/A,N/A,N/A
UNO: Hello Kitty,N/A,N/A,N/A,N/A,N/A
Scene It? Comedy Movies,N/A,N/A,N/A,N/A,N/A
"Trust Me, I'm a Doctor",N/A,N/A,N/A,N/A,N/A
ZomBee,Michael Verhülsdonk,N/A,N/A,N/A,N/A
Athens,Carolmind,N/A,N/A,N/A,N/A
Star Wars: Galaxy Rebellion,Paul Windle,N/A,N/A,N/A,N/A
Maya Madness,Red Hansen,N/A,N/A,N/A,N/A
Fantasy,N/A,N/A,N/A,N/A,N/A
Orcz,Louis Frank,Fredd Gorham,Ian Hoegfelt,Chad Jasper,N/A
PAC-MAN Card Game,N/A,N/A,N/A,N/A,N/A
Nick at Nite Classic TV Trivia Game,N/A,N/A,N/A,N/A,N/A
Frog Juice,Annie Campbell,N/A,N/A,N/A,N/A
Monopoly: Ultimate Banking,N/A,N/A,N/A,N/A,N/A
Power Barons,N/A,N/A,N/A,N/A,N/A
Hot Potato,Jenn Silverman,N/A,N/A,N/A,N/A
Trap Door,N/A,N/A,N/A,N/A,N/A
4th Dimension,N/A,N/A,N/A,N/A,N/A
LEGO Frog Rush,N/A,N/A,N/A,N/A,N/A
