Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Quirk!,5.508,6.73,41,N/A,2017,0.0,2,6,15,30,7,N/A,N/A
"DMZ: The Battle for South Korea, late 1970s",5.508,6.02,32,N/A,1977,2.0,2,2,2,2,12,Wargames,N/A
On Fire!!!,5.508,6.16,35,N/A,2017,1.5,2,4,30,60,8,N/A,N/A
Jask,5.508,6.19,37,N/A,2010,1.67,2,4,N/A,N/A,8,N/A,N/A
Bunker Hill,5.508,5.91,87,N/A,1995,3.0,2,2,120,120,12,Wargames,N/A
Defeat Into Victory: The Final Campaigns in Burma,5.508,6.47,36,N/A,2012,3.45,2,2,180,180,12,Wargames,N/A
America's Cup,5.508,5.91,45,N/A,2003,2.6,2,6,60,60,13,N/A,N/A
Kumbu: Dubbelzijdig Kaartspel,5.508,6.08,38,N/A,2012,1.2,2,8,10,10,5,N/A,N/A
Mückenstich,5.508,5.72,73,N/A,1999,1.8,3,6,30,30,9,N/A,N/A
Dice & Dragons,5.508,5.74,113,N/A,2018,1.0,1,5,20,30,8,N/A,N/A
Sabotage,5.508,5.92,39,N/A,1963,1.2,2,4,30,30,10,Abstract,N/A
Modern Society,5.508,5.56,154,N/A,2009,2.11,3,5,60,60,10,Strategy,N/A
EXIT Kids: Code Breaker,5.508,5.72,54,N/A,2018,2.0,1,4,15,15,7,N/A,N/A
"Battle of the Wilderness: Gaining the Initiative, May 5-6, 1864",5.508,6.01,41,N/A,1975,2.38,1,2,120,120,12,Wargames,N/A
Einfach tierisch,5.508,5.91,44,N/A,2011,1.0,2,5,20,20,8,N/A,N/A
Aviation Tycoon,5.508,5.75,48,25.99,2017,2.0,2,5,60,60,14,N/A,N/A
Compact Bowling,5.508,5.88,55,N/A,2015,1.33,2,8,15,30,6,N/A,N/A
Machi,5.508,5.92,51,N/A,2008,2.2,3,5,90,90,10,N/A,N/A
FrogFlip,5.508,5.87,43,N/A,2013,1.0,2,2,15,15,8,N/A,N/A
National Parks Get Wild,5.508,5.78,44,N/A,2020,1.0,3,6,20,20,6,N/A,N/A
Blood & Steel,5.508,5.91,67,N/A,1999,2.17,2,2,120,150,12,Wargames,N/A
Korruptivity,5.508,6.15,35,N/A,2009,2.33,2,6,60,60,12,N/A,N/A
Agora,5.508,6.14,31,N/A,1996,1.89,2,2,20,20,10,Abstract,N/A
Shabadabada,5.508,5.62,181,N/A,2002,1.0,4,16,45,45,8,N/A,N/A
Thrill,5.508,5.88,46,N/A,1996,1.17,2,6,20,20,N/A,N/A,N/A
Catalogue,5.508,6.0,40,N/A,2014,1.0,2,8,5,5,5,N/A,N/A
WrestAngel,5.508,6.41,52,N/A,2006,1.36,2,10,30,30,6,N/A,N/A
"Marengo: Morning Defeat, Afternoon Victory",5.508,5.98,34,N/A,2010,2.8,1,2,60,60,12,Wargames,N/A
The Golfing Dead,5.508,6.17,32,N/A,2017,1.0,2,4,30,30,7,N/A,N/A
LEGO Soccer,5.508,5.78,82,N/A,2000,1.0,2,2,10,10,8,N/A,N/A
Maunz Maunz,5.508,5.91,59,N/A,2004,1.22,2,5,10,10,5,Children's,N/A
Battleship Shots,5.508,6.08,35,22.79,2019,1.0,2,2,N/A,N/A,8,N/A,N/A
Lucky Sock Dip: The Card Game,5.507,5.93,63,N/A,2009,1.0,2,6,10,10,4,Children's,N/A
Homeworld Fleet Command,5.507,5.79,72,N/A,2023,3.33,1,4,N/A,N/A,N/A,Wargames,N/A
Terrene Odyssey,5.507,6.34,45,N/A,2015,2.5,2,4,20,20,12,N/A,N/A
Dungeons Of Draggmar,5.507,6.3,126,N/A,2022,2.0,1,4,10,45,13,N/A,N/A
That's It!,5.507,5.8,123,N/A,2013,1.0,3,99,15,15,10,N/A,N/A
Dreams for Rebel Girls,5.507,5.71,94,N/A,2020,1.33,2,99,20,20,8,N/A,N/A
Chartbuster,5.507,6.78,42,N/A,1970,1.67,2,6,120,120,N/A,N/A,N/A
Western Front,5.507,6.04,44,N/A,2016,2.0,2,2,20,40,8,N/A,N/A
