Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Where Eagles Dare: The Battle for Hell's Highway,5.702,8.26,200,N/A,2011,3.48,2,2,120,2400,N/A,Wargames,N/A
Hannin Wa Odoru,5.702,6.46,715,N/A,2013,1.16,3,8,10,10,8,Party,N/A
Karuba: The Card Game,5.702,6.32,763,N/A,2017,1.25,2,6,10,15,8,Family,N/A
Mosby's Raiders: Guerilla Warfare in the Civil War,5.702,6.66,508,N/A,1985,2.53,1,1,120,120,12,Wargames,N/A
Mr. Madison's War: The Incredible War of 1812,5.702,7.39,278,129.95,2012,2.74,2,2,150,240,14,Wargames,N/A
Dice Manor,5.702,6.82,419,42.13,2023,1.88,2,4,30,45,14,N/A,N/A
Braggart,5.702,6.29,946,N/A,2010,1.21,2,6,30,30,10,Family,Party
The Alpha,5.702,6.65,557,N/A,2020,1.37,3,6,20,45,10,Family,N/A
Next War: India-Pakistan,5.702,7.97,238,N/A,2015,4.15,2,2,240,480,12,Wargames,N/A
Town 77,5.702,6.69,469,N/A,2023,1.75,1,5,15,15,9,N/A,N/A
Tales of the Northlands: The Sagas of Noggin the Nog,5.702,7.46,280,N/A,2018,3.69,1,4,120,150,8,Strategy,N/A
Shitenno,5.702,6.69,451,N/A,2011,2.73,2,4,60,60,12,Strategy,N/A
Kodama Duo,5.702,6.68,497,N/A,2018,1.77,2,N/A,30,30,14,Family,N/A
Recto Verso,5.702,6.86,410,N/A,2021,1.13,2,6,30,30,8,N/A,N/A
Evil High Priest,5.702,7.02,373,N/A,2018,2.63,2,5,40,90,14,Strategy,N/A
"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",5.702,7.78,250,109.95,2016,4.03,2,2,120,2400,12,Wargames,N/A
Doctor Who: Solitaire Story Game,5.701,7.97,280,N/A,2009,2.64,1,1,45,45,11,Thematic,N/A
Atlanta Is Ours,5.701,8.55,175,N/A,2018,3.67,1,2,60,7920,N/A,Wargames,N/A
