Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Boomtown,6.052,6.53,2691,N/A,2004,1.69,3,5,30,30,10,Family,N/A
Small Samurai Empires,6.052,7.57,860,25.0,2020,2.76,2,4,45,90,13,Strategy,N/A
Warmachine Prime Mk II,6.052,7.76,797,N/A,2010,3.72,2,4,60,60,12,Thematic,Wargames
Pax Viking,6.051,7.09,1255,60.74,2021,3.29,1,6,60,90,12,Strategy,N/A
Second Chance,6.051,6.65,2267,N/A,2019,1.15,1,6,10,15,8,Family,N/A
Cave Troll,6.051,6.41,3863,N/A,2002,1.98,2,4,20,60,10,Strategy,Thematic
Avenue,6.05,6.82,1649,N/A,2016,1.39,1,10,15,15,8,Family,N/A
Mystery Express,6.05,6.55,2630,N/A,2010,2.66,3,5,60,90,12,Family,N/A
Marvel United: Spider-Geddon,6.05,8.32,573,26.61,2023,1.8,1,5,40,40,14,N/A,N/A
Kinfire Delve: Callous' Lab,6.05,8.15,643,N/A,2024,2.14,1,2,60,60,14,N/A,N/A
Harvest Dice,6.05,6.62,2305,14.99,2017,1.34,2,4,15,30,8,Family,N/A
Deckscape: Heist in Venice,6.049,6.65,2014,14.01,2018,1.64,1,6,30,90,12,Thematic,N/A
EXIT: The Game – Advent Calendar: The Silent Storm,6.049,7.9,659,39.62,2022,1.93,1,4,45,800,10,Thematic,N/A
Happy City,6.049,6.58,2607,N/A,2021,1.27,2,5,20,30,10,Family,N/A
Dokmus,6.049,7.03,1286,N/A,2016,2.08,2,4,20,40,10,Abstract,Strategy
Rustling Leaves,6.048,6.9,1511,N/A,2020,1.63,2,6,20,20,8,Family,N/A
Mobile Markets: A Smartphone Inc. Game,6.048,7.12,1117,33.89,2021,2.79,1,4,40,80,14,Strategy,N/A
18CZ,6.048,7.64,774,N/A,2017,4.16,2,6,250,250,12,Strategy,N/A
Dig Your Way Out,6.048,7.2,1228,N/A,2019,2.09,2,6,40,45,14,Strategy,N/A
Lucky Numbers,6.047,6.39,4078,22.99,2012,1.14,1,4,20,20,8,Abstract,Family
Epic Card Game,6.047,6.4,4985,14.99,2015,2.52,2,4,20,40,13,Customizable,N/A
Gunkimono,6.047,6.97,1328,N/A,2018,1.92,2,5,45,60,10,Abstract,N/A
Legendary: A James Bond Deck Building Game,6.047,7.78,746,N/A,2019,2.44,1,5,45,45,14,Thematic,N/A
Subastral,6.047,7.15,1124,23.85,2021,1.61,2,5,15,30,10,Family,N/A
Pack & Stack,6.047,6.45,3204,N/A,2008,1.27,3,6,30,45,10,Family,N/A
HATE,6.047,7.66,1126,N/A,2019,2.49,2,6,60,120,18,Thematic,N/A
Let's Make a Bus Route,6.046,7.25,1018,N/A,2018,1.96,2,5,20,30,10,Family,N/A
Truffle Shuffle,6.045,6.85,1572,22.79,2020,1.32,2,4,15,30,14,Family,N/A
One Night Ultimate Vampire,6.045,6.64,2263,19.77,2016,1.59,3,10,10,10,8,Party,N/A
Wiz-War,6.045,6.86,1665,N/A,1983,2.0,2,4,60,60,10,Thematic,N/A
Funny Friends,6.045,6.51,2725,N/A,2005,2.27,2,6,60,60,16,Thematic,N/A
TurfMaster,6.045,7.25,1059,N/A,1998,1.95,2,8,75,75,10,Family,Thematic
Megaland,6.045,6.62,2283,N/A,2018,1.84,2,5,20,20,8,Family,N/A
Palazzo,6.045,6.54,2514,N/A,2005,2.06,2,4,60,60,10,Strategy,N/A
AQUA: Biodiversity in the Oceans,6.044,7.21,1113,39.99,2024,2.1,1,4,30,45,8,Family,N/A
Muse,6.044,6.59,2431,24.99,2017,1.11,2,12,30,30,10,Party,N/A
Ghost Blitz 2,6.044,6.73,2038,N/A,2012,1.18,2,8,30,30,8,Family,Party
Savernake Forest,6.044,7.08,1309,N/A,2023,1.27,2,4,20,40,10,Family,N/A
Triqueta,6.044,6.86,1556,N/A,2023,1.33,2,5,20,30,7,Family,N/A
Unlock!: Escape Adventures – The Island of Doctor Goorse,6.044,6.65,2016,18.99,2017,2.96,2,6,60,60,10,Thematic,N/A
Tesseract,6.043,7.45,904,38.49,2023,2.38,1,4,60,60,14,Abstract,N/A
Basari,6.043,6.74,1745,N/A,1998,1.84,3,4,25,25,10,Family,Strategy
Sea Dragons,6.043,7.39,1008,N/A,2023,1.97,2,5,30,45,8,Abstract,Family
Sword & Sorcery: Ancient Chronicles,6.043,8.31,742,80.99,2021,4.41,1,5,60,180,12,Thematic,N/A
Cosmic Encounter,6.042,7.22,1088,66.59,1991,2.64,3,6,60,60,N/A,Strategy,Thematic
Bloodstones,6.042,7.5,898,N/A,2023,2.86,1,6,60,180,14,Wargames,N/A
Key Harvest,6.042,6.71,1836,N/A,2007,3.03,2,4,90,90,10,Strategy,N/A
Dragon's Gold,6.042,6.43,3368,9.99,2001,1.69,3,6,45,45,10,Family,N/A
City of the Living,6.042,6.68,1929,N/A,2013,2.53,2,4,60,60,13,Strategy,N/A
Skull Tales: Full Sail!,6.041,7.78,1004,N/A,2019,3.92,1,5,60,150,14,Thematic,N/A
Voodoo Prince,6.041,7.08,1137,N/A,2017,1.59,2,5,20,20,8,Family,N/A
The City,6.04,6.52,2577,N/A,2011,1.56,2,5,30,30,10,Family,N/A
Trash Pandas,6.04,6.54,3060,12.89,2017,1.42,2,4,15,20,8,Family,N/A
Power Plants,6.04,7.13,1203,N/A,2022,2.51,1,5,30,30,8,Abstract,N/A
Power Grid: The Card Game,6.04,6.66,2048,21.82,2016,2.4,2,6,45,60,12,Strategy,N/A
Cascadia: Rolling Rivers,6.04,7.21,1074,24.99,2024,2.0,1,4,15,30,10,N/A,N/A
Sunrise Lane,6.04,7.05,1220,25.94,2023,1.52,2,4,45,45,8,Family,N/A
Coldwater Crown,6.04,7.2,1082,39.99,2017,2.23,1,4,40,90,13,Strategy,N/A
Onward to Venus,6.039,6.86,1493,N/A,2014,2.63,2,5,90,120,13,Strategy,N/A
Commands & Colors: Medieval,6.039,8.24,611,N/A,2019,2.48,2,2,60,120,12,Wargames,N/A
