Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Cranium: Disney Family Edition,5.505,5.68,62,N/A,2010,1.0,4,99,40,40,8,N/A,N/A
Piranhas,5.505,5.85,159,N/A,2012,1.0,2,4,20,20,8,Family,N/A
Karty Dżentelmenów: Epizod Czwarty,5.505,6.07,31,N/A,2017,1.0,3,15,20,30,18,N/A,N/A
Bears in Barrels,5.505,5.74,77,N/A,2019,1.0,4,8,10,10,7,N/A,N/A
The Perfect Heist,5.505,5.86,89,N/A,2013,2.0,3,6,60,60,14,N/A,N/A
Lupusburg,5.505,5.52,196,N/A,2008,1.69,4,8,20,40,8,N/A,N/A
MUD,5.505,6.19,46,N/A,2020,2.0,2,6,20,40,14,N/A,N/A
Monopoly Arcade: Pac-Man,5.505,6.11,45,N/A,2020,1.0,2,4,90,90,8,N/A,N/A
Dragon Ball Z CCG,5.505,5.74,128,N/A,2000,1.8,2,2,20,20,8,Customizable,N/A
Scene It? Harry Potter Deluxe,5.505,6.01,45,38.99,2005,1.4,2,12,60,60,8,N/A,N/A
Fantasy Fantasy Baseball,5.505,5.95,82,N/A,2017,1.5,1,5,20,50,10,N/A,N/A
"Heaven, Here I Come!",5.505,5.87,54,N/A,2021,1.67,5,10,10,20,12,N/A,N/A
Schweinebammel,5.505,5.58,183,N/A,2008,1.5,2,6,20,20,6,Children's,N/A
The Walking Pet,5.505,5.64,114,N/A,2017,1.0,2,5,10,15,8,N/A,N/A
Fruit Bandits,5.505,5.63,113,N/A,2005,1.21,3,5,30,30,8,N/A,N/A
Time Management: The Time Management Game,5.505,5.52,119,N/A,2016,2.0,1,4,30,30,13,N/A,N/A
Pick Pic,5.505,5.99,31,N/A,2021,1.0,3,5,20,30,8,N/A,N/A
4 CYTE (Foresight),5.505,5.87,37,N/A,1962,2.4,1,2,30,30,10,N/A,N/A
Life Is Life,5.505,5.66,78,N/A,2016,1.33,3,5,30,30,8,N/A,N/A
The X-Files Collectible Card Game,5.505,5.69,399,N/A,1996,2.41,2,2,60,60,10,Customizable,N/A
Blue and Gray,5.505,6.1,31,N/A,1903,1.6,2,2,20,20,8,Abstract,N/A
Awesome Kingdom: Mines & Labyrinths,5.505,6.0,41,N/A,2016,2.5,2,4,30,45,12,N/A,N/A
Space Dandy: Galactic Deck-Building Game,5.505,5.52,30,N/A,2016,0.0,2,4,60,60,12,N/A,N/A
Ragnarok: Heavy Metal Combat in the Viking Age,5.505,6.42,30,24.5,2019,2.0,2,2,45,90,14,N/A,N/A
Manhunt,5.505,5.9,54,N/A,1972,1.33,2,4,90,90,8,N/A,N/A
Click Click Boom,5.505,6.0,40,N/A,2017,1.0,3,6,15,30,8,N/A,N/A
Skitgubbe,5.505,6.08,31,N/A,N/A,1.2,2,8,15,15,7,N/A,N/A
Friedland,5.505,5.96,34,N/A,1992,2.0,2,2,2,2,10,Wargames,N/A
Distrito 21,5.505,6.16,34,N/A,1987,1.4,2,2,30,30,9,Abstract,N/A
Marvel Contest of Champions: Battlerealm,5.505,5.75,89,44.99,2018,2.0,3,6,30,45,12,N/A,N/A
Das Magische Labyrinth (Reisespiel),5.505,5.94,34,N/A,2016,1.0,2,4,10,15,5,N/A,N/A
NoNo,5.505,5.67,73,N/A,2006,1.1,3,8,30,30,8,N/A,N/A
Shit Happens:  Full of Shit,5.505,6.01,40,N/A,2016,0.0,2,8,20,60,18,N/A,N/A
Do Not Forsake Me (Oh My Darling),5.505,5.92,37,N/A,2015,1.25,1,1,30,30,10,N/A,N/A
Clipology,5.505,5.99,41,N/A,2022,1.5,2,99,30,45,13,N/A,N/A
Bonfire Party,5.505,5.82,39,N/A,2021,1.0,2,4,5,15,8,N/A,N/A
Der Prestel Schlossgarten,5.505,5.64,81,N/A,2004,1.67,2,4,45,45,9,N/A,N/A
Scrabble: Harry Potter,5.505,6.33,50,N/A,2019,1.0,2,4,N/A,N/A,N/A,N/A,N/A
El Capitan,5.505,5.73,72,N/A,2015,1.0,2,6,20,20,6,N/A,N/A
ULTIA,5.505,5.8,37,N/A,2021,1.5,3,3,30,30,N/A,N/A,N/A
Mind Maze,5.505,5.68,69,N/A,1970,1.33,2,2,10,10,8,Abstract,N/A
Strawberry Ninja,5.505,5.58,293,N/A,2017,1.36,1,4,15,30,8,N/A,N/A
Antietam Campaign,5.505,5.92,34,N/A,1995,2.22,1,2,N/A,N/A,12,Wargames,N/A
Wheel Of Fortune Deluxe,5.505,5.75,38,N/A,1986,1.0,2,4,60,60,8,N/A,N/A
Godzilla Card Game,5.505,6.25,63,N/A,2019,1.75,2,4,30,30,6,N/A,N/A
The Battle of Agincourt,5.505,5.82,55,N/A,1978,2.25,2,2,120,120,12,Wargames,N/A
Hand aufs Herz,5.505,5.88,42,N/A,2012,1.0,2,10,30,30,10,N/A,N/A
H2Olland,5.505,5.83,59,N/A,2005,3.25,2,4,60,60,8,N/A,N/A
Pod-X,5.505,5.77,63,N/A,2016,1.5,3,4,15,30,12,N/A,N/A
Heroes of Metro City,5.505,5.66,251,10.95,2013,2.57,2,4,60,60,13,Thematic,N/A
Demon's Run,5.505,5.85,55,N/A,1981,2.56,2,4,120,180,12,N/A,N/A
Zaubercocktail,5.505,5.6,156,N/A,2001,1.59,4,7,30,30,8,N/A,N/A
Flying Pirates,5.505,5.78,42,N/A,1990,1.4,2,2,10,10,5,Children's,N/A
Star Wars: The Interactive Video Board Game,5.505,5.75,202,95.99,1996,1.85,3,6,60,60,8,N/A,N/A
Kalahen,5.505,5.77,85,N/A,1989,2.4,3,6,120,120,12,N/A,N/A
Mio: Brädspelet,5.505,6.12,33,N/A,2021,2.0,1,5,45,60,9,N/A,N/A
Nada!,5.505,5.55,344,N/A,2013,1.04,2,4,10,10,7,Family,Party
Slap It!,5.505,5.92,53,N/A,2019,1.0,2,8,5,10,6,N/A,N/A
Risk: Captain America – Civil War Edition,5.505,5.74,98,N/A,2016,1.5,2,4,75,90,10,N/A,N/A
Sabotage,5.505,5.65,74,N/A,1985,1.5,2,2,30,30,8,Abstract,N/A
Rambo: The Board Game – First Blood,5.505,5.7,79,N/A,2020,1.57,1,1,60,90,14,Thematic,Wargames
Snack Time,5.505,5.71,62,N/A,2025,2.0,1,99,30,50,8,N/A,N/A
Starfinder: Pirates of Skydock,5.505,6.02,41,15.32,2022,3.0,2,4,60,90,14,N/A,N/A
¿Resiste Stalingrado?,5.505,5.95,46,N/A,1984,2.7,2,4,N/A,N/A,12,Wargames,N/A
Stomp!,5.505,5.72,82,N/A,1978,1.33,2,2,30,30,10,N/A,N/A
Goofy Golf Machine,5.505,6.09,44,N/A,1994,1.5,1,4,10,10,6,N/A,N/A
Trenchfoot: Bullets & Bayonets in the Great War,5.505,5.85,99,N/A,1981,1.8,2,2,60,60,N/A,Wargames,N/A
Wiochmen 2,5.505,5.69,251,N/A,2007,1.48,2,6,30,30,N/A,Party,N/A
Charmed and Dangerous: The Sisters Grimm – Base Set,5.505,6.25,80,N/A,2019,1.5,1,4,15,40,12,N/A,N/A
"Once We Moved Like the Wind: The Apache Wars, 1861-1886",5.505,6.01,32,N/A,2019,2.33,2,2,N/A,N/A,N/A,Wargames,N/A
Superfly,5.505,6.11,37,11.98,2020,1.0,3,5,20,20,6,N/A,N/A
Doomtrooper,5.505,5.74,520,N/A,1994,2.11,2,7,60,60,10,Customizable,N/A
Sorcerer: The Game of Magical Conflict,5.505,5.66,235,N/A,1975,2.68,1,6,60,60,10,Thematic,Wargames
Dice Trip: Deutschland,5.505,5.79,37,N/A,2021,2.0,1,4,30,30,8,N/A,N/A
Enkounter,5.505,5.82,61,N/A,2006,2.0,1,3,15,15,6,Abstract,N/A
Am Fuß des Kilimandscharo,5.505,5.59,102,N/A,1995,1.18,2,4,45,45,7,Family,N/A
Arkham Express,5.505,5.64,54,N/A,2010,1.45,1,4,10,10,10,N/A,N/A
Grav-Ball,5.505,5.99,52,N/A,1982,1.5,2,4,90,90,12,N/A,N/A
Street Paintball,5.505,5.68,76,N/A,2008,1.1,3,6,20,20,N/A,N/A,N/A
War Titans: Invaders Must Die!,5.505,9.23,57,N/A,N/A,2.75,1,4,60,120,13,N/A,N/A
Flash!,5.505,5.66,198,N/A,2013,1.0,2,6,10,10,7,Children's,Family
Flitting Bad Wolf,5.505,5.97,32,N/A,2016,1.0,2,2,15,25,6,N/A,N/A
DREBO,5.505,6.11,49,N/A,2022,1.33,2,4,15,30,7,N/A,N/A
Eagle Eye Agency,5.505,5.83,35,N/A,1982,2.2,1,6,30,30,12,N/A,N/A
Munchkin Treasure Hunt,5.505,5.65,228,N/A,2014,1.0,2,6,60,60,6,N/A,N/A
Dipole,5.505,5.72,48,N/A,2007,2.78,2,2,30,30,N/A,Abstract,N/A
Scene It? The Simpsons Deluxe Edition,5.505,5.65,174,37.89,2009,1.36,2,12,30,30,13,N/A,N/A
Minecraft Card Game?,5.505,5.62,1233,16.99,2015,1.16,2,4,15,45,8,Family,N/A
Kameleo,5.505,5.81,34,N/A,2019,1.0,1,2,N/A,N/A,8,N/A,N/A
"The Sedan Campaign, 1870",5.505,5.97,58,N/A,2004,2.38,1,2,240,240,N/A,Wargames,N/A
Dracula's Curse,5.505,7.0,32,N/A,2025,3.0,1,6,90,120,14,N/A,N/A
Shakespeare: The Bard Game,5.505,5.71,181,N/A,2004,1.79,2,5,60,60,12,N/A,N/A
Buy The Rights,5.505,6.4,49,N/A,2016,1.5,3,10,30,60,14,N/A,N/A
Złap Kadr: Gra o najlepsze zdjęcie,5.505,6.92,31,N/A,2024,2.0,1,4,30,30,8,N/A,N/A
We Rate Dogs: The Card Game,5.505,6.02,50,N/A,2019,1.6,3,6,30,60,8,N/A,N/A
ZigZag,5.505,5.8,35,44.9,2005,1.4,2,2,30,30,8,Abstract,N/A
Pocket Sub,5.505,5.62,157,N/A,2018,1.25,2,4,10,15,8,N/A,N/A
Goal!,5.505,6.03,30,N/A,1960,1.0,2,4,20,20,8,N/A,N/A
Slava,5.505,6.67,38,N/A,2024,1.67,2,5,25,50,12,N/A,N/A
Cookie Addict,5.505,5.73,90,N/A,2020,1.5,2,2,15,25,10,N/A,N/A
