Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
The American Goldrush 1849,5.501,5.65,31,N/A,1985,1.0,2,10,20,120,12,N/A,N/A
Pro Foto-Football,5.501,5.62,42,N/A,1977,1.17,2,2,N/A,N/A,12,N/A,N/A
Athos,5.501,5.53,81,N/A,1993,1.5,2,4,45,45,12,Abstract,N/A
Final Fantasy IX Tetra Master Card Game,5.501,5.75,43,N/A,2001,1.4,2,2,20,20,10,Abstract,N/A
Troll Hunt,5.501,5.63,49,N/A,2014,1.67,2,3,45,45,8,N/A,N/A
Kesselschlacht: Ukraine Spring 1944,5.501,5.6,55,N/A,1992,2.92,2,2,360,480,12,Wargames,N/A
Würfel Express,5.501,5.6,58,N/A,2009,1.8,2,6,30,30,8,N/A,N/A
War of the Triple Alliance: Paraguay – 1865-1870,5.501,5.7,62,N/A,2007,2.47,2,2,180,180,12,Wargames,N/A
Fantasy Business,5.501,5.53,404,N/A,2002,1.55,3,8,45,45,12,Family,N/A
Tashkent Domino,5.501,5.63,43,N/A,1995,1.0,2,2,10,10,8,Abstract,N/A
Pint Craft,5.501,5.83,48,N/A,2012,1.75,2,6,60,60,21,N/A,N/A
The Bagged Peiper,5.501,5.68,33,N/A,2010,1.5,1,2,30,30,N/A,Wargames,N/A
The Union Forever!,5.501,5.72,34,N/A,2012,1.17,2,2,45,45,N/A,Wargames,N/A
Shooting Star,5.501,5.71,36,N/A,2013,1.67,2,5,20,30,10,N/A,N/A
Earth Gambit: Light,5.501,5.87,39,N/A,2024,2.0,2,10,15,30,10,N/A,N/A
Constellation,5.501,5.7,41,N/A,2003,1.75,2,3,30,30,10,Abstract,N/A
Human Interface: Be a Better Human,5.501,6.45,183,N/A,2018,2.71,1,5,60,90,14,N/A,N/A
Piranha,5.501,5.59,56,N/A,2004,1.0,2,6,20,20,5,Children's,N/A
Lucky Thirteen,5.501,5.55,32,N/A,N/A,1.5,2,7,45,45,7,N/A,N/A
The Cursed Artifact,5.501,8.46,35,N/A,2024,0.0,2,6,45,180,8,N/A,N/A
DiceAFARI,5.501,5.53,97,N/A,2012,1.18,2,4,15,15,8,Family,N/A
War Law,5.501,5.72,32,N/A,1993,3.89,2,2,90,90,12,N/A,N/A
Shady Pets,5.501,5.74,34,N/A,2019,0.0,2,5,20,30,7,N/A,N/A
Frogger: The Board Game,5.501,5.52,31,N/A,2021,1.5,2,4,30,30,8,N/A,N/A
Quack in the Box,5.501,5.7,35,N/A,2010,1.25,2,6,45,45,13,N/A,N/A
Monopoly: Onyx Edition,5.501,5.79,39,N/A,2007,1.5,2,6,60,60,8,N/A,N/A
Tank Commander: The Eastern Front,5.501,5.91,40,N/A,1997,2.38,2,4,45,45,10,Customizable,Wargames
Phantom Rummy,5.501,5.65,39,N/A,2005,1.78,2,4,30,30,10,N/A,N/A
Rails Through the Rockies,5.501,5.63,42,N/A,1981,3.13,2,4,240,240,N/A,N/A,N/A
Wastelandia: A Co-op & Solo Boss Battler,5.501,5.69,40,N/A,2024,0.0,1,4,30,90,14,N/A,N/A
Rotundo,5.501,5.56,114,N/A,2005,1.41,2,5,20,20,9,Family,N/A
Grunwald 1410,5.501,5.76,42,N/A,1999,2.86,2,2,180,180,12,Wargames,N/A
The Walking Dead: The Prison – Board Game,5.501,5.95,48,27.49,2014,2.0,2,6,60,60,13,N/A,N/A
Bitwy II wojny światowej,5.501,5.88,51,N/A,1997,4.09,2,2,N/A,N/A,N/A,Wargames,N/A
Mucho Macho,5.501,5.56,51,N/A,2017,1.0,2,8,10,10,8,N/A,N/A
The Dutch East Indies,5.501,5.66,131,N/A,2017,1.86,1,4,45,90,8,N/A,N/A
Trivial Pursuit: Game Show,5.501,5.62,32,N/A,1993,1.0,3,6,30,30,N/A,N/A,N/A
SS Panzer: Bloodbath at Kursk,5.501,5.79,73,N/A,1996,2.55,1,2,180,180,12,Wargames,N/A
ASAP,5.501,5.56,84,N/A,1987,1.17,2,12,20,20,8,N/A,N/A
Penny Rails,5.501,5.64,80,N/A,2019,2.0,2,2,20,20,8,N/A,N/A
A Dark and Bloody Ground,5.501,5.7,50,N/A,2004,2.85,1,2,N/A,N/A,12,Wargames,N/A
Good Question!,5.501,5.55,82,39.0,2007,1.14,3,8,30,30,10,N/A,N/A
Saratoga: 1777 – Burgoyne vs Gates,5.501,5.47,41,N/A,1974,2.57,2,2,90,90,N/A,Wargames,N/A
Undermine,5.501,5.59,121,N/A,2017,1.8,2,8,20,45,10,N/A,N/A
The Queen's Gambit: The Board Game,5.501,5.62,140,N/A,2021,1.5,2,4,15,15,12,N/A,N/A
Release!,5.501,5.77,66,N/A,2014,1.63,2,10,30,30,12,N/A,N/A
LEGO Champion,5.501,5.53,88,N/A,2011,1.0,3,8,30,30,7,N/A,N/A
Star Wars: Rule the Galaxy,5.501,5.45,66,N/A,2015,1.0,1,4,20,30,6,N/A,N/A
Pamplona: Viva San Fermín!,5.501,5.71,183,N/A,2011,2.64,2,4,45,45,8,N/A,N/A
Fast Lane,5.501,5.62,48,N/A,2010,1.0,2,6,10,10,6,Children's,N/A
Historical Conquest: The Card Game,5.501,7.01,34,N/A,2013,2.4,2,6,30,30,7,N/A,N/A
Freaky,5.501,5.65,81,N/A,2016,1.0,2,5,15,15,8,N/A,N/A
Freche Frösche,5.501,5.57,39,N/A,2002,1.0,2,6,30,30,5,Children's,N/A
Moscow to Paris,5.501,5.66,32,N/A,2014,1.0,2,4,30,30,8,N/A,N/A
Transport,5.501,5.57,32,N/A,2006,1.5,2,4,30,30,10,N/A,N/A
Exit,5.501,5.75,72,N/A,1983,1.5,2,2,10,10,8,Abstract,N/A
Monopoly: Rick and Morty,5.501,5.78,112,N/A,2016,1.0,2,6,40,60,17,N/A,N/A
Array,5.501,5.61,53,N/A,2012,1.25,2,5,N/A,N/A,8,N/A,N/A
