Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Mini DiverCity,5.552,6.3,209,N/A,2018,1.5,1,7,15,20,8,N/A,N/A
Pacific War 1942: Solitaire,5.552,7.31,73,N/A,2024,1.25,1,1,30,30,14,N/A,N/A
Heroica: Draida,5.552,5.88,499,N/A,2011,1.46,2,2,5,10,7,Children's,N/A
Layers,5.552,6.46,144,N/A,2018,1.8,1,4,20,30,7,N/A,N/A
"Oh, Pharaoh!",5.552,5.85,449,N/A,2004,1.48,2,4,40,40,10,Family,N/A
Bears!,5.552,5.76,949,N/A,2011,1.04,2,4,20,20,7,Family,N/A
Palabra,5.552,6.21,187,N/A,1990,2.0,2,6,30,30,12,N/A,N/A
Martian Coasters,5.552,6.13,231,N/A,2006,1.25,2,5,15,30,8,Abstract,Family
WarCry,5.552,6.44,157,N/A,2003,2.4,2,4,20,20,12,Customizable,N/A
Isles of Terror,5.552,6.78,114,N/A,2020,2.8,1,4,30,120,12,N/A,N/A
Braintopia Kids,5.552,6.25,193,N/A,2016,1.0,2,6,15,30,6,Children's,N/A
Space Station Zero,5.552,7.78,65,N/A,2022,3.0,1,4,60,180,12,Wargames,N/A
Battle of LITS,5.552,5.95,341,N/A,2011,1.8,2,2,20,20,N/A,Abstract,N/A
FrachtExpress,5.552,6.28,158,N/A,2001,2.25,3,4,45,45,10,N/A,N/A
KOMBIO,5.552,7.76,78,N/A,2019,2.0,2,8,10,180,7,N/A,N/A
Crisis: Korea 1995,5.552,6.91,93,N/A,1992,4.33,2,4,360,360,12,Wargames,N/A
Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition,5.552,6.02,254,N/A,2011,1.09,2,4,15,15,6,Children's,Family
Dr. Microbe,5.552,5.94,328,N/A,2017,1.25,2,4,15,15,8,Children's,N/A
Tattoo Stories,5.552,6.76,132,N/A,2019,1.0,4,6,15,30,12,N/A,N/A
DREIst!,5.552,6.19,183,N/A,2016,1.6,1,4,10,20,8,N/A,N/A
Pleasant Hill: The Red River Campaign,5.552,6.74,113,N/A,1986,3.29,2,2,300,300,12,Wargames,N/A
"Europa: Paris ist ja klar, aber wo liegt Córdoba?",5.552,6.53,125,N/A,2009,1.71,2,6,45,45,10,N/A,N/A
Palago,5.552,6.57,130,N/A,2008,2.6,2,2,15,15,N/A,Abstract,N/A
Transformers Deck-Building Game: War on Cybertron,5.552,8.04,59,N/A,2023,3.5,1,4,45,90,14,N/A,N/A
Legend of Zagor,5.552,6.2,244,N/A,1993,1.7,1,4,60,60,N/A,N/A,N/A
Yucata',5.552,5.77,571,N/A,1996,1.71,2,4,30,30,9,Abstract,N/A
"The Army of the Heartland: The Army of Tennessee's Campaigns, 1861-1863",5.552,7.14,84,N/A,1996,3.67,2,2,N/A,N/A,12,Wargames,N/A
Reconquista,5.552,7.34,71,N/A,2014,2.5,1,1,60,60,12,Wargames,N/A
Flutter,5.552,7.12,80,N/A,2024,2.0,2,5,30,45,8,N/A,N/A
Smokejumpers,5.552,6.69,105,N/A,1996,2.33,1,1,90,90,12,Thematic,Wargames
Judean Hammer,5.552,7.26,71,N/A,2021,2.29,2,2,60,90,14,Wargames,N/A
Treetopia,5.552,6.67,114,N/A,2024,1.5,2,4,20,30,8,N/A,N/A
One Piece Nakama: Friends & Enemies,5.552,7.45,71,N/A,2024,2.0,1,5,20,45,10,N/A,N/A
Holiday Hijinks #6: The Groundhog Gambit,5.552,7.66,55,N/A,2022,3.0,1,4,120,120,13,N/A,N/A
Imagineers,5.552,6.39,161,N/A,2019,2.43,2,4,30,60,14,N/A,N/A
Clue,5.552,6.0,382,N/A,2019,1.4,2,6,40,40,8,N/A,N/A
Magic Dance,5.552,5.78,615,N/A,1988,1.45,3,6,45,45,8,Family,N/A
Dragon Quest,5.552,6.22,259,N/A,1992,2.67,2,6,60,60,10,Thematic,N/A
