Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
The Conquerors: Alexander the Great,5.557,6.22,206,N/A,2006,2.82,1,2,240,240,12,Wargames,N/A
Indus 2500 BCE,5.557,7.07,111,N/A,2020,2.27,1,5,30,60,14,N/A,N/A
Beer & Pretzels,5.557,6.06,277,N/A,2009,1.0,2,5,15,15,6,Party,N/A
Wok Star (3rd Edition),5.557,6.21,188,N/A,2018,2.0,2,4,45,60,10,N/A,N/A
MLB Showdown,5.557,6.26,283,N/A,2000,1.94,2,2,40,40,8,Customizable,N/A
"Leuthen: Frederick's Greatest Victory 5 December, 1757",5.557,7.14,87,N/A,2012,1.9,1,2,40,40,12,Wargames,N/A
Mooncake Master,5.557,6.38,164,N/A,2023,1.13,1,6,20,30,10,N/A,N/A
Fanhunter: Urban Warfare,5.557,7.12,117,N/A,2017,2.5,2,2,45,45,14,N/A,N/A
Dux Bellorum: Arthurian Wargaming Rules AD367-793,5.557,7.79,73,N/A,2012,2.2,2,4,60,60,14,Wargames,N/A
Orbital,5.557,6.87,112,N/A,2018,1.86,2,4,30,45,8,N/A,N/A
Wizard Kittens,5.557,6.18,302,N/A,2020,1.43,2,4,15,30,7,N/A,N/A
Byzantio,5.557,6.26,201,N/A,2013,2.21,2,4,60,60,10,Family,Strategy
Syracuse: 415-413 avant J.-C.,5.557,7.61,71,N/A,2012,2.06,2,2,120,120,N/A,Wargames,N/A
13 Beavers,5.557,6.45,179,N/A,2024,1.0,2,6,30,30,7,N/A,N/A
Freezing Death: Finnish Winter War,5.557,7.39,72,N/A,2019,2.18,2,2,60,90,12,Wargames,N/A
Call of Madness,5.557,6.8,131,N/A,2022,2.4,1,4,40,80,14,Strategy,N/A
Endogenesis,5.557,6.28,237,N/A,2019,2.43,1,5,45,120,13,N/A,N/A
Star Wars: Starfighter Battle Book,5.557,6.58,134,N/A,1989,1.65,2,2,10,10,10,Wargames,N/A
Upstream,5.557,6.22,263,N/A,2017,1.88,2,5,25,40,8,N/A,N/A
Austerlitz,5.557,6.55,141,N/A,1993,3.32,1,4,1080,1080,12,Wargames,N/A
The Blob that Ate the City,5.557,7.11,82,N/A,2022,1.25,1,99,20,30,8,N/A,N/A
Animal Upon Animal: Dinos,5.557,6.88,96,N/A,2020,1.0,1,4,15,15,4,N/A,N/A
The Sinking of the Titanic,5.557,6.23,297,N/A,1975,1.33,2,4,60,60,8,Children's,Family
Lumicora,5.557,6.6,128,N/A,2024,2.33,2,4,40,60,10,N/A,N/A
1829 Northern Board,5.557,6.96,96,N/A,1981,3.86,2,9,360,360,12,Strategy,N/A
Library Labyrinth,5.557,7.37,79,N/A,2023,2.25,1,5,30,60,10,N/A,N/A
French Foreign Legion,5.557,7.32,78,N/A,1982,2.0,2,3,60,60,10,Wargames,N/A
Biberbande Schnupperspiel,5.557,6.73,116,N/A,2016,1.0,2,4,N/A,N/A,6,N/A,N/A
