Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Nile,5.574,5.98,455,N/A,2009,1.53,2,5,30,30,8,Family,N/A
Adventure Island,5.574,5.94,591,N/A,2018,2.11,2,5,45,90,10,Thematic,N/A
Urban Operations,5.574,7.24,124,N/A,2017,3.56,1,6,90,300,14,Wargames,N/A
The Battle of Monmouth,5.574,6.75,146,N/A,1982,2.57,2,2,180,180,12,Wargames,N/A
Mythe,5.574,5.88,618,N/A,2012,1.33,2,5,20,20,6,N/A,N/A
Cherry Picking,5.574,6.49,174,N/A,2014,1.6,2,6,30,30,8,N/A,N/A
Not That Movie!,5.574,6.72,154,N/A,2022,1.2,2,7,20,20,8,N/A,N/A
Card City,5.574,5.97,437,N/A,2012,2.0,1,4,30,30,12,Family,Strategy
Gold River,5.574,6.74,165,N/A,2020,1.83,2,5,35,35,8,N/A,N/A
Absolute Victory: World Conflict 1939-1945,5.574,7.68,103,N/A,2017,4.12,2,2,120,1200,12,Wargames,N/A
Duel of the Giants: Eastern Front,5.574,6.39,236,N/A,2010,2.55,2,4,30,30,10,Wargames,N/A
Sunrise at the Studio,5.574,7.18,107,N/A,2024,1.83,1,4,20,20,14,N/A,N/A
Безмолвный свидетель (Silent Witness),5.574,7.34,102,N/A,2022,1.67,1,15,60,120,12,N/A,N/A
Ninjitsu!,5.574,6.38,234,N/A,2018,1.67,2,5,5,10,8,N/A,N/A
EVE: The Second Genesis,5.574,6.57,203,N/A,2006,2.76,2,6,20,20,12,Customizable,N/A
Myths at War,5.574,7.34,206,N/A,2013,2.38,2,6,20,20,10,Customizable,N/A
Fantastic Park,5.574,6.3,246,N/A,2017,1.5,2,5,30,30,7,N/A,N/A
ヒーフー!! (Hii Fuu!!),5.574,7.09,116,N/A,2021,1.33,4,5,20,25,10,N/A,N/A
Paranoia Mandatory Bonus Fun! Card Game,5.574,5.99,467,N/A,2005,1.75,3,8,60,60,10,N/A,N/A
DC Comics Dice Masters: Superman and Wonder Woman Starter Set,5.574,7.61,90,N/A,2017,0.0,2,2,30,60,N/A,N/A,N/A
Hitster: Rock,5.574,7.58,84,N/A,2024,1.0,2,10,30,60,14,N/A,N/A
Black Swan,5.574,8.02,94,N/A,2020,3.15,2,5,100,1000,10,Wargames,N/A
World Cup Tournament Football,5.574,6.37,214,N/A,1993,1.67,2,10,60,60,10,Strategy,Thematic
1972: The Lost Phantom,5.574,7.06,138,N/A,2017,1.71,1,1,30,90,N/A,Wargames,N/A
New World,5.574,6.05,366,N/A,1990,2.6,2,6,240,240,12,Strategy,N/A
Space Infantry: Resurgence,5.574,7.48,117,N/A,2019,2.5,1,2,20,60,12,Wargames,N/A
Dunkirk: France 1940,5.574,7.47,92,N/A,2018,2.5,1,2,120,180,12,Wargames,N/A
Temple Code,5.574,6.72,151,N/A,2024,1.67,1,4,30,30,8,N/A,N/A
Who? What? Where?,5.574,6.87,143,N/A,2003,1.45,3,10,30,30,12,N/A,N/A
Kinoko,5.574,6.52,193,N/A,2022,1.0,2,4,20,20,8,N/A,N/A
Heroica: Nathuz,5.574,5.98,522,N/A,2011,1.5,2,3,15,15,8,Children's,Family
Quads,5.574,6.18,294,N/A,1996,1.87,2,2,10,10,6,Abstract,N/A
Apples to Apples Kids,5.574,6.0,402,N/A,2001,1.08,4,10,30,30,7,Children's,N/A
Battle of the Bulge,5.574,6.29,256,N/A,1991,2.29,2,2,120,120,12,Wargames,N/A
Dohdles!,5.574,6.58,209,N/A,2015,2.0,3,6,60,60,10,N/A,N/A
"A Time for Trumpets: The Battle of the Bulge, December 1944",5.574,7.64,101,N/A,2020,4.33,2,5,N/A,N/A,12,Wargames,N/A
What the Rule?!,5.574,7.0,114,N/A,2023,2.2,2,10,15,15,8,N/A,N/A
Weapons of Mass Destruction,5.574,6.49,212,N/A,2004,1.48,2,4,30,30,12,Thematic,N/A
Athens & Sparta,5.574,6.5,206,N/A,2007,2.76,2,2,120,180,12,Wargames,N/A
Allegra,5.574,6.36,252,12.29,2020,1.5,2,6,30,40,8,N/A,N/A
Bid Coin,5.574,7.95,68,N/A,2024,0.0,3,4,30,40,10,N/A,N/A
Unicorn Glitterluck: Cloud Stacking,5.574,6.32,232,N/A,2019,1.0,1,4,15,15,4,Children's,N/A
Waddle,5.574,7.03,125,24.0,2025,1.75,2,5,15,25,8,N/A,N/A
Doomtown: Weird West Edition,5.574,8.79,72,N/A,2023,3.86,1,6,30,60,12,N/A,N/A
Unlock! Kids: Legendary Stories,5.574,7.24,97,N/A,2023,2.0,1,4,20,20,6,N/A,N/A
Bright Future,5.574,6.65,238,N/A,2015,2.79,1,5,60,120,12,Strategy,N/A
Sukimono,5.574,6.61,167,N/A,2012,1.91,2,6,30,30,9,N/A,N/A
Adventure Time Card Wars: Princess Bubblegum vs. Lumpy Space Princess,5.574,6.23,360,N/A,2014,1.36,2,2,30,30,10,Customizable,N/A
Desperados,5.574,6.46,176,N/A,2012,2.27,3,6,90,90,12,Family,Strategy
Guadalajara,5.574,6.57,195,N/A,2006,2.93,1,2,N/A,N/A,N/A,Wargames,N/A
Barbu,5.574,6.66,149,N/A,1930,2.29,4,4,180,180,10,N/A,N/A
Trivial Pursuit: World of Harry Potter – Ultimate Edition,5.574,6.27,310,49.99,2018,1.0,2,8,60,60,8,N/A,N/A
Triovision,5.574,6.33,263,19.0,2008,1.32,1,6,20,20,7,Abstract,N/A
Bat Cup,5.574,7.11,134,N/A,2018,2.09,2,4,30,120,14,N/A,N/A
Platypus,5.573,6.29,260,29.99,2021,1.1,2,8,30,30,8,N/A,N/A
