Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Cartaventuras,5.555,7.23,106,N/A,2021,1.5,1,8,30,45,8,N/A,N/A
"NATO, Nukes & Nazis",5.555,7.06,87,62.95,1990,3.8,2,2,180,180,12,Wargames,N/A
Dungeon Solitaire: Tomb of Four Kings,5.555,6.98,127,N/A,2015,1.3,1,1,2,10,N/A,N/A,N/A
Streets of Stalingrad,5.555,7.61,68,N/A,1979,4.27,2,2,180,180,12,Wargames,N/A
Tiere toppen!,5.555,7.16,82,N/A,2023,1.5,2,5,30,40,8,N/A,N/A
Portal,5.555,6.08,270,N/A,1997,2.0,2,2,30,30,13,Customizable,N/A
Warsaw Rising Up 1945-1980,5.555,6.77,105,N/A,2016,2.5,2,5,60,120,10,N/A,N/A
The Men Who Would Be Kings: Colonial Wargaming Rules,5.554,7.74,64,N/A,2016,2.2,2,2,N/A,N/A,12,Wargames,N/A
Ruins of Mars,5.554,6.37,167,N/A,2021,2.0,1,4,60,120,14,N/A,N/A
Sovereign Chess,5.554,8.7,94,N/A,2018,3.0,2,2,30,120,8,Abstract,N/A
Genial Spezial,5.554,6.07,223,N/A,2009,1.9,2,4,40,40,10,Abstract,Family
Citadel: The Battle of Dien Bien Phu,5.554,7.77,67,N/A,1977,3.08,2,2,360,360,12,Wargames,N/A
"Hastings, 1066",5.554,6.73,124,N/A,1987,2.53,2,2,300,300,12,Wargames,N/A
The Sands of War,5.554,6.65,119,N/A,1991,2.6,2,2,120,120,12,Wargames,N/A
Gathering of the Wicked,5.554,6.65,133,N/A,2021,1.67,6,12,30,30,10,N/A,N/A
Katmai: The Bears of Brooks River,5.554,7.04,99,28.91,2025,2.75,2,2,30,30,14,N/A,N/A
1940,5.554,6.55,137,N/A,1980,2.23,2,2,120,120,12,Wargames,N/A
Munchkin Disney,5.554,6.43,179,N/A,2020,2.0,3,6,40,60,10,N/A,N/A
