Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Treasures & Traps,5.601,6.18,507,N/A,2006,1.41,2,6,10,10,10,Thematic,N/A
Adrift: A Puzzletale,5.601,7.91,115,N/A,2022,2.33,1,4,90,180,14,N/A,N/A
RoboDerby: Express,5.601,7.07,164,N/A,2011,1.8,2,2,45,45,10,Family,Strategy
My Shelfie: The Dice Game,5.601,6.48,285,N/A,2024,1.11,2,4,20,20,8,N/A,N/A
Spyfall: Time Travel,5.601,6.61,226,N/A,2018,1.5,2,8,15,45,13,N/A,N/A
Río de la Plata,5.601,6.38,333,N/A,2010,3.76,2,5,90,90,14,Strategy,N/A
Masters of Crime: Vendetta,5.601,7.49,127,N/A,2021,2.0,1,6,120,240,14,N/A,N/A
Guilty Gear: Strive – The Board Game,5.601,7.61,122,N/A,2024,3.67,2,2,15,15,14,N/A,N/A
Galilean Moons,5.601,7.16,150,N/A,2020,2.17,1,4,40,60,14,N/A,N/A
Shake Up,5.601,6.93,191,N/A,2019,2.17,1,2,15,25,10,Family,N/A
Stronghold: Undead (Second Edition),5.601,7.03,160,N/A,2021,3.4,2,2,90,90,14,N/A,N/A
Hercules,5.601,7.25,152,N/A,2022,2.0,1,4,20,45,8,Family,N/A
Bugs on Rugs,5.601,6.55,233,N/A,2019,1.44,2,5,20,20,8,N/A,N/A
The Eagle and The Star,5.601,7.59,120,N/A,2009,3.6,2,4,180,180,12,Wargames,N/A
Vampire: The Eternal Struggle Fifth Edition,5.601,8.74,102,N/A,2020,4.1,2,5,60,120,N/A,N/A,N/A
Mercurius,5.601,6.31,366,N/A,2012,2.42,3,5,45,60,10,Strategy,N/A
The Primary,5.601,7.87,125,N/A,2018,2.0,1,5,30,60,14,Strategy,N/A
Flix Mix,5.601,6.26,424,N/A,2004,1.12,2,4,20,20,6,Family,N/A
The Convicted,5.601,7.24,173,N/A,2014,3.89,1,4,45,900,12,Strategy,N/A
Philosophia: Floating World,5.601,7.0,173,N/A,2021,3.15,1,6,45,75,16,N/A,N/A
Walk the Dogs,5.601,6.15,450,N/A,2004,1.19,2,5,30,30,8,Family,N/A
Tonari,5.601,6.45,291,N/A,2019,1.13,2,4,30,45,10,N/A,N/A
"April's Harvest: The Battle of Shiloh, April 6 & 7, 1862",5.601,7.11,175,N/A,1995,3.39,1,2,240,1200,12,Wargames,N/A
Vault of Dragons,5.601,6.44,323,N/A,2018,2.43,2,4,60,90,14,Strategy,Thematic
Magnum Opus,5.601,6.96,175,N/A,2014,2.54,2,4,60,60,12,N/A,N/A
