Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
1572: The Lost Expedition,5.596,6.62,286,N/A,2016,2.13,1,1,45,90,12,Thematic,Wargames
Rolling Village,5.596,6.81,207,N/A,2022,1.56,1,12,10,15,8,N/A,N/A
Black Stories 3,5.596,6.06,570,N/A,2006,1.25,2,99,45,45,14,Party,N/A
Warhammer Ancient Battles,5.596,6.73,220,N/A,1998,3.33,2,2,120,120,14,Wargames,N/A
Stalk Exchange,5.596,6.28,337,N/A,2024,1.58,2,5,45,45,10,N/A,N/A
DerrocAr: The Week of Five Presidents,5.596,7.57,128,N/A,2024,3.0,1,5,30,75,14,N/A,N/A
Castello Methoni,5.596,6.69,208,N/A,2019,2.29,3,5,30,50,8,N/A,N/A
Diceland: Deep White Sea,5.596,6.41,270,N/A,2002,1.92,2,5,20,20,10,Thematic,N/A
Vintage,5.596,6.49,250,N/A,2011,2.91,2,4,60,120,10,Strategy,N/A
Trinidad,5.596,7.26,158,N/A,2022,4.38,1,5,90,150,14,N/A,N/A
GYM,5.596,6.22,352,N/A,2017,2.45,2,6,10,20,10,N/A,N/A
Tales & Games: The Pied Piper,5.596,6.25,345,N/A,2016,1.38,2,5,20,20,8,Family,N/A
The African Campaign: Designer Signature Edition,5.596,7.3,135,N/A,2017,2.42,1,2,120,180,12,Wargames,N/A
Animix,5.596,6.38,313,N/A,2020,1.5,2,6,10,10,8,N/A,N/A
EXIT: The Game – Advent Calendar: The Intergalactic Race,5.596,8.01,85,N/A,2024,1.5,1,99,20,45,10,N/A,N/A
On the Edge,5.596,6.29,349,20.0,1994,2.39,2,5,45,45,12,Customizable,N/A
Imagine Famille,5.596,7.06,204,N/A,2020,1.0,3,8,15,30,8,N/A,N/A
Grimdark Future,5.596,8.25,99,N/A,2017,1.86,2,4,60,90,N/A,N/A,N/A
Pocket Cats,5.596,6.12,432,N/A,2024,1.53,2,2,15,15,8,Family,N/A
"Houston, We Have a Dolphin!",5.596,6.86,225,N/A,2020,2.44,3,5,20,40,12,N/A,N/A
Troia,5.596,6.85,195,N/A,2019,1.82,2,2,30,40,10,Strategy,N/A
Anima: Beyond Good and Evil,5.596,6.22,453,N/A,2008,2.31,2,4,60,60,N/A,Thematic,N/A
Fairy,5.596,6.18,395,14.0,2024,1.0,2,10,5,10,6,N/A,N/A
Jarnac,5.596,6.7,215,N/A,1977,2.2,2,2,40,40,7,Abstract,Family
Doctor Who: Solitaire Story Game (Second Edition),5.596,8.5,113,N/A,2017,2.78,1,1,45,45,11,Thematic,N/A
Starbase Jeff,5.596,6.17,395,N/A,1998,1.54,2,4,30,60,10,Family,N/A
Battle of the Bards,5.595,6.93,181,N/A,2019,2.13,2,4,20,60,10,Family,N/A
Lock 'n Load Tactical: Heroes of the Falklands,5.595,8.0,94,N/A,2015,3.5,2,2,120,240,12,Wargames,N/A
Briscola Chiamata,5.595,7.52,114,N/A,1800,2.0,5,5,10,90,9,N/A,N/A
Z War One: Damnation,5.595,7.76,141,N/A,2016,2.71,1,5,40,120,15,N/A,N/A
Scoundrel Society,5.595,6.48,259,N/A,2015,1.83,2,5,30,45,14,N/A,N/A
Red Storm Rising,5.595,6.33,361,N/A,1989,2.62,2,4,60,60,12,Wargames,N/A
Overparked,5.595,7.38,126,N/A,2025,2.0,1,5,20,30,10,N/A,N/A
Fall of Magic,5.595,8.14,94,N/A,2015,1.5,2,4,120,120,8,N/A,N/A
Beda Fomm,5.595,7.35,135,N/A,2010,2.54,1,2,120,120,N/A,Wargames,N/A
Kings of War (Third Edition),5.595,8.59,95,N/A,2019,3.0,2,99,60,90,14,Wargames,N/A
Second World War at Sea: Bismarck,5.595,7.35,140,N/A,2005,2.88,2,2,30,30,12,Wargames,N/A
Miller Zoo,5.595,6.96,185,34.99,2022,1.8,1,6,30,30,8,N/A,N/A
1837: Rail Building in the Austro-Hungarian Empire,5.595,7.4,116,N/A,1994,4.17,3,7,360,360,12,Strategy,N/A
Wandering Galaxy: A Crossroads Game,5.595,7.67,118,59.95,2025,2.75,1,6,60,180,14,N/A,N/A
"Unmatched: Battle of Legends, Volume Three",5.595,8.7,75,N/A,2025,2.0,2,4,20,40,9,N/A,N/A
Bangkok Klongs,5.595,6.23,350,N/A,2010,2.33,2,4,60,60,10,Family,N/A
SilenZe: Zombie City,5.595,6.54,296,N/A,2019,1.88,2,6,20,20,10,N/A,N/A
Murus Gallicus,5.595,6.95,172,N/A,2009,2.85,2,2,20,20,10,Abstract,N/A
Sherlock: La copia,5.595,7.07,144,N/A,2020,1.0,1,8,60,60,10,N/A,N/A
Damage Report,5.595,6.37,300,N/A,2014,2.6,2,6,45,45,10,Family,N/A
War in the Desert,5.595,7.6,123,N/A,1997,4.0,1,2,180,180,12,Wargames,N/A
Atlas Lost: Rise of the New Sovereigns,5.595,7.02,155,N/A,2024,3.25,1,4,60,90,14,N/A,N/A
City Council,5.595,6.08,479,15.02,2013,3.0,2,5,60,60,12,Strategy,N/A
Hokito,5.595,6.66,233,N/A,2020,1.83,2,2,6,20,8,Abstract,N/A
Holding On: The Troubled Life of Billy Kerr,5.595,5.87,1131,18.9,2018,2.38,2,4,45,60,14,Thematic,N/A
Odyseja,5.595,7.3,164,N/A,2019,1.33,1,6,15,30,5,N/A,N/A
Amoeba Wars,5.595,6.11,520,N/A,1981,2.11,2,6,150,150,12,Thematic,Wargames
Akros,5.595,7.12,169,N/A,2020,2.14,2,2,15,30,10,Abstract,N/A
Teenage Mutant Ninja Turtles: Turtle Power Card Game,5.595,6.3,346,N/A,2019,1.09,3,6,10,15,8,Party,N/A
"Operation Battleaxe:  Wavell vs. Rommel, 1941",5.595,7.17,138,N/A,2013,2.4,2,2,120,120,12,Wargames,N/A
Lost in R'lyeh,5.595,6.05,580,19.06,2016,1.14,2,6,45,45,13,N/A,N/A
Blue Banana,5.595,6.68,213,N/A,2019,1.5,2,5,20,20,10,N/A,N/A
Mint Tin Aliens,5.595,7.44,223,N/A,2014,1.47,2,2,5,5,10,N/A,N/A
Die Hard: The Nakatomi Heist Board Game,5.595,6.47,315,72.79,2019,2.25,2,4,60,90,15,N/A,N/A
Lost Valley of the Dinosaurs,5.595,6.25,495,N/A,1985,1.21,2,4,30,60,8,Family,N/A
The Halls of Montezuma,5.595,6.53,245,N/A,2009,3.14,2,2,240,240,11,Wargames,N/A
Reincardnated,5.595,7.44,174,20.31,2022,2.0,2,6,15,30,13,N/A,N/A
Blight Chronicles: Agent Decker,5.595,6.56,237,N/A,2019,2.18,1,1,60,180,14,N/A,N/A
The Warlock of Firetop Mountain,5.595,5.99,752,N/A,1986,1.88,2,6,120,120,10,Thematic,N/A
Advanced Guildhall Fantasy: The Gathering,5.595,7.19,132,N/A,2017,2.0,2,4,30,45,10,N/A,N/A
Totopoly,5.595,6.12,500,N/A,1938,1.84,2,6,90,90,8,Family,Strategy
The Daedalus Sentence,5.595,6.61,234,114.99,2016,2.0,1,4,45,60,10,N/A,N/A
Looney Tunes Mayhem,5.595,6.92,196,43.43,2023,2.0,2,4,30,30,10,N/A,N/A
Festival of a Thousand Cats,5.595,6.55,220,N/A,2016,1.8,3,4,20,40,7,N/A,N/A
Mountaineers,5.595,6.65,240,N/A,2019,2.33,1,4,30,120,14,N/A,N/A
Anno 1701: Das Kartenspiel,5.595,6.31,315,N/A,2007,2.2,2,2,60,60,10,Strategy,N/A
Kardinal & König: Das Kartenspiel,5.595,6.8,188,N/A,2001,2.57,3,5,45,45,11,N/A,N/A
Vegas Strip,5.595,6.75,180,24.0,2025,2.17,2,6,40,40,11,N/A,N/A
Overstocked,5.595,6.78,180,N/A,2022,1.25,1,6,20,30,6,N/A,N/A
Bluffer,5.595,7.08,154,N/A,1993,1.2,2,10,20,20,12,N/A,N/A
Sherlock: Asesinato en el Sind Mail,5.595,6.87,169,N/A,2020,1.25,1,8,60,60,10,N/A,N/A
O.P. Arena,5.595,7.05,166,N/A,2019,1.5,2,6,30,45,13,N/A,N/A
Ignite,5.595,7.33,252,N/A,2021,3.2,2,8,40,160,13,N/A,N/A
Micro Rome,5.595,7.07,167,N/A,2023,1.25,1,1,30,30,10,N/A,N/A
Down in Flames: WWII-Guns Blazing,5.594,7.11,147,N/A,2010,2.13,2,6,30,30,12,Wargames,N/A
Eaten by Zombies!,5.594,5.82,1158,N/A,2011,2.08,2,4,30,30,8,Thematic,N/A
Cardline: Dinosaurs,5.594,5.97,600,N/A,2014,1.1,2,8,15,15,7,Family,N/A
D-Day Dice Pocket,5.594,6.35,318,N/A,2018,1.13,1,8,15,15,10,Family,Wargames
Dicht dran,5.594,6.39,262,N/A,2013,1.45,3,5,20,20,8,Family,N/A
Batman Miniature Game: Rulebook,5.594,7.76,130,N/A,2012,3.67,2,2,60,180,12,Thematic,Wargames
Singapore,5.594,6.12,410,N/A,2011,2.58,3,4,90,90,12,Strategy,N/A
Abalone Quattro,5.594,6.81,196,N/A,2003,2.33,2,4,40,40,7,Abstract,N/A
War of the Ring,5.594,7.32,132,140.99,2009,3.08,2,2,60,180,10,Wargames,N/A
6 nimmt! Baron Oxx,5.594,7.24,127,N/A,2025,1.0,2,10,30,30,8,N/A,N/A
Fairy Tale Fluxx,5.594,6.45,259,19.95,2018,1.5,2,6,5,30,8,Family,N/A
High Heavens,5.594,7.3,158,60.0,2015,2.29,2,4,30,75,8,Strategy,N/A
MATCH 5,5.594,6.25,376,19.3,2021,1.2,2,8,20,20,10,N/A,N/A
Mare Balticum,5.594,6.34,308,N/A,2011,1.73,3,5,30,30,6,Family,N/A
Dragon Market,5.594,6.42,298,N/A,2019,1.42,2,4,20,40,7,Family,N/A
Le Passe-Trappe Grande,5.594,7.01,151,N/A,2008,1.0,2,2,5,5,10,N/A,N/A
Devil's Den,5.594,6.75,206,N/A,1980,3.21,2,2,360,360,12,Wargames,N/A
Broadside,5.594,6.2,437,N/A,1962,1.78,2,2,45,45,10,Wargames,N/A
Shards of the Jaguar,5.594,7.78,123,N/A,2021,3.31,1,4,90,90,12,N/A,N/A
Welkin,5.594,6.37,276,N/A,2019,1.83,2,4,45,45,10,N/A,N/A
