Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Jade König,5.5,5.62,39,N/A,1986,2.0,2,6,90,90,8,N/A,N/A
Polar Panic,5.5,5.67,32,N/A,2018,1.0,2,6,10,10,6,N/A,N/A
Pathfinder Arena,5.5,6.72,49,N/A,2024,3.0,1,4,60,80,12,N/A,N/A
Fruit Mix,5.5,5.59,34,N/A,2015,0.0,1,6,10,20,6,N/A,N/A
Quirky,5.5,5.88,30,N/A,2017,1.0,3,N/A,N/A,N/A,10,N/A,N/A
Discovering Europe,5.5,6.02,32,N/A,1996,2.0,2,6,N/A,N/A,8,N/A,N/A
The Game of Life: Disney Parks – Theme Park Edition,5.5,5.57,30,N/A,2020,1.0,2,4,60,120,8,N/A,N/A
Goblin Uprising,5.5,9.11,32,N/A,2023,1.5,2,6,60,120,12,Thematic,N/A
10 Nights,5.5,5.75,56,N/A,2020,1.0,3,8,10,10,12,N/A,N/A
Clumsy Thief,5.5,5.72,65,N/A,2013,1.0,2,6,15,15,8,N/A,N/A
"Flying Circus: Tactical Aerial Combat, 1915-1918",5.5,5.85,57,N/A,1972,2.67,2,6,90,90,12,Wargames,N/A
Code Monkey Island,5.5,5.64,32,N/A,2014,1.33,2,4,45,45,6,N/A,N/A
Diced Cheese,5.5,5.74,31,N/A,2021,1.0,2,6,15,45,5,N/A,N/A
Dungeons & Dragons Adventure Game: Diablo II Edition,5.5,5.59,133,N/A,2000,2.43,2,6,30,30,10,Thematic,N/A
Morris the Dodo,5.5,5.61,31,N/A,2023,0.0,2,4,10,10,3,N/A,N/A
Trusis,5.5,7.06,47,N/A,2009,1.86,3,30,20,40,8,N/A,N/A
Galapagos,5.5,5.49,126,N/A,2013,1.4,2,4,30,30,8,N/A,N/A
Pan's Island,5.5,5.58,162,N/A,2022,1.5,2,5,45,60,10,Children's,Thematic
Piwne Imperium,5.5,5.68,51,N/A,2013,3.3,2,3,120,120,12,N/A,N/A
"Dice 10,000",5.5,5.65,48,N/A,N/A,1.0,2,8,45,45,10,N/A,N/A
Thrown,5.5,5.53,46,N/A,2019,1.5,3,5,40,40,14,N/A,N/A
The Touch,5.5,5.41,34,N/A,2002,1.0,2,6,45,45,N/A,Children's,N/A
Alex Colt: Cadete Espacial,5.5,5.49,52,N/A,2017,1.0,4,10,15,15,10,N/A,N/A
NFL Game Day,5.5,5.68,89,N/A,2013,1.33,2,4,N/A,N/A,9,N/A,N/A
Launchpad 23,5.5,5.58,62,N/A,2011,1.6,2,4,15,15,N/A,N/A,N/A
Schuss und Tor,5.5,5.54,74,N/A,1973,1.0,2,4,10,10,8,N/A,N/A
Ex & Hopp,5.5,5.49,70,N/A,1996,1.17,2,6,30,30,10,N/A,N/A
The Lord of the P.I.G.S.,5.5,5.8,80,N/A,2014,1.89,2,4,30,30,16,N/A,N/A
Chez Guevara,5.5,5.53,212,N/A,2006,1.59,2,5,45,60,12,N/A,N/A
Ravnica: Inquisition,5.5,5.48,44,31.52,2019,1.2,5,10,15,30,14,N/A,N/A
Monopoly: One Piece Edition,5.5,5.88,35,N/A,2019,1.0,2,6,60,180,5,N/A,N/A
Goblin Dice,5.5,5.66,99,N/A,2015,1.5,2,6,15,30,8,N/A,N/A
Eyes on the Prize,5.5,5.41,38,15.99,2016,1.0,2,4,10,20,6,N/A,N/A
Action Cats!,5.5,5.53,60,N/A,2017,1.0,3,6,20,45,9,N/A,N/A
Monopoly for Sore Losers,5.5,5.7,51,N/A,2020,2.0,2,6,N/A,N/A,8,N/A,N/A
La Trel,5.5,5.62,56,N/A,1994,1.6,2,2,60,60,10,Abstract,N/A
Polarity,5.5,5.65,33,N/A,2002,1.0,2,4,2,2,N/A,N/A,N/A
