Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
"Detective Stories: Demo ""Gattardo""",5.548,6.57,112,N/A,2019,2.0,1,5,30,45,13,N/A,N/A
Sherlock: Zimmer 208,5.548,6.69,97,N/A,2022,1.0,1,8,60,60,12,N/A,N/A
Exodus: A Z War One Game,5.548,7.84,70,N/A,2018,3.0,1,5,60,180,14,N/A,N/A
Rebis,5.548,6.02,260,N/A,2020,1.64,1,4,20,20,14,N/A,N/A
The Great War in the Near East,5.548,6.78,94,N/A,1996,3.08,2,2,360,360,12,Wargames,N/A
Weapon Wars,5.548,6.93,104,N/A,2019,1.0,2,6,10,40,6,N/A,N/A
Vanished Planet,5.548,5.82,480,N/A,2003,2.55,1,6,60,60,8,Strategy,N/A
Magical Friends and How to Summon Them,5.548,7.21,88,N/A,2023,2.33,2,5,60,90,12,N/A,N/A
Conflict of Alliances: Warring States,5.548,7.83,69,N/A,2011,2.54,2,2,40,60,10,Wargames,N/A
I Am Spartacus!,5.548,6.45,137,N/A,1992,2.31,2,2,180,180,12,Wargames,N/A
Polite Society: The Jane Austen Board Game,5.548,6.83,102,N/A,2018,1.67,2,5,30,30,8,N/A,N/A
Connect 4 Launchers,5.548,6.28,180,N/A,2010,1.0,2,2,5,15,5,N/A,N/A
Beaches for the Brave: A Solitaire Wargame,5.548,7.74,64,15.99,2022,1.33,1,1,5,15,12,Wargames,N/A
La Garde Avance!,5.548,7.94,52,N/A,2022,2.6,2,2,60,90,N/A,Wargames,N/A
Robots,5.548,6.09,203,N/A,2020,1.0,2,6,15,15,5,N/A,N/A
Trapper,5.548,6.12,209,N/A,2007,2.05,2,4,30,60,10,Family,N/A
"Cold War Commander: Fast-Play Tabletop Wargame Rules for Combined-Arms Operations, 1946+",5.548,7.45,59,N/A,2006,3.22,2,2,150,150,12,Wargames,N/A
Backpacks & Blisters (Second Edition),5.548,6.5,110,N/A,2017,2.0,1,6,20,60,14,N/A,N/A
Kharkov Battles: Before & After Fall Blau,5.548,7.87,55,N/A,2021,2.71,2,2,90,4800,N/A,Wargames,N/A
Patton in Flames,5.548,7.1,76,N/A,2000,4.24,2,3,120,120,12,Wargames,N/A
Ligretto Dice,5.548,5.8,464,N/A,2009,1.04,2,4,20,20,8,Children's,Family
Dracula: Walpurgis Night,5.548,6.98,93,N/A,2022,2.0,2,4,40,60,14,N/A,N/A
1914: Glory's End,5.548,6.37,136,N/A,1994,2.56,2,2,180,180,12,Wargames,N/A
Dino Trix: Tarot Adventures,5.548,7.53,52,N/A,2025,2.0,2,5,30,90,12,N/A,N/A
Exoworld Survival,5.548,7.57,92,60.0,2023,2.5,1,5,60,90,14,N/A,N/A
Geisterwäldchen,5.548,6.07,206,N/A,2005,1.14,2,6,30,30,5,Children's,N/A
Chaparral,5.548,7.67,61,N/A,2016,2.9,1,4,45,90,12,N/A,N/A
Southern Rails,5.548,6.21,160,N/A,2015,2.43,3,5,60,60,14,Strategy,N/A
GHQ,5.548,7.78,63,N/A,2024,2.14,2,2,20,40,9,Abstract,N/A
Misfits: The Tactical Stacking Game,5.548,8.03,60,N/A,2023,1.0,2,4,20,30,6,N/A,N/A
Marengo 1800,5.548,7.46,70,N/A,2000,2.79,2,2,120,120,12,Wargames,N/A
Sebastian Fitzek Killercruise: Das Würfelspiel,5.548,6.76,92,N/A,2023,2.0,1,4,30,30,12,N/A,N/A
