Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Dragon Lairds,5.519,6.04,94,N/A,2007,2.5,2,5,60,60,10,N/A,N/A
Courtisans of Versailles,5.519,5.8,173,N/A,1988,1.82,3,8,120,120,8,N/A,N/A
Vikingjarl,5.519,7.0,63,N/A,2020,2.67,2,4,60,60,12,N/A,N/A
"Tierra y Libertad, el juego revolucionario",5.519,6.99,38,N/A,2009,2.5,1,5,50,50,12,Wargames,N/A
The Smog Riders: Dimensions of Madness,5.519,6.72,53,N/A,2017,2.5,2,4,60,90,14,N/A,N/A
Mein Schatz,5.519,6.19,63,N/A,2015,1.0,2,4,20,20,7,N/A,N/A
Two Robots,5.519,7.04,43,N/A,2019,1.5,2,4,15,45,10,N/A,N/A
Zwerg Riese,5.519,6.66,36,N/A,2011,1.67,2,4,20,20,6,N/A,N/A
Turning Point: The Battle of Stalingrad,5.519,6.36,68,N/A,1972,2.31,2,2,150,180,12,Wargames,N/A
Bob Ross: Happy Little Accidents,5.519,5.82,246,N/A,2018,1.0,3,6,15,15,10,N/A,N/A
Overpower,5.519,5.75,498,N/A,1995,1.87,2,2,30,30,10,Customizable,N/A
Cego,5.519,7.15,31,N/A,N/A,2.6,3,4,10,10,12,N/A,N/A
Fortress of Terror,5.519,7.35,30,N/A,2022,2.0,1,1,60,90,12,N/A,N/A
Attacktix Battle Figure Game: Transformers,5.519,6.46,52,N/A,2006,1.11,2,6,10,10,6,Children's,N/A
Patuscada,5.519,7.09,44,N/A,2018,1.0,4,12,20,90,18,N/A,N/A
Krig,5.519,8.52,33,N/A,2019,1.0,2,2,5,10,8,N/A,N/A
Elemental Duel,5.519,7.21,50,N/A,2023,1.0,2,2,15,15,8,N/A,N/A
Zar,5.519,6.78,51,N/A,1981,1.8,2,8,30,30,6,N/A,N/A
Tallinn,5.519,5.84,129,N/A,2016,1.33,2,4,10,20,10,N/A,N/A
Dark Age: Core Rules,5.519,7.67,32,N/A,2002,2.75,2,2,90,90,12,Thematic,Wargames
"World War II: European Theater of Operations, 1939-45",5.519,5.9,133,N/A,1973,2.5,2,6,240,240,12,Wargames,N/A
En Pointe Toujours!,5.519,7.24,35,N/A,1997,2.33,2,2,120,120,12,Wargames,N/A
Drags 2 Riches,5.519,6.96,49,N/A,2023,2.0,2,5,30,45,14,N/A,N/A
Robo Rescue: Origins,5.519,6.62,41,N/A,2025,1.0,1,12,10,15,8,N/A,N/A
À la charge: Normands et Byzantins,5.519,7.15,37,N/A,2009,1.89,2,2,N/A,N/A,N/A,Wargames,N/A
Qui ose gagne!: Cyrénaïque 1942,5.519,6.65,41,N/A,2018,2.29,1,1,30,90,10,Wargames,N/A
King's Life,5.519,6.29,52,N/A,2017,2.0,4,8,20,30,10,N/A,N/A
