Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Poetry Slam,5.525,6.22,83,N/A,2018,1.5,3,10,25,45,10,N/A,N/A
Ice War,5.525,6.07,143,N/A,1978,2.15,2,2,60,60,12,Wargames,N/A
Anno Domini: Im Osten,5.525,7.09,37,N/A,2010,2.0,2,8,30,30,10,N/A,N/A
Byzantium,5.525,6.52,65,N/A,1996,2.92,2,4,180,180,N/A,Wargames,N/A
Metropolis,5.525,8.01,34,N/A,1974,2.33,2,6,120,120,10,N/A,N/A
Passa Palavras,5.525,8.13,34,N/A,2023,1.5,2,N/A,10,40,N/A,N/A,N/A
Dragon Dungeon: A roll and write adventure,5.525,7.37,43,N/A,2020,2.0,1,4,20,30,10,N/A,N/A
Black Mold,5.525,6.91,61,N/A,2024,2.5,2,5,60,120,12,N/A,N/A
Food for Thought,5.525,7.51,34,N/A,2025,2.5,1,4,60,90,14,N/A,N/A
Tatort Meer Fall 2: Verschollen,5.525,7.88,37,N/A,2022,2.25,1,6,90,150,14,N/A,N/A
Fear and Faith,5.525,7.45,32,N/A,2009,2.0,2,N/A,45,45,N/A,N/A,N/A
Doxie Dash,5.525,6.54,65,N/A,2018,1.5,2,6,15,30,6,N/A,N/A
Blood of Noble Men: The Alamo,5.525,6.47,60,N/A,2006,2.3,2,2,120,120,12,Wargames,N/A
CLACK!,5.525,5.73,372,N/A,2012,1.07,2,6,10,10,4,N/A,N/A
Nord,5.525,6.29,76,N/A,2015,3.0,2,4,30,30,14,N/A,N/A
En Pointe Toujours III: Koursk 1943,5.525,7.51,34,N/A,2003,2.33,2,2,60,60,12,Wargames,N/A
Riverwood Town,5.525,7.25,56,N/A,2023,1.2,1,5,15,20,8,N/A,N/A
Aachen,5.525,6.63,62,N/A,1983,3.67,2,2,360,360,12,Wargames,N/A
Limits of Glory: Bonaparte's Eastern Empire,5.525,7.74,35,N/A,2024,2.0,1,2,90,180,14,Wargames,N/A
The Lord of the Rings Dice Building Game,5.525,5.64,696,N/A,2013,2.19,2,4,30,30,14,Thematic,N/A
TRND,5.525,6.5,67,N/A,2024,0.0,3,5,30,30,8,N/A,N/A
Hisss,5.525,5.61,1416,N/A,2001,1.02,2,5,15,15,4,Children's,N/A
Tahiti,5.525,6.47,64,N/A,1995,2.17,2,4,45,45,10,N/A,N/A
Schäferstündchen,5.525,6.25,93,N/A,2015,2.0,2,6,20,30,10,N/A,N/A
Murder Party Pocket: Deadly Sin,5.525,6.89,43,N/A,2023,1.0,1,6,60,60,12,N/A,N/A
Welcome to Sysifus Corp,5.525,7.69,66,N/A,2021,2.0,2,4,10,20,14,N/A,N/A
Tüfteln,5.525,6.52,71,N/A,2024,1.0,1,15,15,15,8,N/A,N/A
Mondriaan 2020,5.525,6.17,85,N/A,2011,1.86,2,2,15,15,8,Abstract,N/A
Zodiac War,5.525,7.21,60,N/A,2022,2.17,1,5,60,90,12,N/A,N/A
Custer's Final Campaign: 7th Cavalry at Little Bighorn,5.525,6.39,80,N/A,2012,1.86,2,2,30,30,N/A,Wargames,N/A
Motion Pictures: Movies Out of Cardboard,5.525,6.37,70,N/A,2016,2.0,2,4,30,45,12,N/A,N/A
1792: La Patrie en Danger,5.525,7.16,38,N/A,1991,2.89,2,2,N/A,N/A,12,Wargames,N/A
Zombie Cinema,5.525,7.03,36,N/A,2008,2.5,3,6,120,120,12,Thematic,N/A
Pour Dieu et pour le Roy,5.525,7.13,38,N/A,2005,3.0,2,2,180,180,12,Wargames,N/A
Cabaret,5.525,6.73,45,N/A,2015,1.33,2,6,30,30,5,N/A,N/A
Kleine Magier,5.525,5.99,121,N/A,2009,1.4,2,4,15,15,4,Children's,N/A
Escape Room: The Game – Family Edition: The Jungle,5.525,6.15,99,N/A,2018,2.0,3,5,60,60,10,N/A,N/A
Kraut & Rüben,5.525,5.97,122,N/A,1998,1.18,3,5,30,30,8,N/A,N/A
Carnival of Sins,5.525,8.82,33,N/A,2025,0.0,2,5,10,20,10,N/A,N/A
Reindeer Races,5.525,7.64,30,N/A,2010,2.0,2,4,20,20,6,N/A,N/A
"The Game of Medici: Arms, Loves and Betrayals in XVth Century Europe",5.525,6.69,52,N/A,1982,2.33,4,6,120,180,13,N/A,N/A
Ghostbusters x Men in Black: Ecto-terrestrial Invasion,5.525,6.74,77,N/A,2021,3.33,1,4,75,75,14,N/A,N/A
