Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Pests!,5.509,6.74,33,N/A,2017,2.0,2,6,45,75,10,N/A,N/A
BANG!: Halo,5.509,5.81,146,N/A,2014,1.8,3,7,30,30,8,N/A,N/A
Supremacy 2020,5.509,7.33,34,N/A,2015,3.5,2,6,120,120,12,Wargames,N/A
Diamant,5.509,6.15,31,N/A,1975,1.5,2,4,30,30,8,Abstract,N/A
Caribbean Pirates Dice Game,5.509,6.12,31,N/A,2013,0.0,2,5,10,10,6,N/A,N/A
Blades of Legend,5.509,6.0,54,N/A,2012,2.5,6,11,45,45,12,N/A,N/A
Scrabble: Chocolate Edition,5.509,5.97,60,N/A,2007,2.5,2,4,20,20,N/A,N/A,N/A
Jin Li,5.509,6.23,32,N/A,2010,1.5,2,2,15,15,6,Abstract,N/A
"Bloody Ridge: Turning Point on Guadalcanal, September 1942",5.509,6.0,50,N/A,1975,2.23,2,2,90,90,12,Wargames,N/A
Old World New World,5.509,6.12,45,N/A,2013,1.5,2,4,20,30,13,N/A,N/A
Amnesia,5.509,5.88,56,N/A,1990,1.0,2,6,30,30,14,N/A,N/A
Mars Ravelo's Darna at ang Nawawalang Bato,5.509,6.51,38,N/A,2017,1.0,2,4,5,15,14,N/A,N/A
Cat Magic the Game,5.509,7.43,35,N/A,2022,1.75,2,5,15,30,13,N/A,N/A
Sphinx,5.509,5.86,55,N/A,1987,1.25,2,2,20,20,12,Children's,Family
Würfelblitz,5.509,6.08,40,N/A,2017,1.0,2,7,10,20,8,N/A,N/A
Abra Kazam!,5.509,5.8,123,N/A,2018,1.0,3,8,15,15,8,N/A,N/A
Slush Fund,5.509,5.98,41,N/A,2008,1.86,2,4,20,20,N/A,N/A,N/A
L'Empereur,5.509,6.33,31,N/A,2017,1.0,2,4,15,25,8,N/A,N/A
Gyrating Hamsters,5.509,6.38,142,N/A,2017,1.5,2,5,20,30,13,N/A,N/A
Staka,5.509,6.19,35,N/A,2018,0.0,1,4,20,60,7,N/A,N/A
Zug,5.509,6.16,45,N/A,2009,1.75,2,5,30,30,10,N/A,N/A
Fagin's Gang,5.509,5.72,127,N/A,2007,2.41,2,6,120,120,10,N/A,N/A
Geek Out! TableTop Limited Edition,5.509,6.47,31,34.99,2016,1.0,2,99,30,30,10,N/A,N/A
Monopoly: Pokémon Kanto Edition,5.509,5.79,241,N/A,2014,1.4,2,6,60,60,8,N/A,N/A
Turtle Mania,5.509,6.17,36,29.12,2022,1.0,2,4,20,25,5,N/A,N/A
Movie Plotz,5.509,6.08,42,N/A,2014,1.0,2,12,15,15,8,N/A,N/A
Chef Cuckoo!,5.509,5.92,48,N/A,2012,1.0,3,8,10,20,7,N/A,N/A
Willy Waschbär,5.509,5.95,43,N/A,2001,1.57,2,4,15,15,6,Children's,N/A
Hot Seat,5.509,5.72,166,19.82,N/A,1.0,3,99,30,60,10,N/A,N/A
Kamozza (貨モッツァ),5.509,6.12,32,N/A,2012,1.0,3,5,15,15,8,N/A,N/A
Draconium,5.509,6.49,34,N/A,2019,1.33,2,2,20,30,8,N/A,N/A
"Khe Sanh, 1968",5.509,6.29,42,N/A,2002,2.86,2,2,360,360,12,Wargames,N/A
Shadow of the Sun,5.509,5.92,41,N/A,2013,2.0,3,4,30,30,N/A,N/A,N/A
Paw Wars,5.509,8.83,36,N/A,2023,0.0,2,6,10,20,4,N/A,N/A
Why,5.509,5.74,115,N/A,1958,1.22,2,4,45,45,12,N/A,N/A
Atta Ants,5.509,5.6,378,N/A,2003,1.87,2,4,15,45,8,Abstract,Strategy
Card Sharks,5.509,6.35,30,N/A,2002,1.0,2,2,30,30,10,N/A,N/A
Lexicon,5.509,5.71,148,N/A,1932,1.45,1,4,30,30,8,N/A,N/A
Cup-A-Cup,5.509,5.86,56,N/A,2015,1.0,3,8,10,20,6,N/A,N/A
"Red Sun/Red Star: The Nomonhan Campaign, 1939",5.509,5.86,75,N/A,1993,2.64,2,2,360,360,12,Wargames,N/A
Crazy Corgi,5.509,5.88,76,N/A,2024,1.25,2,4,15,20,8,N/A,N/A
Switchboard,5.509,5.93,77,N/A,1966,1.83,2,4,45,45,N/A,Abstract,N/A
Monopoly Gamer: Sonic The Hedgehog,5.509,6.21,53,N/A,2019,1.0,2,4,45,60,8,N/A,N/A
Fish'n'Stones,5.509,6.31,37,N/A,2014,1.6,2,4,20,20,7,N/A,N/A
Input,5.509,5.69,149,N/A,1984,1.8,2,2,20,20,10,Abstract,N/A
Biafra!,5.509,6.24,40,N/A,2007,2.27,1,2,30,30,N/A,Wargames,N/A
Idol Project,5.509,6.23,32,N/A,2011,2.0,3,5,60,60,16,N/A,N/A
El Juego de la Liga,5.509,6.0,60,N/A,2003,1.4,2,8,120,120,N/A,N/A,N/A
Karmaggän,5.509,6.05,61,N/A,2021,2.0,2,8,30,90,12,N/A,N/A
Trailer Park Boys Board Game,5.509,6.47,48,N/A,2013,1.5,2,6,90,90,18,N/A,N/A
Spline+,5.509,6.33,32,N/A,2011,2.33,2,2,15,15,7,Abstract,N/A
Caper,5.509,6.27,31,N/A,1970,1.25,2,4,60,60,9,N/A,N/A
Game to Pick a Game: Orc Council,5.509,6.4,36,N/A,2018,0.0,2,4,5,5,5,N/A,N/A
The Battle of Bushy Run,5.509,6.17,35,N/A,2014,2.0,2,2,90,150,N/A,Wargames,N/A
Sleep Tight,5.509,6.42,69,N/A,2021,2.33,1,4,5,30,14,N/A,N/A
Banquet Royal,5.509,6.07,34,N/A,2018,1.0,2,4,20,20,7,N/A,N/A
Drifting Lands,5.509,6.55,30,N/A,2020,2.0,2,4,45,45,10,N/A,N/A
Dragon Masters,5.509,5.8,153,N/A,1991,2.09,2,4,120,120,12,Wargames,N/A
HeroCard Cyberspace,5.509,6.33,40,N/A,2006,1.5,2,4,N/A,N/A,12,N/A,N/A
Ettana: The Looms of Kanchi,5.509,6.92,31,N/A,2021,2.0,2,4,25,60,8,N/A,N/A
Ex illis,5.509,6.4,44,N/A,2009,3.44,2,2,60,60,8,Wargames,N/A
Tower of London,5.509,5.91,76,24.95,2017,2.0,3,5,45,45,14,N/A,N/A
Fruits,5.509,7.82,31,N/A,2020,1.0,2,6,10,20,8,N/A,N/A
Sherlock in Time,5.509,6.08,46,N/A,2023,1.0,2,6,20,20,10,N/A,N/A
La Guerre de Troie,5.509,6.05,41,N/A,2006,1.38,1,2,60,60,12,Wargames,N/A
Legend Academy,5.509,5.44,105,N/A,2025,2.67,1,4,45,150,14,N/A,N/A
Barbarossa Solitaire,5.509,6.25,33,N/A,2002,1.77,1,1,30,30,12,Wargames,N/A
UFO Farmer,5.509,5.81,82,N/A,2014,1.13,2,4,30,30,6,Family,N/A
"Destruction of Army Group Center: The Soviet Summer Offensive, 1944",5.509,5.75,146,N/A,1973,2.47,2,2,150,150,12,Wargames,N/A
Zinga,5.509,5.8,83,N/A,2022,1.0,2,4,15,15,8,N/A,N/A
Royalists & Roundheads II,5.509,5.88,53,N/A,1992,2.0,1,2,120,120,12,Wargames,N/A
Drink Drank Drunk,5.509,6.77,34,N/A,2017,1.0,3,20,20,200,16,N/A,N/A
Seals,5.509,5.85,76,N/A,2018,1.33,2,4,10,20,7,N/A,N/A
Delphi,5.509,5.74,112,N/A,2002,1.64,3,4,20,20,10,Family,N/A
Dungeon Delver,5.509,6.04,56,N/A,2011,1.0,1,1,20,20,5,N/A,N/A
RisiKo! Edizione Torneo,5.509,6.18,50,N/A,1993,1.75,2,6,N/A,N/A,N/A,N/A,N/A
EL: The Chicago Transit Adventure,5.509,6.48,57,N/A,2019,2.33,2,8,30,60,13,N/A,N/A
Gangs of Commorragh,5.509,6.51,34,N/A,2017,1.0,2,2,N/A,N/A,N/A,N/A,N/A
Psychological Warfare,5.509,5.91,69,N/A,2014,2.0,2,4,30,30,12,N/A,N/A
La Caza de la Calabaza,5.509,6.86,35,N/A,2019,1.0,2,3,15,25,6,N/A,N/A
Hunt A Killer: Homicide at the Heist,5.509,6.22,37,N/A,2023,0.0,1,6,30,180,14,N/A,N/A
BOLSA: the board game,5.509,6.29,32,N/A,2011,1.75,2,6,75,75,10,N/A,N/A
Realm Lord,5.509,6.31,30,N/A,2003,2.2,2,6,60,60,N/A,N/A,N/A
Taco Puck Maple Syrup Canoe,5.509,6.11,39,N/A,2022,0.0,2,8,10,10,8,N/A,N/A
Midnight Outburst,5.509,6.21,40,19.5,2016,1.0,2,99,N/A,N/A,18,N/A,N/A
Red Hot Silly Dragon,5.509,5.72,120,N/A,2005,1.35,2,5,30,30,10,N/A,N/A
Longships,5.509,6.12,46,N/A,2009,3.0,2,6,60,60,10,N/A,N/A
YOU are the Maniac!,5.509,5.69,110,N/A,2012,2.0,2,4,30,30,13,N/A,N/A
Darwin's Dice,5.509,6.1,31,N/A,2016,1.33,2,4,10,30,6,N/A,N/A
World Auto Racing,5.509,8.21,31,N/A,2022,0.0,2,5,15,45,14,N/A,N/A
Knots,5.509,6.08,40,N/A,1991,2.0,2,2,20,20,10,Abstract,N/A
The Great Downhill Ski Game,5.509,6.04,40,N/A,1970,1.2,1,4,30,30,10,N/A,N/A
The Game of Fuzzy Logic,5.509,6.34,33,N/A,2020,1.0,4,10,30,30,10,N/A,N/A
Zaberias,5.509,7.03,41,N/A,2016,2.17,2,4,20,180,6,N/A,N/A
Chronicle X,5.509,6.17,166,N/A,2021,2.5,1,7,60,180,12,N/A,N/A
Rock 'n Roll,5.509,6.24,32,N/A,2010,1.67,1,6,20,20,8,N/A,N/A
