Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Something Wild! Marvel Infinity Saga: Iron Man,5.513,6.47,39,N/A,2021,1.0,2,4,15,15,6,N/A,N/A
The Battle of Seattle,5.513,6.41,34,N/A,2000,2.33,2,2,90,90,12,Wargames,N/A
Assault on Leningrad,5.513,6.39,44,N/A,1980,2.56,2,2,120,120,12,Wargames,N/A
Der Garten des Sonnenkönigs,5.513,5.94,74,N/A,1996,2.5,2,5,60,60,10,N/A,N/A
Something Wild! Disney The Little Mermaid,5.513,6.38,50,N/A,2020,1.0,2,4,15,15,6,N/A,N/A
Air Flix,5.513,7.35,37,N/A,2021,0.0,2,10,20,45,6,Wargames,N/A
March on the Drina,5.513,6.97,35,N/A,2019,2.17,2,4,120,180,14,Wargames,N/A
L'été des Boxers,5.513,6.31,35,N/A,2017,2.0,1,1,180,240,N/A,Wargames,N/A
Roco Ranger,5.513,7.69,32,N/A,2022,0.0,1,6,30,45,8,N/A,N/A
El Dorado Canyon,5.513,8.74,30,N/A,2015,1.75,4,6,30,30,12,N/A,N/A
Quest Master,5.513,6.36,49,N/A,2002,1.67,2,6,60,60,14,N/A,N/A
"The Franco-Prussian War: August 1 to September 2, 1870",5.513,6.04,75,N/A,1972,2.35,2,2,360,360,12,Wargames,N/A
Nomids,5.513,6.09,85,N/A,2020,1.0,2,10,2,10,6,Abstract,N/A
Harry Hopper,5.513,6.39,62,N/A,2015,1.0,2,4,20,20,6,N/A,N/A
Atoll,5.513,5.78,150,N/A,2008,2.07,2,2,20,20,N/A,Abstract,N/A
Natural Chaos,5.513,6.91,52,N/A,2026,0.0,2,2,10,15,8,N/A,N/A
Wicked Apples,5.513,6.2,56,N/A,2016,1.67,2,5,10,15,12,N/A,N/A
Draco Mundis,5.513,5.74,180,N/A,2006,2.18,2,4,60,60,12,Abstract,N/A
Cortex Challenge GEO,5.513,5.93,90,N/A,2016,1.0,2,6,15,30,9,N/A,N/A
Digit,5.513,5.69,206,N/A,1987,1.32,2,4,20,20,8,N/A,N/A
I Spy Dig In,5.513,6.12,53,N/A,2017,1.0,2,4,N/A,N/A,5,N/A,N/A
UNO: Cars,5.513,5.77,131,N/A,2006,1.2,2,10,10,10,7,N/A,N/A
Disney Apples to Apples,5.513,5.68,296,N/A,2009,1.0,4,8,15,15,7,Children's,N/A
Yōkai Quest,5.513,6.24,65,N/A,2017,1.57,1,6,30,60,6,N/A,N/A
Hanna Honeybee,5.513,5.89,125,N/A,2016,1.0,1,4,5,10,2,Children's,N/A
Battle of the Scheldt: The Devil's Moat,5.513,6.3,43,N/A,2013,2.0,1,2,60,60,12,Wargames,N/A
Judge Domino,5.513,5.85,112,N/A,2021,1.0,2,5,5,20,7,N/A,N/A
Fox Matters,5.513,5.87,102,N/A,2020,2.25,1,5,45,60,12,N/A,N/A
Towers of Am'harb,5.513,6.04,53,N/A,2019,3.0,2,4,30,45,15,N/A,N/A
Gounki,5.513,6.75,32,N/A,1997,3.0,2,2,20,20,8,Abstract,N/A
Berserk: Tactical Card Game – War of Realms,5.513,7.17,36,N/A,2011,3.0,2,2,40,60,13,N/A,N/A
Mille Grazie,5.513,5.79,138,N/A,2010,1.29,2,4,30,30,8,N/A,N/A
Grim Reaper Preschool,5.513,6.21,45,N/A,2022,2.0,2,4,20,30,8,N/A,N/A
Prairie Aflame!,5.513,6.59,30,N/A,2007,2.8,2,2,N/A,N/A,12,Wargames,N/A
Hamburger Hill,5.513,6.29,61,N/A,1990,2.67,2,2,120,120,12,Wargames,N/A
Ben Hurt,5.513,5.64,286,N/A,1996,1.74,4,8,60,60,12,Strategy,Thematic
NORAD,5.513,6.5,42,N/A,1973,2.25,1,2,15,30,14,Wargames,N/A
Pax Viking Junior,5.513,7.22,32,N/A,2024,1.33,2,6,30,30,6,N/A,N/A
Sonic the Hedgehog: Dice Rush,5.513,6.26,52,N/A,2019,1.5,2,4,15,20,8,N/A,N/A
Whales Destroying The World,5.513,5.98,106,N/A,2019,1.0,3,6,10,20,7,N/A,N/A
The Cookie,5.513,6.05,81,N/A,2014,1.6,4,6,10,20,10,N/A,N/A
Malarky,5.513,5.67,459,N/A,1996,1.48,3,6,45,45,10,Party,N/A
Misch Masch,5.513,6.33,34,N/A,2017,1.0,2,6,20,20,6,N/A,N/A
Miksi juuri Mäntsälä...?,5.513,6.17,44,N/A,2009,1.33,2,6,20,20,10,N/A,N/A
Top Secret,5.513,5.72,185,N/A,1985,1.46,2,4,60,60,10,N/A,N/A
UEFA Champions League: Officially Licensed Board Game,5.513,6.3,35,N/A,2010,1.5,2,4,30,30,8,N/A,N/A
Turbo Rally Card Racing: Thunder Track,5.513,6.81,32,N/A,2014,1.75,2,10,20,90,8,N/A,N/A
Cursed Empire: Heroes of Thargos,5.513,7.77,48,N/A,2022,3.0,1,2,45,120,14,N/A,N/A
Counter-Attack! Arras,5.513,6.08,53,N/A,2009,2.3,2,2,180,180,N/A,Wargames,N/A
Void Halls,5.513,6.79,34,N/A,2023,2.0,1,1,20,30,8,N/A,N/A
Chatuchak,5.513,6.34,34,N/A,2023,2.0,1,5,15,30,9,N/A,N/A
18 Holes: Course Architect,5.513,6.23,38,11.25,2022,2.0,1,18,20,30,10,N/A,N/A
Monumental Duel: Espionage,5.513,6.06,70,24.99,2024,3.0,2,2,45,60,10,N/A,N/A
Hush 'N Rush,5.513,6.55,33,N/A,2022,1.0,2,4,10,15,3,N/A,N/A
Hemloch: Vault of Darkness,5.513,6.4,31,N/A,2013,2.2,2,2,30,30,N/A,N/A,N/A
AGES,5.513,7.08,43,N/A,2016,2.4,2,4,30,60,14,N/A,N/A
The Final Frontier,5.513,6.44,42,N/A,1997,2.6,2,4,120,120,12,Wargames,N/A
Marlborough: War of the Spanish Succession,5.513,6.44,43,N/A,2006,3.25,2,2,240,240,12,Wargames,N/A
Night-Night Kisses,5.513,6.45,32,N/A,N/A,1.0,2,2,5,10,3,N/A,N/A
Gormenghast: The Board Game,5.513,5.94,93,N/A,2013,1.0,2,4,60,60,12,Family,Thematic
Hawaiki,5.513,6.38,32,N/A,2014,1.0,2,6,15,15,7,N/A,N/A
Welt der Abenteuer,5.513,6.38,32,N/A,2004,1.0,2,4,25,25,4,N/A,N/A
Cubo,5.513,5.65,330,18.54,2014,1.58,2,4,20,20,8,N/A,N/A
Crashland,5.513,6.44,35,N/A,2015,2.0,1,1,20,30,10,N/A,N/A
The Princess and the Goblin,5.513,6.04,76,N/A,2016,1.67,1,4,10,20,7,N/A,N/A
Legion: The Siberian Story,5.513,6.46,41,N/A,2024,2.33,2,4,60,90,12,Wargames,N/A
UNO: Minecraft,5.513,5.8,240,N/A,2017,1.0,2,10,5,60,7,N/A,N/A
Tic Talk,5.513,5.79,101,N/A,2012,1.0,4,6,30,30,10,Party,N/A
Anagram: The Ingenious Game of Juggling Words,5.513,6.28,48,N/A,1991,1.8,2,8,20,20,N/A,N/A,N/A
Strata 5,5.513,5.78,128,N/A,1984,2.33,2,4,60,60,10,Abstract,N/A
Majolica Painting,5.513,6.24,38,N/A,2019,2.0,1,8,25,25,8,N/A,N/A
CAV: Combat Assault Vehicle,5.513,6.9,42,N/A,2001,2.83,2,8,90,90,12,Wargames,N/A
Wanted!,5.513,5.75,400,N/A,1999,1.0,3,5,15,15,7,Children's,N/A
Day of the Dead,5.513,6.4,31,N/A,2012,2.0,2,2,30,30,13,N/A,N/A
Holmes,5.513,6.44,33,N/A,2011,2.33,2,2,30,30,10,N/A,N/A
StarGate: The Final Space Battle for Galactic Freedom,5.513,5.89,87,N/A,1979,2.25,2,2,45,180,10,Wargames,N/A
Yu-ca-tan,5.513,5.77,103,N/A,2018,1.0,2,5,15,15,8,N/A,N/A
Namaste,5.513,6.34,34,N/A,2021,1.0,2,4,20,20,8,N/A,N/A
