Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Altar: Realms of the Gods,5.54,7.6,102,N/A,2024,2.5,2,5,30,30,14,N/A,N/A
Manimals,5.54,6.33,111,N/A,2006,1.13,2,6,10,20,6,Children's,N/A
GembloQ,5.54,6.69,84,N/A,2014,1.33,2,4,20,30,8,Abstract,N/A
"Warhammer 40,000: Speed Freeks",5.54,7.02,74,N/A,2018,2.5,2,8,60,90,N/A,N/A,N/A
Ready to Rock!,5.54,6.2,154,N/A,2012,1.86,3,9,20,20,9,N/A,N/A
Eureka,5.54,5.9,453,N/A,1988,1.47,3,6,60,60,8,Family,N/A
Swatch: The Abstract Game of Art,5.54,6.77,83,N/A,2022,1.83,1,4,30,60,14,Family,N/A
EinStein würfelt nicht!,5.54,6.65,88,N/A,2004,1.57,2,2,10,10,6,Abstract,N/A
Gammarauders,5.54,5.86,445,N/A,1987,2.12,2,6,120,120,12,Wargames,N/A
Space Vermin from Beyond!,5.54,7.53,52,N/A,2016,2.17,1,2,60,120,12,Wargames,N/A
Chicken Heist,5.54,6.84,125,N/A,2020,2.11,3,8,15,45,13,N/A,N/A
Breaking the Chains: War in the South China Sea,5.54,6.55,97,71.99,2014,3.08,1,10,120,1200,N/A,Wargames,N/A
Lass die Kirche im Dorf!,5.54,7.29,55,N/A,2016,2.0,2,2,15,30,10,Abstract,N/A
1895 Namibia,5.54,6.69,71,N/A,2004,3.2,3,3,180,240,12,Strategy,N/A
Battlewagon,5.54,6.37,126,N/A,1981,2.44,2,6,30,60,10,Wargames,N/A
Galopp Royal,5.54,5.9,245,N/A,1995,1.63,3,6,45,45,9,Family,N/A
"Quack-Quack, Corrupt Ducks",5.54,6.96,67,N/A,2022,2.0,2,4,15,30,9,N/A,N/A
Wanted Wombats,5.54,6.29,123,N/A,2022,1.0,2,5,1,15,6,N/A,N/A
Magic: The Gathering – Jumpstart,5.54,7.76,41,N/A,2020,3.0,2,2,20,20,12,N/A,N/A
Valley Hoopers: The Series,5.54,8.11,55,N/A,2023,3.5,2,2,45,120,14,N/A,N/A
The Arkham Asylum Files: Panic in Gotham City,5.54,7.61,54,N/A,2023,2.5,1,6,60,60,13,N/A,N/A
Batman: The Animated Series – Rogues Gallery,5.54,6.57,108,N/A,2019,1.25,3,5,30,45,12,N/A,N/A
Herd Mentality: Moosic & Moovies,5.54,6.83,73,N/A,2023,1.0,4,20,20,20,10,N/A,N/A
Bell-Bottomed Badassses on the Mean Streets of Funk,5.54,5.92,229,N/A,2004,1.48,2,6,20,40,13,Thematic,N/A
No Trumpets No Drums: The Vietnam War 1965-1975,5.54,6.64,95,N/A,1982,3.15,2,2,240,240,12,Wargames,N/A
Never Bring a Knife,5.54,7.22,62,N/A,2020,1.5,4,8,20,30,17,N/A,N/A
APBA Golf Game,5.54,8.01,44,N/A,2010,2.8,1,4,N/A,N/A,N/A,N/A,N/A
Strike A Pose,5.54,6.31,116,N/A,2014,1.25,3,14,50,50,10,N/A,N/A
1858: The Railways of Iberia,5.54,6.91,63,N/A,2011,3.83,3,6,240,240,12,N/A,N/A
I Heart Manatees,5.54,6.7,80,16.0,2024,2.0,2,4,30,40,10,N/A,N/A
Dreamers,5.54,7.33,57,N/A,2022,1.0,2,2,15,25,10,N/A,N/A
Gazebo,5.539,7.25,48,N/A,2025,0.0,2,4,30,30,8,N/A,N/A
The Walking Dead: The Board Game,5.539,5.73,1157,N/A,2011,2.04,1,6,30,60,13,Thematic,N/A
Pizza Pizza Yum Yum,5.539,7.08,66,N/A,2023,1.0,2,2,15,15,8,N/A,N/A
Get Rich Quick,5.539,6.45,96,N/A,2016,2.0,3,5,30,40,8,N/A,N/A
Great War at Sea: U.S. Navy Plan Black,5.539,6.74,85,N/A,1999,2.45,2,4,120,120,12,Wargames,N/A
Wadi,5.539,6.15,163,N/A,2007,2.32,2,4,30,30,10,N/A,N/A
Neuschwabenland,5.539,7.64,49,N/A,2015,2.57,2,2,30,60,10,Wargames,N/A
Iwo Jima 1945,5.539,8.03,39,N/A,2024,1.67,1,1,30,60,14,N/A,N/A
Fibonachos,5.539,6.3,145,N/A,2023,1.0,2,5,20,35,7,N/A,N/A
Judgemint of the Realm Lords,5.539,8.16,36,N/A,2025,1.75,1,1,30,60,12,N/A,N/A
