Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Combat,5.497,5.46,36,N/A,1963,1.17,2,2,60,60,7,Wargames,N/A
Texas Roll'Em,5.497,5.48,50,N/A,2005,1.78,2,6,30,30,10,N/A,N/A
Dragi Drache,5.497,5.4,58,N/A,2012,1.0,2,4,20,20,4,N/A,N/A
Vaults,5.497,5.64,141,N/A,2015,2.33,2,4,20,30,12,N/A,N/A
Mario Party-e,5.497,5.61,39,N/A,2003,1.0,2,4,30,30,7,N/A,N/A
Aguila Roja,5.497,5.67,47,N/A,2010,2.0,2,4,90,90,12,Thematic,Wargames
Tiki Mountain!,5.497,5.59,222,N/A,2007,1.8,2,6,60,60,10,N/A,N/A
The Way,5.497,5.37,50,N/A,1994,1.3,2,2,30,30,8,Abstract,N/A
Dallas: A Game of the Ewing Family,5.497,5.59,93,N/A,1980,1.83,2,7,120,120,12,N/A,N/A
Irresponsibility: The Mr Toast Card Game,5.497,5.89,142,N/A,2015,1.0,2,4,10,20,7,N/A,N/A
Scrabble Twists & Turns,5.497,5.41,65,N/A,2012,1.33,2,4,30,30,10,N/A,N/A
Hyves Ranking Game,5.497,5.39,44,N/A,2010,1.0,2,8,45,45,12,N/A,N/A
Avatar: The Last Airbender Trading Card Game,5.497,5.54,63,N/A,2006,1.82,2,2,15,15,N/A,Customizable,N/A
Shapes & Colors,5.497,5.55,38,N/A,2008,1.0,1,3,10,10,2,Children's,N/A
Llama Drama,5.497,5.51,32,N/A,2018,1.0,2,4,N/A,N/A,7,N/A,N/A
Stormweavers,5.497,5.59,35,N/A,2016,2.4,2,5,25,50,14,N/A,N/A
Amasser Dragons,5.497,6.86,34,N/A,2016,1.33,2,6,30,180,13,N/A,N/A
Terra Evolution: Tree of Life,5.497,5.42,50,N/A,2013,1.67,2,4,60,60,10,N/A,N/A
Yum,5.497,5.47,161,N/A,1959,1.11,2,5,30,30,7,N/A,N/A
OMG,5.497,5.6,108,N/A,2015,1.2,2,6,10,20,8,N/A,N/A
Ironsides,5.497,5.45,35,N/A,1994,3.25,1,2,60,360,12,Wargames,N/A
Trivial Pursuit: Best of Genus,5.497,5.33,50,N/A,2008,2.0,2,36,90,90,12,N/A,N/A
Challenge Yahtzee,5.497,5.48,125,N/A,1974,1.6,2,4,30,30,8,N/A,N/A
Scooby-Doo! Expandable Card Game,5.497,5.45,48,N/A,2000,1.0,2,2,30,30,7,Customizable,N/A
Desolated: Duel,5.497,5.24,66,N/A,2022,2.2,1,2,30,45,12,N/A,N/A
Big Foot,5.497,5.65,76,N/A,1977,1.0,2,4,45,45,8,Children's,N/A
Dynamit Joe,5.497,5.44,31,N/A,2004,2.0,2,12,60,60,10,N/A,N/A
Lil' Cthulhu,5.497,5.41,62,N/A,2016,1.5,2,5,15,60,6,N/A,N/A
Battlecards: World Conflict – The Russian Front: Starter Set,5.497,5.44,68,N/A,2003,2.2,2,8,60,60,10,Wargames,N/A
Borderlands: Tiny Tina's Robot Tea Party,5.497,5.73,177,13.95,2019,1.0,2,5,15,45,13,N/A,N/A
Movie Trailer,5.497,5.44,37,N/A,2012,1.0,3,8,45,45,14,N/A,N/A
Red Star/White Star: Tactical Combat in Europe in the 1970's,5.497,5.67,108,N/A,1972,2.96,2,2,90,90,12,Wargames,N/A
Sea Kings,5.497,5.42,43,N/A,2015,1.11,2,6,45,45,10,N/A,N/A
Superbohaterowie,5.497,5.42,52,N/A,2014,1.0,2,5,15,15,6,N/A,N/A
Böse Buben,5.497,5.33,51,N/A,2000,1.25,2,4,20,20,12,N/A,N/A
Steal This Game,5.497,5.6,127,N/A,2016,1.0,2,2,5,5,14,N/A,N/A
Hidden Panda,5.497,5.33,38,N/A,2019,1.0,5,8,20,30,8,N/A,N/A
Wollmilchsau,5.497,5.3,32,N/A,2011,1.0,2,6,20,20,8,N/A,N/A
Alien Puppies,5.497,6.66,48,N/A,2020,1.25,2,8,12,30,14,N/A,N/A
Monopoly: James Bond 007,5.497,5.59,33,N/A,2006,1.5,2,6,60,60,8,N/A,N/A
Speed Dating,5.497,5.2,32,N/A,2012,1.0,3,6,40,40,14,N/A,N/A
Victus: El joc de cartes – Barcelona 1714,5.497,5.23,31,N/A,2014,1.0,3,5,45,45,12,N/A,N/A
Exploding Kittens: The Board Game,5.497,5.64,32,N/A,2025,1.0,2,6,20,20,7,N/A,N/A
Kitten Casualty,5.497,6.55,31,N/A,2018,1.0,2,5,10,30,8,N/A,N/A
Hook!,5.497,5.52,222,N/A,2014,1.13,3,6,20,30,8,N/A,N/A
My Very First Games: Building Site,5.497,5.4,49,N/A,2020,1.0,1,4,5,10,2,N/A,N/A
Cartes sur Table,5.497,5.28,46,N/A,2012,1.0,3,7,30,30,14,N/A,N/A
Haiku Warrior,5.497,5.56,47,N/A,2016,1.67,1,4,60,60,13,N/A,N/A
Hotel Lovecraft,5.497,5.6,35,N/A,2020,2.0,1,5,N/A,N/A,14,N/A,N/A
Yummy Monsters,5.497,5.54,32,N/A,2018,1.0,2,4,10,20,6,N/A,N/A
Goth: The Game of Horror Trivia,5.497,5.64,68,N/A,2002,1.25,2,4,60,60,13,N/A,N/A
