Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Mountain of Inferno,5.508,5.63,183,N/A,2009,1.9,2,4,25,25,10,N/A,N/A
Trinity: Battleground,5.508,5.9,45,N/A,1997,2.57,2,2,60,60,11,N/A,N/A
The Terminator Collectible Card Game,5.508,6.07,50,N/A,2000,2.0,2,2,120,120,10,Customizable,N/A
Dual Clash Poker,5.508,6.04,56,N/A,2019,1.0,4,4,20,20,7,N/A,N/A
Circus Grandioso,5.508,5.79,65,N/A,2012,1.25,1,4,15,15,8,N/A,N/A
Werebeasts,5.508,5.88,176,N/A,2018,1.83,3,10,15,15,8,N/A,N/A
Hintegers,5.508,6.54,35,N/A,2018,1.5,5,10,10,20,N/A,N/A,N/A
"Wilson's Creek: Opening Round in the West, 10 August 1861",5.508,6.02,40,N/A,2015,3.0,2,2,60,90,12,Wargames,N/A
Doctor Who: The Card Game – Classic Doctor Edition,5.508,5.98,51,N/A,2016,2.0,2,4,20,60,14,N/A,N/A
Tolerance,5.508,5.93,58,N/A,2023,3.0,3,5,60,90,12,N/A,N/A
Ranglin' Rabbits,5.508,5.98,39,N/A,2016,1.0,2,4,15,15,6,N/A,N/A
Blue Line Hockey,5.508,5.74,129,N/A,1968,1.85,2,2,45,45,8,Family,Thematic
Siebenpunkt,5.508,6.32,31,N/A,2011,2.33,2,5,60,60,9,N/A,N/A
Alles Käse!,5.508,5.69,245,N/A,2013,1.06,2,6,15,15,6,Children's,Family
Third World Debt,5.508,5.89,47,N/A,2005,2.83,2,6,120,120,10,N/A,N/A
Seefahrt ins Ungewisse,5.508,5.86,55,N/A,2021,3.25,1,4,75,75,12,N/A,N/A
Mexican Standoff,5.508,5.82,57,N/A,2017,2.0,3,5,30,30,10,N/A,N/A
實話實說 (Straight Talk),5.508,6.85,49,N/A,2013,1.0,3,5,15,20,6,N/A,N/A
The Great Persuader,5.508,5.85,57,N/A,2013,1.0,3,8,20,30,12,N/A,N/A
The Uzzle,5.508,5.71,145,N/A,2021,1.67,1,4,5,30,4,N/A,N/A
Magic Mandala,5.508,5.82,121,N/A,2018,1.0,2,4,10,15,6,N/A,N/A
Rück's raus!,5.508,6.02,35,N/A,2019,1.0,3,5,10,10,8,N/A,N/A
Sing it!,5.508,5.92,54,N/A,2014,1.0,2,10,20,20,8,N/A,N/A
Canal King Brugge,5.508,6.08,72,N/A,2019,1.6,2,6,45,75,8,N/A,N/A
Gluons,5.508,6.18,38,N/A,2023,2.0,2,4,10,15,10,N/A,N/A
The Colony,5.508,6.07,32,N/A,2008,1.0,2,2,45,45,13,Abstract,N/A
Airport,5.508,6.01,41,N/A,1972,1.5,2,4,60,60,10,N/A,N/A
