Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Harakiri: Blades of Honor,5.768,8.32,394,N/A,2024,3.47,1,4,60,150,14,Thematic,N/A
Sentinel Tactics: The Flame of Freedom,5.767,6.56,802,N/A,2014,2.5,2,8,30,60,13,Thematic,N/A
Australian Rails,5.767,6.97,546,N/A,1994,2.65,2,6,180,240,10,Strategy,N/A
Brew Crafters: Travel Card Game,5.767,6.29,1169,12.96,2014,1.34,2,4,30,30,13,Family,Thematic
Martian Rails,5.767,7.19,445,N/A,2009,3.2,2,6,120,180,12,Strategy,N/A
Warhammer Quest: Cursed City,5.767,7.21,589,175.92,2021,2.44,1,4,120,180,12,Thematic,N/A
Allegiance: A Realm Divided,5.767,7.97,345,N/A,2015,2.95,2,4,30,60,10,Strategy,N/A
Avant Carde,5.767,6.94,517,20.0,2024,1.88,1,5,25,35,8,N/A,N/A
Temporum,5.767,6.34,1080,23.81,2014,2.14,2,5,35,35,13,Strategy,N/A
The Architects of Amytis,5.767,6.97,507,16.47,2024,2.0,2,2,30,30,10,N/A,N/A
Tatsu,5.767,6.71,690,N/A,2016,1.69,2,2,30,45,8,Abstract,N/A
AI Space Puzzle,5.767,7.17,435,N/A,2023,2.0,2,5,30,30,8,N/A,N/A
"Soviet Dawn: The Russian Civil War, 1918-1921",5.767,7.06,487,N/A,2009,1.68,1,1,25,60,13,Wargames,N/A
Succulent,5.767,6.88,554,N/A,2020,2.17,2,4,45,60,10,Family,N/A
The Red Dragon Inn 7: The Tavern Crew,5.767,7.89,341,28.53,2018,1.6,2,4,30,60,13,N/A,N/A
Escape Room: The Game – Puzzle Adventures: Secret of The Scientist,5.767,7.48,361,N/A,2021,1.8,1,2,150,150,16,N/A,N/A
Hellenica: Story of Greece,5.767,7.67,382,N/A,2019,3.33,1,7,120,180,11,Strategy,N/A
La Strada,5.767,6.19,1432,N/A,2004,1.84,2,4,30,30,10,Family,Strategy
Haleakala,5.767,6.6,755,N/A,2015,2.39,2,2,40,40,12,N/A,N/A
Brikks,5.767,6.29,1175,N/A,2018,1.58,1,4,20,30,8,Family,N/A
HEXplore It: The Sands of Shurax,5.766,7.9,327,N/A,2020,4.2,1,6,60,180,14,Thematic,N/A
The Old Prince 1871,5.766,8.29,234,N/A,2022,4.17,3,4,120,240,12,N/A,N/A
The Everrain,5.766,7.48,474,249.99,2022,3.65,1,4,30,180,14,Thematic,N/A
Gnomopolis,5.766,7.18,524,24.95,2018,2.54,1,4,45,45,10,Strategy,N/A
Spike,5.766,6.68,688,15.0,2014,2.45,2,4,60,60,14,N/A,N/A
Tholos,5.766,7.37,413,N/A,2021,1.9,2,2,15,25,9,Abstract,N/A
Groundhog Day: The Game,5.766,7.19,422,N/A,2021,1.3,2,6,15,25,10,N/A,N/A
