Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Shoot for the Stars,5.635,6.82,296,N/A,2022,1.0,2,8,15,30,10,N/A,N/A
The King of Frontier,5.635,6.86,240,N/A,2013,2.07,2,4,30,30,10,N/A,N/A
Give Me the Brain!,5.635,5.83,2172,N/A,1996,1.27,3,8,15,15,10,Family,Thematic
Littoral Commander: Indo-Pacific,5.635,8.7,167,N/A,2023,3.18,2,6,60,240,14,Wargames,N/A
Absolute War! The Russian Front 1941-45,5.635,7.26,226,N/A,2021,3.42,1,2,120,300,14,Wargames,N/A
Victory: World War II,5.635,6.38,427,N/A,1998,2.6,2,4,120,120,12,Wargames,N/A
Swords & Sorcery: Quest and Conquest in the Age of Magic,5.635,6.98,270,N/A,1978,3.23,2,7,180,180,12,Wargames,N/A
Verflixxt! kompakt,5.635,6.48,362,N/A,2009,1.38,2,4,20,20,8,Family,N/A
Whale Riders: The Card Game,5.634,6.37,427,N/A,2021,1.18,2,5,20,20,8,Family,N/A
Leningrad,5.634,6.71,294,N/A,1979,1.92,2,2,90,90,12,Wargames,N/A
Lock 'n Load Tactical: Heroes of the Pacific,5.634,8.19,135,N/A,2015,3.82,2,2,120,240,12,Wargames,N/A
Trophies,5.634,6.77,299,N/A,2019,1.0,2,30,5,15,8,N/A,N/A
NATO: The Cold War Goes Hot – Designer Signature Edition,5.634,8.27,142,N/A,2021,4.0,1,4,120,480,12,Wargames,N/A
Anno Domini 1666,5.634,8.53,189,N/A,2019,3.43,2,2,60,120,14,N/A,N/A
Stone Garden,5.634,6.76,299,N/A,2014,2.68,2,4,75,75,10,Family,Thematic
Shinobi WAT-AAH!,5.634,6.3,506,N/A,2014,1.88,2,4,20,45,10,N/A,N/A
Carcassonne für 2,5.634,7.1,217,N/A,2017,1.71,2,2,25,25,7,Family,N/A
Gorkamorka,5.634,6.55,382,N/A,1997,2.79,2,4,120,120,12,Thematic,Wargames
La Bataille de Lützen,5.634,7.81,164,N/A,1999,3.9,1,3,240,240,12,Wargames,N/A
Dragon Rampant: Fantasy Wargaming Rules,5.634,7.95,171,N/A,2015,1.82,2,4,60,60,N/A,Wargames,N/A
Magic: The Gathering – Explorers of Ixalan,5.634,7.15,224,49.97,2017,3.0,2,4,30,30,13,N/A,N/A
Oranges & Lemons,5.634,7.51,171,N/A,2024,3.26,2,5,90,120,12,N/A,N/A
Fluttering Souls,5.634,6.52,387,N/A,2019,1.23,2,2,10,20,13,N/A,N/A
Tyler Sigman's Crows,5.634,7.33,203,N/A,2018,1.88,1,4,15,45,10,N/A,N/A
A4 Quest,5.634,6.63,398,N/A,2017,1.88,1,2,5,15,8,N/A,N/A
Anno Domini: Deutschland,5.634,6.54,333,N/A,2002,1.46,2,8,30,30,10,Party,N/A
Army of the Dead: A Zombicide Game,5.634,8.33,145,109.99,2024,2.4,1,6,60,60,14,N/A,N/A
Napoleon's War:  The 100 Days,5.634,7.15,209,N/A,2010,2.3,2,2,60,60,8,Wargames,N/A
Napoleon's Battles,5.633,6.75,304,N/A,1989,3.41,2,10,360,360,12,Wargames,N/A
Blue Max: World War I Air Combat,5.633,6.61,372,N/A,2013,2.26,2,6,90,90,13,Wargames,N/A
