Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Schnappt Hubi Mitbringspiel,5.499,5.42,31,N/A,2013,1.0,2,4,10,15,5,N/A,N/A
Master Quiz,5.499,5.41,56,N/A,N/A,1.43,2,6,90,90,N/A,N/A,N/A
Game Developerz,5.499,5.4,75,N/A,2014,1.6,2,6,30,120,14,Thematic,N/A
Caramba!,5.499,5.51,52,N/A,2004,1.67,2,4,30,30,10,N/A,N/A
SPACE INVADERS: THE BOARD GAME,5.499,5.61,66,N/A,2021,1.8,1,4,25,60,13,N/A,N/A
Raffzahn,5.499,5.45,47,N/A,2017,1.0,3,6,20,20,8,N/A,N/A
Button Up!,5.499,5.52,188,N/A,2012,1.11,2,2,15,15,8,Abstract,N/A
All-American Football,5.499,5.53,34,N/A,1958,1.0,1,2,60,60,10,N/A,N/A
Scoop,5.499,5.7,142,N/A,1953,1.5,2,4,45,45,7,N/A,N/A
Hættuspil,5.499,5.85,74,N/A,1998,1.0,2,6,60,60,N/A,N/A,N/A
Good Help,5.499,6.53,77,N/A,2010,2.33,3,6,90,90,12,Strategy,N/A
Monopoly Speed,5.499,5.53,53,N/A,2019,2.0,2,4,10,10,8,N/A,N/A
Worm Party,5.499,5.44,43,N/A,2017,1.0,2,4,20,20,5,N/A,N/A
Murdle,5.499,5.26,50,N/A,2024,1.33,2,4,20,30,12,N/A,N/A
Run Bunny Run,5.499,5.42,39,N/A,2015,1.0,2,5,20,50,8,N/A,N/A
Moctezuma,5.499,5.77,66,N/A,2021,1.5,1,5,30,45,8,N/A,N/A
Oh Sh*t!,5.499,6.06,42,N/A,2017,1.0,2,6,10,60,7,N/A,N/A
Arkana Miłości,5.499,5.65,31,N/A,2010,1.33,2,2,20,20,18,N/A,N/A
Avarium Academy,5.499,5.82,31,N/A,2015,2.5,2,4,20,20,15,N/A,N/A
Busine$$ GO,5.499,6.03,34,N/A,1996,1.75,2,5,60,60,12,N/A,N/A
Monopoly: Toy Story,5.499,5.58,31,24.95,2019,0.0,2,6,N/A,N/A,8,N/A,N/A
Dicetto,5.499,5.57,30,N/A,2015,1.0,2,4,30,30,7,N/A,N/A
"Panda, Gorilla & Co",5.499,5.61,36,N/A,2003,2.0,2,4,60,60,8,N/A,N/A
Gold Thief,5.499,5.58,111,N/A,2006,1.45,2,5,5,5,8,N/A,N/A
Rhumb Line,5.499,5.58,51,N/A,2003,1.14,2,2,25,25,N/A,Abstract,N/A
Robin Hood,5.499,5.49,91,N/A,1999,1.6,3,6,30,30,8,N/A,N/A
Color Addict,5.499,5.61,340,9.25,2009,1.0,2,6,15,15,7,N/A,N/A
Top-A-Top,5.499,5.63,89,N/A,2011,1.14,3,6,15,15,6,Party,N/A
Topminos,5.499,5.57,54,N/A,1998,1.33,2,4,20,20,6,Abstract,N/A
The Bottom Line,5.499,5.5,81,N/A,1985,1.83,3,6,90,90,10,N/A,N/A
Meteor Strike,5.499,5.57,59,N/A,2010,1.0,2,2,10,10,7,N/A,N/A
Chaos Tiles,5.499,5.27,44,N/A,1999,1.8,1,5,N/A,N/A,8,Abstract,N/A
Bushi,5.499,5.49,42,N/A,1970,2.43,2,2,60,60,12,Abstract,N/A
Jihad!: The Rise of Islam 632-732,5.499,5.55,39,N/A,1981,2.2,2,2,180,180,12,Wargames,N/A
The Cats of Ulthar Card Game,5.499,5.51,37,N/A,2019,1.5,2,2,15,25,13,N/A,N/A
Barbacan,5.499,5.62,33,N/A,1973,1.25,2,6,90,90,8,Abstract,N/A
Top Gun Strategy Game,5.499,5.59,243,8.0,2020,2.0,2,4,30,40,10,N/A,N/A
MARETTA,5.499,6.0,48,N/A,2024,1.5,3,5,15,20,8,N/A,N/A
Oh! Sushi Game,5.499,5.63,40,N/A,2016,0.0,1,6,15,30,3,N/A,N/A
Warfighter: The Fantasy Card Game,5.499,5.79,85,N/A,2023,3.33,1,6,30,180,N/A,Thematic,Wargames
Donna Leon: Gefährliches Spiel,5.499,5.4,51,N/A,2009,1.8,2,4,60,60,10,Family,N/A
The Game of Life: Pirates of the Caribbean – At World's End,5.499,5.71,38,N/A,2007,1.6,2,6,45,45,N/A,N/A,N/A
"I Say, Holmes! (Second Edition)",5.499,5.53,136,N/A,2014,1.58,3,8,30,45,13,N/A,N/A
Time War: A Game of Time Travel and Conflict,5.499,5.66,68,N/A,1979,3.23,2,4,120,120,12,Strategy,Wargames
Scene It? Seinfeld,5.499,5.54,198,27.98,2008,1.57,2,12,2,2,13,Party,N/A
Galapa Go,5.499,5.53,95,N/A,2011,1.5,2,6,15,15,8,N/A,N/A
Pain Doctors: The Game of Recreational Surgery,5.499,5.72,49,N/A,1996,1.5,2,6,60,60,14,N/A,N/A
"Hurtgen Forest: Approach to the Roer, November 1944",5.499,5.64,42,N/A,1976,2.14,2,2,90,90,12,Wargames,N/A
Werner: Volle Socke,5.499,5.46,35,N/A,1990,1.2,2,8,60,60,10,N/A,N/A
Captain Pirate,5.499,5.46,53,N/A,2009,1.25,4,7,N/A,N/A,8,N/A,N/A
Choconnect,5.499,5.52,99,N/A,2024,1.25,2,4,5,15,14,N/A,N/A
up N dn,5.499,5.51,48,N/A,2003,1.25,3,7,20,20,8,N/A,N/A
Nova Cry,5.499,5.48,167,N/A,2016,1.5,2,6,60,60,12,N/A,N/A
Fanhunter: Las Montañas de la Locura – Electric Boogaloo,5.499,5.67,52,N/A,2013,1.33,1,5,30,30,10,N/A,N/A
Trivial Pursuit: The 90s,5.499,5.46,64,N/A,2005,1.5,2,36,45,45,N/A,N/A,N/A
"Flip, Switch and Roll",5.499,6.12,39,N/A,2022,1.0,2,8,10,30,10,N/A,N/A
HeroCard Galaxy,5.499,5.73,66,N/A,2006,2.15,2,4,60,60,10,N/A,N/A
Act Too,5.499,5.54,89,N/A,2012,1.0,4,10,15,25,8,N/A,N/A
Mango Tango,5.499,5.42,38,N/A,2005,1.17,2,7,15,15,10,N/A,N/A
Number Rings,5.499,5.49,35,N/A,1976,1.6,2,4,15,15,8,Abstract,N/A
Super Showdown,5.499,5.51,132,N/A,2012,1.85,2,2,10,10,12,Family,N/A
Inoka,5.499,5.65,161,N/A,2018,1.11,2,4,5,20,6,N/A,N/A
Heiss auf Eis,5.499,5.54,30,N/A,2010,1.0,2,6,20,20,7,N/A,N/A
Smash City,5.499,5.55,56,N/A,2019,1.0,2,4,30,30,14,N/A,N/A
