Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Korea: The Mobile War 1950-51,5.507,5.87,71,N/A,1971,2.71,2,2,120,120,12,Wargames,N/A
HexAgony,5.507,5.99,67,N/A,2014,2.0,1,3,20,20,8,Abstract,N/A
"Downfall: If the U.S. Invaded Japan, 1945",5.507,6.0,48,N/A,2005,2.57,1,2,360,360,14,Wargames,N/A
3UP 3DOWN,5.507,5.77,108,N/A,2016,1.33,2,6,3,15,7,N/A,N/A
Fullmetal Alchemist: Trading Card Game,5.507,6.37,34,N/A,2005,2.29,2,5,30,30,10,Customizable,N/A
Food Chain,5.507,5.73,82,N/A,2017,1.0,3,6,15,30,8,N/A,N/A
Wild Wild Taco,5.507,6.04,30,9.6,2024,0.0,2,8,10,15,7,N/A,N/A
Ocean,5.507,6.05,31,N/A,1998,0.0,2,6,90,90,10,N/A,N/A
Jogo dos Conquistadores,5.507,5.72,51,N/A,2006,2.2,2,4,40,40,10,Wargames,N/A
Bania,5.507,5.87,56,N/A,2014,1.25,2,4,30,30,10,N/A,N/A
Die unendliche Geschichte,5.507,5.93,65,N/A,1987,1.83,2,8,N/A,N/A,8,N/A,N/A
Risky Adventure,5.507,5.55,346,N/A,2016,1.55,2,4,45,45,8,N/A,N/A
Caffeine Hit,5.507,5.89,68,N/A,2018,1.33,2,6,20,20,12,N/A,N/A
Mücke mit Tücke,5.507,6.04,32,N/A,2003,1.0,3,5,10,10,6,Children's,N/A
Monogamy,5.507,5.87,72,19.99,2001,1.13,2,2,60,60,18,N/A,N/A
The Keeyp,5.507,6.76,44,N/A,2019,1.0,2,6,15,45,7,N/A,N/A
Castle Up,5.507,6.55,34,N/A,2025,3.0,2,4,60,90,12,N/A,N/A
Trivial Pursuit: Classic Rock Edition,5.507,5.97,32,N/A,2011,1.0,2,36,120,120,12,N/A,N/A
BauSquitMiao,5.507,6.33,38,N/A,2005,1.0,2,6,30,30,6,Children's,N/A
Quo Vadis,5.507,6.21,36,N/A,1978,2.0,2,2,10,10,10,Abstract,N/A
FrankenDie,5.507,5.9,61,N/A,2012,1.29,3,6,15,15,6,N/A,N/A
Electronic Catch Phrase: Music Edition,5.507,5.83,80,46.95,2007,1.1,4,N/A,15,15,N/A,N/A,N/A
Storiez,5.507,5.97,41,N/A,2018,0.0,2,5,15,15,8,N/A,N/A
Pirate's Mark,5.507,6.87,31,N/A,2020,3.0,2,10,20,45,10,N/A,N/A
DrachenSchatten,5.507,5.67,97,N/A,2012,1.0,2,4,15,20,8,Family,Thematic
Stack & Attack,5.507,6.33,46,N/A,2013,2.13,2,4,30,30,8,N/A,N/A
Bumper Car Arena,5.507,6.12,32,N/A,2006,1.5,3,8,45,45,8,N/A,N/A
Gorilla,5.507,5.99,32,N/A,2010,1.0,3,5,20,15,5,N/A,N/A
Vagabondo,5.507,5.84,42,N/A,1979,1.5,2,6,30,30,8,Abstract,N/A
DubbelYatzy,5.507,6.19,32,N/A,2013,2.0,1,6,15,15,8,N/A,N/A
Yin Yang,5.507,6.02,52,N/A,1997,0.0,2,2,20,20,12,Abstract,N/A
Petir,5.507,6.06,32,N/A,2024,0.0,3,4,20,30,10,N/A,N/A
Beachhead: A Game of Island Invasions in the South Pacific 1942-1944,5.507,6.06,50,N/A,1980,2.6,2,4,90,90,12,Wargames,N/A
The Game of Life: Jurassic Park,5.507,6.22,37,N/A,2022,0.0,2,4,15,30,8,N/A,N/A
Holy Roman Empire: The Thirty-Years War,5.507,5.86,52,N/A,2015,3.5,2,6,60,300,12,Wargames,N/A
Docker,5.507,5.75,139,N/A,2008,1.44,2,4,5,5,8,Family,N/A
Dicemaster: Cities of Doom,5.507,5.64,123,N/A,1996,1.67,2,2,90,90,12,Customizable,N/A
The Heavens of Olympus,5.507,5.67,142,50.0,2011,2.69,3,5,60,60,13,Strategy,N/A
Roadkill Rivals,5.507,6.11,41,N/A,2015,1.5,2,6,15,25,13,N/A,N/A
Frenzy,5.507,5.59,222,N/A,2003,1.18,2,2,20,20,10,N/A,N/A
Valhalla Lemmings,5.507,6.14,43,N/A,2021,1.0,2,6,N/A,N/A,N/A,N/A,N/A
Comeback,5.507,5.86,44,N/A,1996,1.6,2,4,20,20,9,N/A,N/A
Saline,5.507,6.44,34,N/A,2020,2.0,3,4,40,60,8,N/A,N/A
Strike North,5.507,6.11,48,N/A,1996,2.67,2,2,120,120,12,Wargames,N/A
Beutelschneider,5.507,5.92,43,N/A,1997,1.25,3,4,30,30,N/A,N/A,N/A
Slate,5.507,5.72,42,N/A,2011,1.25,2,4,70,70,12,N/A,N/A
Globetrotter,5.507,6.01,30,N/A,2014,1.67,2,5,30,30,8,N/A,N/A
Sort it Out!,5.507,5.75,112,N/A,2009,1.0,2,4,N/A,N/A,12,N/A,N/A
Curious George: Discovery Beach Game,5.507,5.88,58,N/A,2008,1.0,2,4,N/A,N/A,3,Children's,N/A
Swintus 3D,5.507,6.0,40,N/A,2013,1.25,2,6,20,20,6,N/A,N/A
Black Stories: Movie Edition,5.507,5.69,184,N/A,2009,1.0,2,99,20,20,12,N/A,N/A
Caledea: The Epic Strategy Game,5.507,5.89,140,N/A,2008,1.71,2,9,30,30,13,Strategy,Wargames
Kangaroo,5.507,5.64,182,N/A,2009,1.0,3,6,10,10,5,Children's,N/A
Scotland the Brave,5.507,5.9,59,N/A,1998,2.31,2,2,120,240,12,Wargames,N/A
Help Wanted,5.507,6.33,50,N/A,2013,1.0,3,8,45,45,17,N/A,N/A
Wildstorms,5.507,6.2,59,N/A,1995,2.67,1,2,60,60,10,Customizable,N/A
Golden Snitch: Snitch Snatcher – The Quidditch Game,5.507,5.76,88,N/A,N/A,2.5,2,2,N/A,N/A,7,N/A,N/A
Portable Adventures: 8th Grade,5.507,5.76,76,N/A,2003,1.43,2,4,60,60,13,N/A,N/A
Pear Shaped,5.507,6.03,51,N/A,2022,1.0,1,8,1,15,7,N/A,N/A
Frutti di Mare,5.507,5.81,94,N/A,2009,1.0,2,6,20,20,6,Children's,N/A
Gobblin' Goblins,5.507,6.64,44,N/A,2018,1.0,2,12,20,30,8,N/A,N/A
Last-Second Quest,5.507,6.18,35,N/A,2020,1.25,2,5,20,20,14,N/A,N/A
Oil War: American Intervention in the Persian Gulf,5.507,5.72,197,N/A,1975,2.24,2,2,120,120,12,Wargames,N/A
Game of Dracula,5.507,5.72,81,N/A,1977,1.5,2,4,60,60,7,Children's,N/A
Stuff You Should Know,5.507,5.98,35,N/A,2021,1.0,3,6,20,60,16,N/A,N/A
Allegory,5.507,5.96,39,N/A,2021,1.5,2,6,30,50,8,N/A,N/A
Division: Throne Room,5.507,5.92,40,N/A,2020,1.0,1,2,30,90,13,N/A,N/A
Disney Jungle Cruise Adventure Game,5.507,5.69,579,17.12,2020,1.13,2,4,45,60,8,N/A,N/A
