Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Gualicho,5.503,6.21,36,N/A,2021,0.0,3,6,30,30,10,N/A,N/A
Inspector Higgins,5.503,5.72,63,N/A,1988,1.0,2,6,20,20,6,Children's,N/A
Phase,5.503,5.87,74,N/A,2016,2.0,2,5,20,40,14,Customizable,N/A
Auf Zack!!,5.503,6.14,68,N/A,2003,1.5,2,5,20,20,5,N/A,N/A
Guadalcanal,5.503,5.78,32,N/A,1983,2.14,2,4,240,240,12,Wargames,N/A
15 Men,5.503,5.81,75,N/A,2019,1.6,2,5,45,60,14,N/A,N/A
Die Bombe,5.503,5.73,37,N/A,1998,1.0,3,6,20,20,9,N/A,N/A
Schaska,5.503,5.69,34,N/A,1973,1.0,2,2,20,20,10,Abstract,N/A
Splat!,5.503,5.69,192,N/A,1990,1.0,2,4,30,30,5,Children's,Family
Don't You Forget It,5.503,5.53,78,N/A,1983,1.0,2,6,30,30,8,N/A,N/A
Mint Bid,5.503,5.68,113,N/A,2021,2.33,1,6,15,60,13,N/A,N/A
Discount Salmon,5.503,5.63,187,N/A,2013,1.0,2,5,10,10,8,Family,Party
Reiner Knizia's Caesar,5.503,5.7,44,N/A,2023,1.5,2,6,10,30,8,N/A,N/A
Monopoly: Star Wars The Mandalorian,5.503,5.76,88,59.89,2020,1.83,2,4,N/A,N/A,8,N/A,N/A
DeltaVee,5.503,5.72,87,N/A,1981,3.1,2,2,60,60,10,Wargames,N/A
Monkeyland,5.503,5.6,59,N/A,2011,1.08,2,5,15,15,5,Children's,N/A
Witty Chronos,5.503,5.85,47,N/A,2011,1.71,3,5,30,30,8,N/A,N/A
War: Batalhas Mitológicas,5.503,5.76,77,N/A,2012,2.29,3,4,90,90,10,Wargames,N/A
Pictopia: Disney Edition,5.503,5.56,312,17.49,2014,1.0,2,6,20,60,7,N/A,N/A
"Tito and his Partisan Army: Yugoslavia, 1941-45",5.503,5.66,170,N/A,1980,2.68,2,2,120,120,12,Wargames,N/A
Neopets: Adventures in Neopia,5.503,5.71,91,N/A,2003,1.3,2,4,30,30,8,N/A,N/A
Kampf um Rom,5.503,5.65,41,N/A,1995,3.2,3,4,180,180,16,Wargames,N/A
Nelly,5.503,5.61,59,N/A,2009,1.25,2,4,25,25,6,Children's,N/A
The Base,5.503,5.88,30,N/A,2023,1.5,2,2,20,20,8,N/A,N/A
Wissens-Spektrum,5.503,5.79,60,N/A,1984,1.88,2,6,N/A,N/A,12,N/A,N/A
The Chronicles of Narnia: Prince Caspian – The Shield of Courage Card Game,5.503,5.89,39,N/A,2008,1.6,2,2,20,20,N/A,Family,Strategy
Batman: Gotham City Mystery,5.503,5.68,81,N/A,2003,1.0,2,5,45,45,8,N/A,N/A
Bakong,5.503,5.52,564,N/A,2009,1.29,2,6,20,20,8,Family,N/A
Kuhno,5.503,5.64,49,N/A,2016,1.0,2,5,15,20,8,N/A,N/A
HELP!,5.503,5.6,66,N/A,2021,1.0,3,5,20,20,8,N/A,N/A
Janus,5.503,5.62,88,N/A,1993,1.14,3,6,20,20,8,N/A,N/A
Paradox,5.503,5.71,30,N/A,2001,2.5,2,4,N/A,N/A,10,N/A,N/A
Dingbats,5.503,5.63,44,N/A,2003,1.0,2,N/A,N/A,N/A,10,N/A,N/A
Merry Yard,5.503,5.68,43,N/A,2014,1.0,3,8,N/A,N/A,6,N/A,N/A
Allie Gator,5.503,5.67,85,N/A,2022,1.0,2,5,25,25,8,N/A,N/A
Dark.net,5.503,5.84,30,N/A,2018,2.0,2,4,45,60,14,N/A,N/A
Schwarzmarkt,5.503,5.62,101,N/A,1996,1.58,3,5,45,45,12,N/A,N/A
Rommel y Montgomery,5.503,5.73,52,N/A,1982,2.5,2,4,90,90,12,Wargames,N/A
Swoggle,5.503,5.75,33,N/A,1986,1.4,1,4,45,45,10,N/A,N/A
Piraci: Córka Gubernatora,5.503,5.82,98,N/A,2006,2.2,2,6,120,120,10,N/A,N/A
Groovy Pips,5.503,5.67,53,N/A,2014,1.2,2,6,25,25,8,N/A,N/A
Scrooge: The Board Game,5.503,6.75,31,N/A,2017,1.0,2,6,15,90,8,N/A,N/A
Koala Kart,5.503,5.68,64,N/A,2020,1.0,2,6,25,45,6,N/A,N/A
futuRisiKo!,5.503,5.62,308,N/A,1992,1.96,3,6,180,180,10,Strategy,Wargames
Die Codeknacker,5.503,5.69,32,N/A,2006,1.4,2,4,15,15,6,N/A,N/A
Wordstacker,5.503,5.96,37,N/A,2017,1.0,2,6,15,30,10,N/A,N/A
Rimini,5.503,5.83,37,N/A,1988,1.33,2,4,20,20,8,N/A,N/A
Taverne de la Licorne,5.503,5.66,38,N/A,2004,1.0,3,5,45,45,10,N/A,N/A
Shoot The Moon,5.503,5.73,41,N/A,2004,1.2,2,6,N/A,N/A,8,N/A,N/A
Match'n Lock!,5.503,9.53,31,N/A,2024,1.0,1,4,30,45,10,N/A,N/A
Stumblewood,5.503,5.57,90,N/A,2018,1.0,2,6,20,20,10,N/A,N/A
SYNDICATE: An Interplanetary Conquest Board Game,5.503,6.6,79,N/A,2021,2.17,1,5,120,180,14,N/A,N/A
Puppy Love,5.503,5.9,31,N/A,2016,2.0,2,4,15,30,7,N/A,N/A
EGO Family,5.503,5.88,34,N/A,2015,1.0,2,4,15,30,8,N/A,N/A
Gänsemarsch,5.503,5.66,37,N/A,2009,1.0,2,6,10,10,3,Children's,N/A
Picnic Blitz,5.503,5.72,51,N/A,2010,1.2,2,4,30,30,7,N/A,N/A
Struggle for Stalingrad,5.503,5.89,33,N/A,1985,2.29,2,2,60,180,12,Wargames,N/A
Monopoly: Dungeons & Dragons,5.503,5.93,37,N/A,2021,0.0,2,6,60,60,8,N/A,N/A
With Sword and Shield,5.503,6.02,44,N/A,2008,1.57,2,6,30,30,12,N/A,N/A
Greece Lightning,5.503,5.97,39,N/A,2021,1.0,2,4,45,60,12,N/A,N/A
Canadian Civil War: La Guerre de la Sécession du Canada,5.503,5.66,40,N/A,1977,3.1,4,4,60,360,12,Wargames,N/A
Escape from the Mall,5.503,5.7,38,N/A,2020,0.0,1,4,45,45,12,N/A,N/A
Heavy Gear Fighter,5.503,5.84,43,N/A,1995,2.5,2,2,10,10,12,N/A,N/A
Mastermind Challenge,5.503,5.56,62,N/A,1993,1.67,2,2,30,30,8,Abstract,N/A
Electronic Scattergories Platinum Edition,5.503,5.67,44,N/A,2001,1.0,2,99,10,10,12,N/A,N/A
Grand Army of the Republic,5.503,5.92,52,N/A,1988,2.4,2,4,120,420,12,Wargames,N/A
Four Corners,5.503,5.77,54,N/A,2023,1.33,1,6,20,40,8,N/A,N/A
TV Wars,5.503,5.58,286,N/A,1987,1.93,3,4,90,90,10,Family,Strategy
Unter Geiern,5.503,5.83,41,N/A,2009,1.33,2,6,30,30,10,N/A,N/A
Way of the Dragon,5.503,5.61,195,N/A,2010,1.25,2,5,30,75,7,Family,N/A
Nessie Hunt,5.503,5.83,60,N/A,1986,1.6,1,5,60,60,N/A,N/A,N/A
Bezzerwizzer Mini,5.503,5.57,96,N/A,2011,1.44,2,N/A,5,5,15,Party,N/A
Queen's Guard,5.503,5.93,32,N/A,1842,2.33,2,2,30,30,9,Abstract,N/A
Burp,5.503,5.57,115,N/A,1995,1.6,2,4,60,60,10,N/A,N/A
할리갈리 딜럭스 (Halli Galli Deluxe),5.503,5.86,30,N/A,2006,1.0,2,7,10,20,6,N/A,N/A
Your Theme Park,5.503,5.73,32,N/A,2019,2.0,1,1,N/A,N/A,10,N/A,N/A
"Auf die Weide, fertig, los!",5.503,5.7,30,N/A,2012,1.0,2,4,15,15,3,N/A,N/A
Minestrone,5.503,5.69,33,N/A,2003,1.43,2,4,N/A,N/A,6,N/A,N/A
Demigods Evolution,5.503,5.46,48,N/A,2014,3.33,2,4,120,120,13,N/A,N/A
Formidable Foes,5.503,5.53,470,N/A,2006,2.11,2,6,90,90,10,Thematic,N/A
Granny's House,5.503,5.73,39,N/A,1985,1.0,1,6,30,30,4,Children's,N/A
EverZone: Strategic Battles in the Universe,5.503,6.6,82,N/A,2014,2.73,2,6,30,30,10,N/A,N/A
Speed the Card Game,5.503,5.77,40,N/A,N/A,1.0,2,2,3,5,N/A,N/A,N/A
Octrix,5.503,5.75,42,N/A,1970,1.57,2,4,60,60,N/A,N/A,N/A
Legend of Heroes,5.503,5.77,55,N/A,1987,1.33,1,5,N/A,N/A,8,N/A,N/A
Ramba Samba,5.503,5.68,32,N/A,2006,1.0,2,4,15,20,4,Children's,N/A
Vendetta,5.503,5.67,62,N/A,1991,1.5,3,5,60,60,10,N/A,N/A
When Darkness Comes,5.503,5.57,560,136.06,2002,2.45,1,6,90,90,10,Thematic,N/A
Golden Trivia Game: Star Trek Edition,5.503,5.83,30,N/A,1985,2.14,2,N/A,60,60,10,N/A,N/A
Vaca Loca,5.503,5.78,32,N/A,2013,1.0,3,6,15,15,8,N/A,N/A
Gruselrunde zur Geisterstunde,5.503,5.81,30,N/A,2014,1.67,2,4,20,25,5,N/A,N/A
Emperor's First Battles,5.503,5.68,53,N/A,1995,2.33,1,2,N/A,N/A,12,Wargames,N/A
Rumble Planet,5.503,5.84,35,N/A,2025,2.25,2,5,60,60,14,N/A,N/A
Port Arthur: The Russo-Japanese War,5.503,5.71,114,N/A,1992,2.09,2,2,180,180,12,Wargames,N/A
La Legion: El juego de la Guerra de Africa,5.503,5.79,35,N/A,1984,2.0,2,4,90,120,12,Wargames,N/A
Artifact Stack,5.503,5.64,40,N/A,2017,1.25,2,4,20,20,10,N/A,N/A
Battlecards: World Conflict – Pacific Theatre: Starter Set,5.503,5.65,67,N/A,2003,1.86,2,8,60,60,10,Wargames,N/A
Cyberdoom Tower,5.503,5.75,116,39.99,2021,1.86,1,2,15,20,12,N/A,N/A
Silent But Deadly Night,5.503,5.57,87,19.99,2008,1.5,2,6,30,30,N/A,N/A,N/A
Strato Chess,5.503,5.7,34,N/A,1973,3.33,2,2,N/A,N/A,N/A,Abstract,N/A
