Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
SlingPuck,5.509,5.89,89,N/A,2020,1.0,2,2,N/A,N/A,N/A,N/A,N/A
Klondike,5.509,6.2,42,N/A,1975,1.5,2,6,60,60,10,N/A,N/A
Labyrinth: The Paths of Destiny,5.509,5.97,139,N/A,2011,2.0,2,6,45,45,10,N/A,N/A
MegaCorps,5.509,5.65,273,N/A,2009,2.45,3,6,60,90,13,Strategy,N/A
Square Bashing 1914-1918,5.509,6.24,31,N/A,1997,1.5,2,8,120,120,N/A,Wargames,N/A
Panic!,5.509,6.22,32,N/A,2018,2.0,2,8,30,60,10,N/A,N/A
We Have Goats!,5.509,6.31,32,N/A,2015,2.33,2,4,20,40,10,N/A,N/A
Die Maulwurf Company Mitbringspiel,5.509,6.13,30,N/A,2018,0.0,2,4,10,15,7,N/A,N/A
COLORS,5.509,6.12,44,N/A,2008,1.17,2,2,10,10,8,Abstract,N/A
The Game of Life: Card Game,5.509,5.74,193,N/A,2002,1.55,2,4,30,30,9,Family,N/A
Paddle Pool,5.509,5.9,48,N/A,1970,1.0,2,4,10,10,7,N/A,N/A
Soundiculous,5.509,5.87,65,N/A,2018,1.0,3,10,10,60,8,N/A,N/A
Alibi saknas: Herrgårdsmordet,5.509,6.29,33,N/A,2005,2.0,3,6,45,45,10,N/A,N/A
Machi Koro: Bau dir deine Verlagswelt!,5.509,6.11,31,N/A,2022,1.0,2,4,30,30,8,N/A,N/A
Orkensturm,5.509,5.93,57,N/A,2015,2.0,3,8,90,90,14,N/A,N/A
Jinx,5.509,6.01,47,N/A,2021,1.0,2,4,30,30,6,N/A,N/A
4 aus Acht,5.509,6.1,34,N/A,2022,1.5,1,4,15,15,14,N/A,N/A
Carambouille,5.509,5.85,57,N/A,2004,1.43,3,7,45,45,10,N/A,N/A
Dungeon Dwellers,5.509,6.2,62,N/A,2014,2.75,2,6,60,60,13,N/A,N/A
Kismet,5.509,5.66,272,N/A,1963,1.33,2,2,30,30,7,N/A,N/A
Jorden runt på 80 dagar,5.509,5.77,63,N/A,1986,1.75,2,5,60,60,9,N/A,N/A
Curses!,5.509,5.63,655,23.16,2001,1.12,3,6,25,25,12,N/A,N/A
The American Civil War,5.509,5.76,418,N/A,2001,2.66,2,4,240,240,12,Wargames,N/A
Encounters,5.509,5.93,52,N/A,1982,1.67,2,4,60,60,10,N/A,N/A
Arbra Kadabra,5.509,6.22,41,N/A,2018,1.33,2,4,10,20,7,N/A,N/A
Dark World: Dragon's Gate,5.509,5.94,97,N/A,1993,1.43,2,5,90,90,10,N/A,N/A
Hurry Up Chicken Butt,5.509,6.12,44,N/A,2023,1.0,2,6,2,2,4,N/A,N/A
Crossbows and Cannon,5.509,5.89,58,N/A,1992,2.2,1,2,180,180,12,Wargames,N/A
A Thunder Upon the Land: The Battles of Narva and Poltava,5.509,6.08,44,N/A,2013,2.75,1,2,240,240,14,Wargames,N/A
Solutions,5.509,7.58,30,N/A,2022,0.0,1,8,30,120,10,N/A,N/A
Niche,5.509,6.58,40,N/A,2009,1.38,2,7,10,10,6,Abstract,N/A
El Macanudo,5.509,5.97,47,N/A,2015,1.2,3,6,30,90,8,N/A,N/A
Firefly: Out to the Black,5.509,5.67,352,N/A,2013,1.93,3,5,45,45,14,N/A,N/A
Outer Rim,5.509,6.4,32,N/A,2015,2.0,2,2,15,30,12,N/A,N/A
O Jogo da Enciclopédia,5.509,6.31,43,N/A,2000,1.0,3,6,60,60,10,N/A,N/A
Over the Top! Mons & The Marne,5.509,6.15,43,N/A,1997,2.8,2,2,N/A,N/A,12,Wargames,N/A
Horus Heresy (2003),5.509,5.93,55,N/A,2003,2.0,2,2,30,30,12,Customizable,Wargames
Hobiti,5.509,6.14,45,N/A,2006,1.25,3,8,15,15,7,N/A,N/A
World Shapers,5.509,5.72,168,N/A,2019,1.73,1,4,30,30,10,N/A,N/A
Idiom Addict,5.509,6.24,43,N/A,2013,0.0,4,99,30,30,10,N/A,N/A
"Lord of the Chords: The Geekiest, Punniest Music Theory Card Game",5.509,6.03,131,N/A,2019,3.0,2,4,25,45,14,N/A,N/A
Yum Cha,5.509,6.23,58,N/A,2022,1.5,2,6,20,40,7,N/A,N/A
32 Dice,5.509,5.96,44,N/A,2011,2.0,2,2,30,30,8,Abstract,N/A
The Great Dragon Race,5.509,6.05,59,N/A,2016,1.0,2,4,25,45,8,N/A,N/A
Geominos,5.509,6.14,30,N/A,2007,1.5,2,4,30,30,10,Abstract,N/A
Checkpoint Omega,5.509,6.25,31,N/A,1983,1.86,2,6,60,60,10,Wargames,N/A
Elevator Eddie,5.509,5.88,68,N/A,1999,1.25,2,4,10,10,6,N/A,N/A
"AdvanceQuest: Among I, The Fungi",5.509,6.23,32,N/A,2021,1.33,1,1,30,30,8,N/A,N/A
Rule the Roost,5.509,6.13,63,N/A,2012,1.13,2,4,15,15,8,N/A,N/A
Conquest Tactics,5.509,6.57,42,N/A,2011,2.71,2,2,60,60,13,Customizable,N/A
Maigo-Neko,5.509,5.8,90,N/A,2015,1.33,3,4,30,30,10,N/A,N/A
