Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Rivet Wars: Eastern Front,5.946,6.99,1108,52.65,2014,2.4,2,2,30,30,14,Thematic,Wargames
Dog Lover,5.946,6.73,1358,24.99,2021,1.81,2,4,30,30,10,Family,N/A
Pinochle,5.946,6.89,1147,9.99,1864,2.31,2,4,45,45,10,Family,N/A
Avalon: Big Box,5.946,8.07,531,39.99,2022,2.23,5,10,30,30,14,Party,N/A
PanzerBlitz,5.946,6.62,1893,N/A,1970,3.05,2,2,90,90,12,Wargames,N/A
Trias,5.945,6.43,2086,N/A,2002,2.39,2,5,45,45,12,Strategy,N/A
Strozzi,5.945,6.71,1305,N/A,2008,2.24,3,6,60,60,10,Strategy,N/A
Zombicide: Dark Side,5.945,7.94,602,49.02,2019,2.47,1,6,60,60,14,Thematic,N/A
Harvest,5.945,7.02,994,N/A,2017,2.51,2,4,30,75,14,Strategy,N/A
Pandemic: Hot Zone – Europe,5.945,7.04,956,N/A,2021,1.92,2,4,30,30,8,Family,Strategy
Call to Adventure: The Stormlight Archive,5.945,6.97,1102,39.84,2020,1.95,1,4,30,60,13,Thematic,N/A
Unstable Unicorns,5.945,6.23,10741,20.0,2017,1.48,2,8,30,60,8,Party,N/A
Kick-Ass: The Board Game,5.945,7.27,855,N/A,2018,2.96,1,4,60,90,18,Thematic,N/A
Turncoats,5.944,7.09,861,N/A,2021,2.0,2,5,15,45,12,Abstract,Strategy
Deep Dive,5.944,6.64,1530,23.89,2023,1.11,1,6,15,20,10,Family,N/A
Stamp Swap,5.944,7.04,949,N/A,2024,2.13,1,5,20,60,14,Strategy,N/A
W1815,5.944,7.36,727,N/A,2015,1.52,2,2,15,20,14,Wargames,N/A
Krazy Wordz,5.944,7.2,813,N/A,2016,1.19,3,7,45,45,10,Party,N/A
Resident Evil 2: The Board Game,5.943,7.41,1107,69.95,2019,2.4,1,4,90,120,14,Thematic,N/A
Before the Wind,5.943,6.61,1545,N/A,2007,2.6,2,4,75,75,10,Strategy,N/A
Godspeed,5.943,7.02,974,N/A,2020,2.71,2,5,45,90,10,Strategy,N/A
Axis & Allies: WWI 1914,5.943,7.27,991,N/A,2013,2.79,2,8,60,180,12,Strategy,Wargames
