Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
The Twelve Doctors: Doctor Who Card Game,5.623,7.65,153,N/A,2009,2.38,2,2,30,30,9,Thematic,N/A
All Things Zombie: The Boardgame,5.623,6.17,570,N/A,2009,2.53,1,6,40,40,12,Thematic,Wargames
Wizard's Academy,5.622,7.03,220,N/A,2016,3.44,1,6,90,180,12,N/A,N/A
Monad,5.622,6.24,477,13.95,1968,2.03,2,4,45,60,10,Strategy,N/A
Tanto Cuore: Winter Romance,5.622,7.63,153,N/A,2018,2.0,2,4,30,60,12,N/A,N/A
Arbos,5.622,6.38,392,N/A,1999,1.0,1,8,30,30,6,Family,N/A
Islebound: Emerald Edition,5.622,7.74,130,N/A,2024,2.5,2,4,90,90,13,N/A,N/A
Chariot Race,5.622,6.01,820,N/A,2016,1.74,2,6,15,45,8,Family,N/A
Hamsterbacke,5.622,6.55,300,N/A,2014,1.25,3,5,20,20,8,Family,N/A
Mint Cooperative,5.622,6.02,794,13.99,2020,1.95,1,4,15,30,14,Family,Strategy
Mint Tin Pirates,5.622,7.36,274,N/A,2014,1.18,2,2,5,5,10,N/A,N/A
Dungeon Decorators,5.622,6.99,220,37.31,2021,2.5,2,4,40,80,10,N/A,N/A
Architectura,5.622,6.03,790,N/A,2018,1.81,2,4,30,45,8,N/A,N/A
House of Borgia,5.622,6.55,301,N/A,2017,2.0,2,6,30,30,14,N/A,N/A
Scuttle!,5.622,6.34,481,N/A,2016,1.0,1,5,5,10,6,Family,N/A
Monster Hunter World: The Board Game – Wildspire Waste,5.622,8.0,133,N/A,2022,3.0,1,4,60,90,14,N/A,N/A
"Operation Typhoon: The German Assault on Moscow, 1941",5.622,7.37,179,N/A,1978,3.52,2,2,1500,1500,12,Wargames,N/A
Curators,5.622,6.88,268,N/A,2021,2.35,1,4,45,75,14,N/A,N/A
Funkoverse Strategy Game: Rick & Morty 100,5.622,6.82,271,24.95,2019,2.0,2,2,20,60,13,N/A,N/A
Marvel Villainous: Twisted Ambitions,5.622,7.41,198,23.99,2023,2.5,2,3,40,60,12,N/A,N/A
The Sorcerer's Cave,5.622,6.48,399,N/A,1978,1.78,1,4,60,60,10,Family,Thematic
No Retreat!: Polish & French Fronts,5.622,7.63,157,N/A,2018,3.65,N/A,2,180,180,14,Wargames,N/A
Ominoes,5.622,6.47,339,N/A,2016,1.42,2,4,15,15,6,Abstract,N/A
Asteriated Grail,5.622,7.37,174,N/A,2010,3.17,4,6,30,30,16,Strategy,N/A
TROLL,5.622,6.47,332,N/A,2015,1.36,3,5,20,30,8,N/A,N/A
War and Peace: Game of the Napoleonic Wars,5.622,7.95,166,N/A,2020,3.52,2,5,20,3000,N/A,Wargames,N/A
Freeman's Farm 1777,5.622,7.37,177,N/A,2019,2.0,1,2,30,60,13,Wargames,N/A
A Gleam of Bayonets: The Battle of Antietam,5.622,7.3,182,N/A,1983,3.72,2,6,420,4200,12,Wargames,N/A
Promised Land: 1250-587 BC,5.622,6.9,226,N/A,2013,3.07,2,6,150,150,12,Strategy,Wargames
The Stock Car Championship Racing Card Game,5.622,6.9,229,N/A,1995,2.14,2,12,20,20,8,Strategy,N/A
Disney Gargoyles: Awakening,5.622,6.42,404,19.98,2021,1.63,2,5,45,60,10,N/A,N/A
30 Seconds: Everyday Life,5.622,7.03,204,N/A,2017,1.2,3,28,30,30,12,N/A,N/A
Carthage,5.622,7.39,236,N/A,2018,2.08,1,5,30,75,13,N/A,N/A
Railroad Tiles,5.622,7.52,155,N/A,2025,1.5,1,4,30,30,8,N/A,N/A
Solar City,5.622,6.61,302,N/A,2020,2.6,1,4,30,60,10,N/A,N/A
Typewriter,5.622,7.23,169,N/A,2024,2.25,2,5,30,30,10,N/A,N/A
WARS Trading Card Game,5.622,6.81,289,59.99,2004,3.0,2,2,45,45,12,Customizable,N/A
Hecatomb,5.622,6.37,405,12.99,2005,2.46,2,4,30,30,15,Customizable,N/A
Wizards,5.621,6.41,416,N/A,1982,2.96,1,6,120,240,12,Thematic,N/A
World at War: The Untold Stories,5.621,7.93,130,N/A,2010,2.81,2,2,60,60,N/A,Wargames,N/A
Drop Drive,5.621,7.38,204,N/A,2023,2.14,2,4,45,60,8,N/A,N/A
Triumph of Chaos v.2 (Deluxe Edition),5.621,8.25,131,N/A,2019,4.39,2,2,180,600,16,Wargames,N/A
Black Hole Buccaneers,5.621,6.64,275,N/A,2023,2.08,3,6,30,45,10,N/A,N/A
Catalyst,5.621,6.63,289,N/A,2018,2.0,2,4,20,40,10,Family,Strategy
Deathwatch: Overkill,5.621,7.03,243,449.99,2016,2.5,2,2,60,60,N/A,Wargames,N/A
Phantom Fury,5.621,7.53,165,N/A,2011,2.88,1,1,240,240,12,Wargames,N/A
Ahau: Rulers of Yucatán,5.621,6.98,244,40.89,2023,3.61,1,5,90,120,14,N/A,N/A
Bukiet,5.621,6.54,336,N/A,2018,1.42,1,5,20,40,8,N/A,N/A
Mr. President,5.621,6.64,341,N/A,1967,2.16,2,4,60,60,12,Strategy,N/A
Sports Illustrated Baseball,5.621,7.31,215,N/A,1972,1.96,1,2,45,45,12,N/A,N/A
Joan of Arc,5.621,6.29,476,N/A,1998,2.54,3,6,150,150,10,Strategy,Wargames
Tracks: Siren Bay,5.621,6.75,262,N/A,2022,1.18,1,6,25,45,12,Thematic,N/A
Peak Oil: Profiteer,5.621,7.2,181,N/A,2022,2.73,1,5,30,60,14,N/A,N/A
Warband: Against the Darkness,5.621,6.65,289,N/A,2015,2.93,2,5,60,60,10,Strategy,N/A
Cutthroat Caverns: Anniversary Edition,5.621,7.07,211,N/A,2019,2.14,3,6,30,90,14,N/A,N/A
Ubongo! Junior,5.621,6.64,288,N/A,2012,1.57,2,4,20,20,5,N/A,N/A
Europe in Turmoil II: The Interbellum Years 1920-1939,5.621,8.28,109,N/A,2024,3.0,2,2,180,240,N/A,Wargames,N/A
Dropzone Commander: Core Rulebook,5.621,7.49,169,N/A,2012,3.42,2,4,120,120,N/A,Wargames,N/A
Cookie Box,5.621,6.72,307,N/A,2016,1.0,2,4,15,20,6,N/A,N/A
"Chandragupta: Great Battles of the Mauryan Empire – India, 319-261 BC",5.621,7.67,139,N/A,2008,3.78,2,2,240,240,12,Wargames,N/A
Glory III,5.621,6.85,237,N/A,2007,2.76,1,2,240,240,12,Wargames,N/A
Not War But Murder,5.621,7.11,188,N/A,2007,2.84,2,2,240,240,12,Wargames,N/A
Crime Zoom: Bird of Ill Omen,5.621,6.55,307,N/A,2020,1.33,1,6,60,60,14,N/A,N/A
De Bellis Multitudinis: Wargames Rules for Ancient and Medieval Battles – 3000 BC to 1500 AD,5.621,6.68,270,N/A,1993,3.86,2,2,180,180,12,Wargames,N/A
Dragonbond: Lords of Vaala,5.621,7.17,258,N/A,2023,2.55,1,4,60,90,14,N/A,N/A
War of the Triple Alliance,5.621,7.49,153,N/A,2021,2.06,2,2,90,150,14,Wargames,N/A
The Red Dragon Inn 8: Pub Crawl,5.621,8.01,143,36.0,2022,2.0,2,5,30,60,13,N/A,N/A
The Walking Dead: Here's Negan – The Board Game,5.621,7.69,169,N/A,2018,3.17,1,5,60,90,14,N/A,N/A
Pocket Landship: Free Trial Version,5.621,7.11,217,N/A,2017,1.46,1,1,5,20,10,Wargames,N/A
Munchkin Panic,5.621,6.05,875,N/A,2014,2.05,1,6,45,60,8,Family,N/A
Spearpoint 1943,5.621,6.89,237,N/A,2010,1.91,2,2,30,30,13,Wargames,N/A
Kult,5.621,6.92,241,N/A,1995,2.52,2,99,45,45,14,Customizable,N/A
Swords and Bagpipes,5.621,6.53,317,N/A,2014,2.22,2,6,20,45,11,Thematic,N/A
Finger Guns at High Noon,5.621,6.39,390,N/A,2019,1.67,3,8,20,20,14,N/A,N/A
Spot it! Disney 100 Years of Wonder,5.621,7.1,236,N/A,2023,1.0,2,8,15,15,6,N/A,N/A
8Bit Box,5.621,6.16,583,24.95,2018,1.6,3,6,15,40,6,N/A,N/A
Crazy Race,5.621,6.85,226,N/A,2017,1.71,2,5,30,60,8,N/A,N/A
1914: Offensive à outrance,5.621,7.88,146,N/A,2013,4.16,1,4,N/A,N/A,N/A,Wargames,N/A
Unlock!: The Escape Room Game – In Pursuit of the Iron Mask,5.621,6.47,329,N/A,2020,1.63,1,6,60,60,10,Thematic,N/A
Indiana Jones: Sands of Adventure,5.621,6.78,254,12.99,2023,1.8,2,4,45,45,8,N/A,N/A
Jericho,5.621,6.08,632,N/A,2006,1.39,3,5,15,15,8,Family,N/A
Plunder,5.621,6.14,581,N/A,2004,2.19,2,4,45,45,8,Thematic,N/A
"Ici, c'est la France! The Algerian War of Independence 1954 - 1962",5.621,7.58,174,N/A,2009,2.79,2,2,300,300,12,Wargames,N/A
Chachapoya,5.621,7.15,227,N/A,2019,1.81,2,4,30,45,9,N/A,N/A
Baseball Highlights: The Dice Game,5.62,7.03,200,N/A,2021,2.0,1,4,20,45,8,N/A,N/A
Roll for Great Old Ones: A Roll & Write Game,5.62,7.02,197,N/A,2023,2.7,1,4,60,90,10,N/A,N/A
Combo Color,5.62,6.35,443,N/A,2019,1.11,2,4,20,20,6,Family,N/A
SPQF,5.62,7.06,186,N/A,2018,3.0,2,4,20,45,14,N/A,N/A
P for Pizza,5.62,6.33,469,N/A,2020,1.0,2,4,20,20,8,N/A,N/A
Hidden Games Tatort: Winterkrimi – Eiskaltes Verbrechen,5.62,7.77,128,N/A,2021,2.0,1,6,90,180,14,N/A,N/A
Dracula's Feast: New Blood,5.62,6.95,216,N/A,2020,1.25,4,8,10,15,10,N/A,N/A
Harzbahn 1873,5.62,7.06,184,N/A,2011,4.17,2,5,300,300,N/A,Strategy,N/A
RattleSnake,5.62,5.87,1302,N/A,2007,1.07,2,4,15,15,8,Children's,Family
Twin Peaks,5.62,7.63,144,N/A,2014,4.14,1,4,360,780,N/A,Wargames,N/A
Unlock!: Timeless Adventures – Arsène Lupin und der große weiße Diamant,5.62,7.45,143,N/A,2019,0.0,1,6,60,60,10,Thematic,N/A
Hit the Silk!,5.62,6.9,229,N/A,2021,1.88,3,6,20,45,7,N/A,N/A
ドキッと！アイス (Dokitto! Ice),5.62,6.86,215,N/A,2020,1.33,2,5,15,30,8,N/A,N/A
Robin Hood,5.62,7.05,207,N/A,2011,1.5,3,5,50,50,14,N/A,N/A
"Elves, Dwarfs & Dungeonbowl",5.62,6.62,303,N/A,1989,2.58,2,2,180,180,14,Strategy,Thematic
Talisman: Batman – Super-Villains Edition,5.62,6.68,351,N/A,2019,2.13,2,6,60,90,13,N/A,N/A
