Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Wrath of Fire Mountain,5.713,7.18,340,17.49,2024,1.8,2,4,30,45,10,N/A,N/A
Dawn of Peacemakers,5.713,7.13,383,N/A,2018,3.06,1,4,60,120,14,Thematic,Wargames
Wings of War: Fire from the Sky,5.713,7.19,352,N/A,2009,2.03,2,6,30,30,13,Customizable,Wargames
Power Hungry Pets,5.713,7.02,441,N/A,2024,1.2,2,6,15,15,7,N/A,N/A
Deja Vu: Fragments of Memory,5.713,7.02,370,N/A,2018,2.67,2,4,45,90,14,Strategy,N/A
OrcQuest WarPath,5.713,8.14,333,N/A,2023,3.48,1,6,45,90,14,Thematic,Wargames
Ancient Civilizations of the Inner Sea,5.713,6.52,654,69.47,2019,2.45,1,6,120,300,14,Strategy,Wargames
Fish Cook,5.713,6.94,408,N/A,2012,1.86,2,6,45,45,12,Thematic,N/A
Decision at Elst: An Advanced Squad Leader Starter Kit Historical Module,5.713,8.5,213,N/A,2014,3.82,2,2,360,720,N/A,Wargames,N/A
My Happy Farm,5.712,6.37,782,N/A,2011,1.66,2,4,45,45,8,Family,N/A
"The Good, the Bad, and the Munchkin",5.712,6.17,1472,N/A,2007,1.96,3,6,90,90,10,Thematic,N/A
Caution Signs,5.712,7.4,302,N/A,2024,1.13,3,9,20,30,8,Family,Party
Risk Strike,5.712,6.8,466,14.98,2023,1.5,2,5,20,20,10,N/A,N/A
Dreamwell,5.712,6.47,709,27.99,2016,2.13,2,4,45,45,14,Abstract,N/A
Amazons,5.712,7.2,346,N/A,1992,2.84,2,2,30,30,12,Abstract,N/A
Hungry,5.712,6.36,731,30.0,1995,1.42,2,4,30,30,8,Family,N/A
All-Star Draft,5.712,7.07,355,N/A,2021,2.27,2,6,45,45,10,N/A,N/A
Gang of Dice,5.712,6.3,847,N/A,2022,1.14,2,4,30,30,8,Family,Party
Infamy,5.712,6.79,471,49.99,2013,2.86,3,4,60,60,13,Strategy,N/A
Flower Fields,5.712,7.24,316,N/A,2024,2.14,1,4,40,40,8,N/A,N/A
Evolution: New World,5.712,6.93,449,45.0,2023,2.33,2,4,30,60,11,N/A,N/A
Corduba 27 a.C.,5.712,7.6,297,N/A,2021,3.92,1,4,90,180,14,Strategy,N/A
Skylands,5.712,6.69,510,N/A,2018,2.18,2,4,30,45,8,Strategy,N/A
The Spoils,5.712,6.94,528,N/A,2006,2.77,2,6,40,40,13,Customizable,N/A
Maximum Apocalypse: Wasted Wilds,5.712,8.05,228,N/A,2023,2.5,1,4,45,90,13,N/A,N/A
Blink,5.712,5.98,2337,N/A,1995,1.07,2,3,10,10,7,Family,N/A
Taco Back Goat Cheese Pizza,5.712,6.93,423,7.79,2020,1.0,2,8,10,10,8,Party,N/A
St Patrick,5.712,6.82,452,N/A,2021,1.2,3,4,20,40,10,N/A,N/A
Marvel Fluxx,5.712,6.5,698,23.99,2019,1.38,2,6,5,30,8,N/A,N/A
Boże Igrzysko,5.711,7.59,284,N/A,2010,3.57,3,4,120,120,12,Strategy,N/A
Vineta,5.711,6.2,1099,29.95,2008,2.01,2,6,45,45,10,Family,Strategy
Ninja: Legend of the Scorpion Clan,5.711,6.49,645,39.9,2011,2.65,2,4,45,45,12,Strategy,Thematic
Air Baron,5.711,6.4,781,N/A,1996,2.55,2,6,120,120,10,Strategy,N/A
Car Wars Compendium,5.711,7.16,341,N/A,1989,3.28,2,8,45,45,10,Thematic,N/A
Mazescape: Labýrinthos,5.711,6.54,639,N/A,2021,1.08,1,1,5,90,8,N/A,N/A
Inori,5.711,6.71,513,N/A,2024,2.25,2,4,30,30,10,N/A,N/A
Beneath the Med: Regia Marina at Sea 1940-1943,5.711,7.9,273,N/A,2020,2.4,1,1,120,180,12,Wargames,N/A
Chain of Command,5.711,8.27,227,N/A,2013,3.23,2,4,120,120,14,Wargames,N/A
Feudal,5.711,6.12,1558,N/A,1967,2.3,2,6,90,90,10,Abstract,N/A
Chang Cheng,5.711,6.17,1130,54.99,2007,2.29,2,4,60,60,12,Strategy,N/A
EXIT: The Game – The Hunt Through Amsterdam,5.711,7.33,285,N/A,2023,2.38,1,4,45,90,12,N/A,N/A
Arkham Horror,5.711,6.68,583,N/A,1987,2.42,1,8,180,180,12,Thematic,N/A
Topito,5.711,6.65,586,N/A,2017,1.12,2,4,15,15,6,Family,N/A
Zuuli,5.711,6.75,547,N/A,2022,1.64,1,6,15,15,8,Family,N/A
Ghost Letters,5.711,7.44,332,N/A,2020,1.86,2,12,30,60,8,N/A,N/A
Escape from New York,5.711,7.36,319,24.99,2024,2.62,1,4,40,90,14,N/A,N/A
"Hood Strikes North: The Tennessee Campaign, Fall 1864",5.711,8.62,184,N/A,2021,3.36,1,2,120,1920,16,Wargames,N/A
Skull Queen,5.711,7.28,299,N/A,2024,1.6,2,6,30,30,8,N/A,N/A
Deadly Dowagers,5.71,6.78,497,35.0,2023,1.88,2,6,30,90,14,N/A,N/A
Fire & Stone: Siege of Vienna 1683,5.71,7.26,316,21.97,2022,2.5,2,2,60,90,14,Wargames,N/A
Beyond Humanity: Colonies,5.71,7.85,284,N/A,2022,3.52,1,5,60,180,16,Strategy,Thematic
Archmage,5.71,6.6,607,N/A,2018,3.24,1,4,60,120,14,Strategy,N/A
Trendy,5.71,6.3,799,N/A,2000,1.08,2,5,20,20,8,Family,N/A
Unlock!: Short Adventures – The Awakening of the Mummy,5.71,6.74,442,N/A,2022,1.78,1,6,30,45,10,Thematic,N/A
The Arab-Israeli Wars: Tank Battles in the Mideast,5.71,6.44,747,N/A,1977,3.21,2,2,240,240,14,Wargames,N/A
Matcha,5.71,6.32,838,N/A,2015,1.67,2,2,20,20,10,N/A,N/A
Pictionary,5.71,5.84,8401,21.59,1985,1.23,3,16,90,90,12,Party,N/A
Bretagne,5.71,6.69,499,N/A,2015,3.4,2,4,90,120,14,Strategy,N/A
"Legendary: A Marvel Deck Building Game – Marvel Studios, Phase 1",5.71,7.16,371,N/A,2018,2.4,1,5,30,60,14,Thematic,N/A
The Champion of the Wild,5.71,6.77,462,N/A,2018,1.21,3,8,20,35,8,Party,N/A
Viktory II,5.71,6.87,453,N/A,2006,2.41,2,8,60,60,10,Strategy,Wargames
"Red Storm: The Air War Over Central Germany, 1987",5.71,8.37,215,N/A,2019,4.42,1,2,120,720,14,Wargames,N/A
Sweden Fights On,5.71,7.68,236,N/A,2003,3.59,2,2,240,240,12,Wargames,N/A
Epic Armageddon,5.71,7.61,291,N/A,2003,3.1,2,8,120,120,12,Thematic,Wargames
SiegeStorm: SiegeMode,5.71,7.42,378,N/A,2019,2.59,1,4,20,30,14,N/A,N/A
Die of the Dead,5.709,6.89,417,60.0,2021,1.93,2,5,30,50,N/A,N/A,N/A
Railroad Rivals,5.709,6.45,686,32.48,2018,2.06,1,5,30,60,8,N/A,N/A
Empires of the Ancient World,5.709,6.63,551,N/A,2000,2.98,3,5,120,180,12,Strategy,N/A
Codenames: Marvel,5.709,6.16,1228,49.99,2017,1.17,2,8,15,15,8,Party,N/A
Zombies!!! 4: The End...,5.709,6.15,1513,N/A,2004,1.67,2,6,60,120,16,Thematic,N/A
Rattus Cartus,5.709,6.46,631,N/A,2012,2.15,2,5,30,45,10,Strategy,N/A
Fighters of the Pacific,5.709,7.79,269,N/A,2023,2.13,1,2,120,120,14,Wargames,N/A
Whistling Death,5.709,8.25,280,N/A,2003,4.34,1,4,240,240,14,Wargames,N/A
Crimson Skies,5.709,7.15,395,N/A,1998,2.93,2,2,180,180,12,Wargames,N/A
Pit Crew,5.709,6.39,687,N/A,2017,1.2,2,9,15,30,8,Family,Party
