Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Hippocrates,5.918,6.8,1154,54.18,2022,2.94,1,4,90,120,12,Strategy,N/A
Ultimate Warriorz,5.918,6.63,1353,N/A,2011,1.3,2,8,30,30,8,Party,N/A
Who Goes There?,5.918,7.18,970,N/A,2018,2.93,3,4,110,110,14,Thematic,N/A
12 Days,5.917,6.53,1596,N/A,2011,1.2,3,5,15,15,8,Family,N/A
Astro Knights: Eternity,5.917,8.26,424,48.29,2024,2.8,1,4,45,60,14,N/A,N/A
Ascension X: War of Shadows,5.917,7.51,654,N/A,2016,2.0,2,4,30,45,13,Strategy,N/A
Masters of the Universe: The Board Game – Clash for Eternia,5.917,7.78,621,285.25,2023,2.58,1,5,45,60,14,Thematic,N/A
Super Dungeon Explore: Forgotten King,5.917,6.85,1238,N/A,2015,3.2,1,6,90,120,N/A,Strategy,Thematic
Wordsy,5.917,6.91,958,N/A,2017,1.4,1,6,20,20,10,Family,N/A
Herbaceous Sprouts,5.916,6.98,904,N/A,2019,1.84,1,4,30,30,8,Family,N/A
Roll for Adventure,5.916,6.73,1224,N/A,2018,2.03,2,4,30,30,10,Family,N/A
Pergola,5.916,7.41,664,49.99,2025,2.08,1,4,45,60,10,N/A,N/A
Romi Rami,5.916,6.96,904,16.99,2023,1.33,2,4,30,30,8,N/A,N/A
Grand Cru,5.916,6.76,1117,N/A,2010,3.14,2,5,90,90,12,Strategy,N/A
Shadows of Kilforth: A Fantasy Quest Game,5.916,7.8,567,N/A,2019,3.2,1,4,45,180,14,Thematic,N/A
Leader 1,5.916,6.97,941,N/A,2008,2.52,2,10,90,150,12,Strategy,N/A
Garden Dice,5.916,6.64,1321,N/A,2012,2.12,2,4,60,60,13,Family,Strategy
The Manhattan Project: Chain Reaction,5.916,6.45,1935,N/A,2016,1.85,1,5,30,40,12,Strategy,N/A
Duel in the Dark,5.916,6.61,1434,N/A,2007,2.49,1,2,45,45,10,Strategy,Wargames
Unlock!: Extraordinary Adventures,5.916,7.52,567,N/A,2022,2.25,1,6,30,60,10,Thematic,N/A
Thief's Market,5.916,6.46,1865,N/A,2016,1.93,3,5,30,50,10,Family,N/A
Black Friday,5.916,6.56,1531,N/A,2010,2.83,2,5,55,55,12,Strategy,N/A
Age of Napoleon,5.915,6.82,1169,N/A,2003,3.18,2,2,60,60,12,Wargames,N/A
SpaceShipped,5.915,7.0,923,N/A,2019,1.85,1,1,10,30,8,Strategy,Thematic
King of 12,5.914,6.58,1524,21.13,2020,1.38,2,4,20,40,10,Family,N/A
Rum & Pirates,5.914,6.44,1855,N/A,2006,1.94,2,5,60,75,9,Family,N/A
Ukraine '43: The Soviet Summer Offensive Against Army Group South,5.914,7.89,499,289.95,2000,3.56,2,4,360,360,12,Wargames,N/A
Mystery Rummy: Jekyll & Hyde,5.913,6.64,1301,N/A,2001,1.53,2,2,45,45,10,Family,Strategy
13 Clues,5.913,6.57,1490,N/A,2016,1.97,2,6,30,30,8,Family,N/A
TIME Stories Revolution: The Hadal Project,5.913,6.98,937,15.42,2020,2.57,1,4,180,180,12,Thematic,N/A
Topoum,5.913,7.22,750,N/A,2016,2.46,2,4,60,90,14,Strategy,N/A
Oriflamme: Ablaze,5.913,7.21,735,N/A,2020,2.19,3,5,20,20,10,N/A,N/A
Pairs,5.913,6.33,2428,11.99,2014,1.13,2,8,15,15,N/A,Family,N/A
Kobayakawa,5.912,6.34,2260,N/A,2013,1.18,3,6,15,15,9,Family,Party
A Brief History of the World,5.912,6.86,961,N/A,2009,2.86,3,6,90,180,10,Strategy,N/A
Senji,5.912,6.53,1560,N/A,2008,2.96,3,6,90,90,12,Strategy,N/A
18AL,5.912,7.11,743,N/A,1999,3.85,3,5,180,180,14,Strategy,N/A
